,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
33,dementia,2001,The New York Times,Jazz in the Catbird Seat: It Wasn't Always So,Jazz in the Catbird Seat: It Wasn't Always So,"Jazz, which today is treated with reverence, was widely seen in beginning as an unwanted African virus--something that gave fevers, led to sexual deviation and dementia; American newspapers quoted scientists, ministers and politicians who condemne...","Today jazz is routinely treated with reverence. It has equal billing with opera and classical music at Lincoln Center. Academics write scholarly treatises on the subject. And when something jazz-related pops up on the larger radar screen of American culture, it tends to be discussed in deeply respectful tones.","[{'name': 'persons', 'value': 'EUROPE, JAMES REESE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'PUBLIC OPINION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Jazz', 'rank': 6, 'major': 'N'}]"
35,dementia,2001,The New York Times,The Therapeutic Listener,MY JOB; The Therapeutic Listener,"As the only psychologist for 880 patients, I've been warmly received by staff and residents. Not long ago, I asked a middle-aged AIDS patient with a history of sporadic violent outbursts whether he got depressed. His reply was: ''The food","As the only psychologist for 880 patients, I've been warmly received by staff and residents. Not long ago, I asked a middle-aged AIDS patient with a history of sporadic violent outbursts whether he got depressed. His reply was: ''The food in the crazy house is better than here.'' His confusion resulted from psychosis and AIDS-related dementia. He had a perpetually sad expression that reflected how overwhelmed he was from three catastrophic illnesses.","[{'name': 'subject', 'value': '533 WORDS', 'rank': 1, 'major': 'N'}]"
63,dementia,2001,The New York Times,'Full Monty' Composer's Tony Anxiety Is Pell-Mel,PUBLIC LIVES; 'Full Monty' Composer's Tony Anxiety Is Pell-Mel,"Public Lives profile of David Yazbek, who composed music for Broadway show The Full Monty, and is in contention for Tony award for best score; photo (M)","ALL this Tony Awards dementia is frittering away at the composer David Yazbek's carefully cultivated -- we're talking eight years of spirituality lessons and cross-legged meditation! -- Zen frame of mind. Unable to escape his obsession with beating his ex-idol Mel Brooks (''The Producers'') for the best score award for ''The Full Monty,'' the underdog show about underdog men who sing in their underwear, he's become a real-life clone of the blabbering, blubbering character who forgets his mantra in ''Annie Hall.''","[{'name': 'persons', 'value': 'Yazbek, David', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Tony Awards (Theater Awards)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Awards, Decorations and Honors', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'FULL MONTY, THE (PLAY)', 'rank': 6, 'major': 'N'}]"
80,dementia,2001,The New York Times,The Doctor's World; Reagan Is Facing a Challenging Rehabilitation,The Doctor's World; Reagan Is Facing a Challenging Rehabilitation,Former Pres Ronald Reagan faces particularly challenging rehabilitation from hip replacement surgery because he suffers from Alzheimer's disease; is in stable condition; photo (M),"For any elderly person suffering a broken hip, the surgery to repair it and the postoperative period pose significant dangers. But for Alzheimer's patients like former President Ronald Reagan, their families and their medical teams, the combination of dementia, the healing of broken bones and the rehabilitation process can present an extraordinary challenge.","[{'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 1, 'major': 'N'}]"
84,dementia,2001,The New York Times,"LOCATION: VENICE, ITALY; To Sleep No More","3. CASE STUDY: FATAL FAMILIAL INSOMNIA; LOCATION: VENICE, ITALY; To Sleep No More","D T Max reports on case of Italian family afflicted with fatal familial insomnia, genetic disease that was not formally identified until 1986; FFI, as disease is known, is astonishingly rare; sometime in their 50's, half the members of aristocrati...","In 1791, in a small town near Venice, a man named Giacomo was born. Members of his family tended to be physically impressive, powerful and broad-shouldered (and still are today), but one day in the fall of 1836, at the age of 45, Giacomo fell mysteriously ill. He began to suffer from dementia. Eventually he was confined to bed, lying awake in torment. Then he died.","[{'name': 'glocations', 'value': 'Italy', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'ROITER, ELISABETTA', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'LUGARESI, ELIO', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Creutzfeldt-Jakob Disease', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Sleep', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'FATAL FAMILIAL INSOMNIA', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Insomnia', 'rank': 7, 'major': 'N'}]"
0,dementia,2002,The New York Times,"At Home in Another Country, Hanukkah by Different Rules; Special Service Reaches Those With Dementia","At Home in Another Country, Hanukkah by Different Rules; Special Service Reaches Those With Dementia","Residents with dementia at Hebrew Home for Aged in Riverdale to have special candle lighting celebration in home's synagogue; for three years, Hebrew Home has been conducting dual services in its synagogue on certain Jewish holidays, one for its l...","They can only take so much. As the prayers and hymns flow one after the other, they become antsy. They don't understand everything -- and in some cases hardly anything. They become frustrated. They wander off. They might shout out, or otherwise behave indecorously.","[{'name': 'organizations', 'value': 'Hebrew Home for the Aged', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'JEWS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Hanukkah', 'rank': 5, 'major': 'N'}]"
1,dementia,2002,The New York Times,Raising a Toast to the Brain's Health,VITAL SIGNS: OUTCOMES; Raising a Toast to the Brain's Health,"Researchers at Erasmus University Medical School, in study published in Lancet, find that moderate alcohol consumption improves functioning of circulatory system and helps reduce risk of developing dementia; drawing (M)","Moderate alcohol consumption may offer some protection to the brain as well as the heart, a new study published in The Lancet suggests.","[{'name': 'organizations', 'value': 'ERASMUS UNIVERSITY', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Alcoholic Beverages', 'rank': 4, 'major': 'N'}]"
2,dementia,2002,The New York Times,Patients Create Poetic Expressions,BOOKS ON HEALTH; Patients Create Poetic Expressions,books on health: patie,"''Dispelling the Myths of Dementia Through Poetry,'' edited by Marilyn Riso DiPerna, St. Johnland Nursing Center, Kings Park, N.Y., $10.","[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}]"
4,dementia,2002,The New York Times,"Paid Notice: Deaths  SMILOW, MEL","Paid Notice: Deaths  SMILOW, MEL",,"SMILOW-Mel. After a long brave fight, he succumbed to dementia on December 26, 2002. He will be remembered most for his devotion to family and friends, enthusiasm for life, his sense of humor and caring for those less fortunate. As a devoted husband, father and grandfather, talented furniture designer and artist, he will be remembered and terribly missed.","[{'name': 'persons', 'value': 'SMILOW, MEL', 'rank': 1, 'major': 'N'}]"
5,dementia,2002,The New York Times,"Paid Notice: Deaths  SCHATMAN, BENJAMIN H., M.D.","Paid Notice: Deaths  SCHATMAN, BENJAMIN H., M.D.",,"SCHATMAN-Benjamin H., M.D. On Jan. 31, 2002 of Palm Beach Gardens, FL. Formerly of Short Hills, NJ. Died of complications of Pics Dementia. Beloved husband of Beth, loving father of Jill and (Bill) Manny, Michael and (Roz) Schatman, Karen & (Fred) Benton, adored grandfather of Peter Manny, Hannah Benton and Joshua Schatman. Dr. Schatman was formerly Chief of Colon and Rectal Surgery at St. Barnabas Medical Center in Livingston, NJ. Funeral services will be held at Menorah Chapels, 2950 Vauxhall Rd, Millburn, NJ, Sunday, Feb. 3 at 1 PM. Contributions can be made to Alzheimer's Alliance at Alpert Jewish Family and Childrens Services, 4605 Community Drive, West Palm Beach, Florida, or the Hospice of Palm Beach.","[{'name': 'persons', 'value': 'SCHATMAN, BENJAMIN H., M.D.', 'rank': 1, 'major': 'N'}]"
6,dementia,2002,The New York Times,"More Than Death, Fearing a Muddled Mind","More Than Death, Fearing a Muddled Mind","As more people live longer and have greater expectations for their old age complexion of their worries has changed, with many saying what they fear more than death or dread diseases is losing their minds; dementia, particularly Alzheimer's disease...",It happens when she forgets. It could be a phone number. It could be an appointment. She might be about to introduce someone -- someone she knows very well -- and the name will totally elude her: ''And this is . . . uh . . . uh. . . .'',"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 2, 'major': 'N'}]"
9,dementia,2002,The New York Times,Main Street as Memory Lane,Main Street as Memory Lane,Caregivers are increasingly turning to architects and environmental psychologists to ease symptoms of Alzheimer's disease and other forms of dementia; senior care centers are relying on settings laden with nostalgic cues to help residents with sho...,"AT first, the tall, wiry man was agitated, pacing back and forth. He insisted he wanted to go home, back to where he had lived for 43 years and raised three children. The Village, a new health-care facility for people with disabling memory loss, seemed to make the 75-year-old man, who arrived on Nov. 15, uneasy and unhappy.","[{'name': 'organizations', 'value': 'Village', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement Communities and Assisted Living', 'rank': 4, 'major': 'N'}]"
10,dementia,2002,The New York Times,Gigante Has Few Words at Hearing on Charges,Gigante Has Few Words at Hearing on Charges,Vincent Gigante allows Brooklyn Federal Court Judge I Leo Glasser to enter not guilty plea on his behalf on charges of racketeering and obstructing justice by faking dementia (M),"Making his first court appearance in four years, Vincent Gigante, the convicted Mafia boss famed for wandering the streets in his bathrobe, allowed a federal judge in Brooklyn to enter a not guilty plea on his behalf yesterday on charges of racketeering and obstructing justice by faking dementia.","[{'name': 'persons', 'value': 'Glasser, I Leo', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Gigante, Vincent', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Crime', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Racketeering and Racketeers', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 6, 'major': 'N'}]"
11,dementia,2002,The New York Times,World Briefing | Americas: Chile: Pinochet Quits Senate,World Briefing | Americas: Chile: Pinochet Quits Senate,"Gen Augusto Pinochet, increasingly ill, resigns from lifetime seat in Chilean Senate he established for himself when his 17-year dictatorship ended in 1990; photo (S)","Gen. Augusto Pinochet, 86 and increasingly ill, has resigned from the lifetime seat in the Senate that he established for himself when his 17-year dictatorship ended in 1990. His action came just days after the Supreme Court ruled that he was suffering from a state of dementia so severe that he is unable to stand trial for human rights abuses that occurred while he was in power. During the long legal battle that preceded the ruling General Pinochet's opponents argued that if he was incapable of facing a trial he was also unfit to hold public office. Larry Rohter (NYT)","[{'name': 'glocations', 'value': 'Chile', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'PINOCHET, AUGUSTO', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Suspensions, Dismissals and Resignations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Legislatures and Parliaments', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom and Human Rights', 'rank': 6, 'major': 'N'}]"
13,dementia,2002,The New York Times,World Briefing | Europe: Austria: Doctor's Medal To Be Revoked,World Briefing | Europe: Austria: Doctor's Medal To Be Revoked,"Austria to strip Dr Heinrich Gross, 86, who worked at Vienna clinic where nearly 800 mentally and physically handicapped children were experimented upon and put to death during Nazi era, of state medal given to him years after war; he made career ...","A doctor who worked at a Vienna clinic where nearly 800 mentally and physically handicapped children were experimented upon and put to death during the Nazi period will be stripped of a state medal given to him years after the war, the government announced. Heinrich Gross, 86, made a postwar career as a neurologist, for which he was given the award, using the brains of the dead children. It was only in 1997, after journalists described the source of his medical library, that Dr. Gross was charged with multiple infanticide. Last year he was declared unfit to stand trial because of dementia.","[{'name': 'glocations', 'value': 'Vienna (Austria)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Austria', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'GROSS, HEINRICH', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Retardation', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Awards, Decorations and Honors', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Nazi Policies Toward Jews and Minorities', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Handicapped', 'rank': 9, 'major': 'N'}]"
14,dementia,2002,The New York Times,Metro Briefing | New Jersey: Newark: Two Plead Not Guilty To Corruption,Metro Briefing | New Jersey: Newark: Two Plead Not Guilty To Corruption,"Former Asbury Park, NJ, council member James Condos and developer Philip Konvitz plead not guilty to corruption charges; they are accused in bribery and extortion scheme involving former city manager Terrance D Weldon, who pleaded guilty to charge...","A former Asbury Park council member and a developer pleaded not guilty yesterday to corruption charges involving development in that city, an impoverished seaside community. The council member, James Condos, 47, and the developer, Philip Konvitz, 92, have been accused of a bribery and extortion scheme involving a former city manager, Terrance D. Weldon, who pleaded guilty last month to charges of extorting cash from developers. Prosecutors said they had recorded hundreds of conversations involving the defendants. A lawyer for Mr. Konvitz says his client suffers from dementia and Alzheimer's disease and is incompetent to stand trial. Prosecutors say they will hire and expert to decide whether he is fit for trial. Andrew Jacobs (NYT)","[{'name': 'glocations', 'value': 'Asbury Park (NJ)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Condos, James', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Weldon, Terrance D', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'KONVITZ, PHILIP', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'City Councils', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Extortion and Blackmail', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Bribery', 'rank': 8, 'major': 'N'}]"
15,dementia,2002,The New York Times,Temporary Sanity,SOAPBOX; Temporary Sanity,"Lisa Suhay essay on going through six weeks of racking head pain and dementia from low-grade encephalitis and being forced to realize that she must slow down and view her hectic, non-stop life from a different perspective; drawing (M)",LIFE'S too short. Heard that chestnut lately?,"[{'name': 'subject', 'value': 'Encephalitis', 'rank': 1, 'major': 'N'}]"
16,dementia,2002,The New York Times,Getting Dad Off the Road,SOAPBOX; Getting Dad Off the Road,"Josh Max essay on problems he, his mother and siblings are trying to deal with in persuading his 77-year-old father, who has mild dementia and has had numerous crashes in recent years, to stop driving; drawing (M)","WE all knew the next car crash was coming, and could only hope my father wouldn't injure someone's daughter, son, parent or friend when it happened. Short of handcuffing my 77-year-old father to a bedpost, there seemed no way to discourage him from getting behind the wheel of his increasingly battered, smashed and scraped Nissan. He had had at least five crashes in recent years, all involving his inability to stay awake or otherwise focus his attention on the busy highway beyond the driveway of my parents' house in northern Westchester. Miraculously, he had never been hurt save for a black eye and the occasional sore rib.","[{'name': 'subject', 'value': 'Accidents and Safety', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Roads and Traffic', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 3, 'major': 'N'}]"
27,dementia,2002,The New York Times,"'Set 'Em Up, Joe...'","'Set 'Em Up, Joe...'","Article on elegant international apparel worn by singers Curtis Stigers, K D Lang, John Pizzarelli, Peter Cincotti, Ryan Dehues and Jimmy Scott; photos (special section, Men's Fashions of The Times) (part 2 of 2-part section) (M)","I dearly love my Collectors' Choice Music catalog and its assorted arcana: Ferlin Husky and his comic alter ego; the 13th Floor Elevators, featuring ''the jagged dementia of Roky Erickson.'' Best are CD's of the greatest lizards to ever hit a lounge: Frank, Dean, Sammy, Jack Jones, Johnny Mathis, Vic Damone, the coolest crooners who ever swung a mike. Whatever's nasty, ignoble or nugatory in this world, the crooner's mix of soothing vocals and reassuring trivialities are bound to put things right. When you think about it, nice and easy does it every time.","[{'name': 'persons', 'value': 'Pizzarelli, John', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Cincotti, Peter', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Stigers, Curtis', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'SCOTT, JIMMY', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Lang, K D', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'DeHues, Ryan', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'SPECIAL SECTIONS', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'APPAREL', 'rank': 10, 'major': 'N'}]"
28,dementia,2002,The New York Times,The Case for Drinking (All Together Now: In Moderation!),The Case for Drinking (All Together Now: In Moderation!),"Article on controversy, which is abating, over health benefits of moderate drinking; many experts are convinced that drink or two a day of wine, beer or liquor could prevent heart attack, strokes and dementia in some adults; question remains wheth...","Many drugs can save your life or kill you, depending on how much of them you take. Only one comes on the rocks with a twist, in a chilled mug with a foamy head, or in a goblet with lingering overtones of raspberry and oak.","[{'name': 'organizations', 'value': 'AMERICAN HEART ASSN', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Wines', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Beer', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Stroke', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Alcoholic Beverages', 'rank': 7, 'major': 'N'}]"
40,dementia,2002,The New York Times,Maternal Woe,THE WAY WE LIVE NOW: 2-03-02: THE ETHICIST; Maternal Woe,"Randy Cohen column answers three questions on ethics: what to tell one's mother about her fast-failing memory if she has vowed to commit suicide before entering a nursing home, whether one should allow merchants to give little gift's to one's chil...","My 82-year-old mother vows to commit suicide rather than ever go into a nursing home. She is happy, enthusiastic and pain-free. She is also rapidly losing her memory. While she is aware this is happening, she is not aware to what extent. Do I tell her the truth now, while she could still act on it, or let her slip into dementia and nursing-home care? Claudia Lewis, Berkeley, Calif.","[{'name': 'subject', 'value': 'Death and Dying', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Youth', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Gifts', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Suicides and Suicide Attempts', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'RETAIL STORES AND TRADE', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 7, 'major': 'N'}]"
52,dementia,2002,The New York Times,Word for Word / All Together Now; Tone-Deaf Corporations In Search of the Perfect Pitch,Word for Word / All Together Now; Tone-Deaf Corporations In Search of the Perfect Pitch,"Word for Word column by Harry Shearer offers lyrics from 'industrial music,' commissioned by corporations to impress clients and inspire employees; photo (M)","IT'S at least arguable that America's only true indigenous art form is industrial music, the anthems and mini-musical productions that corporations commission to impress clients and bludgeon sales forces into action. After all, people in other countries have mastered jazz, rap and gospel. Nobody on another continent has yet achieved the delicate balance of peppiness, boosterism and dementia that industrial music demands.","[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Corporations', 'rank': 2, 'major': 'N'}]"
0,dementia,2003,The New York Times,"From Dried Bat Skin, a Toxic Clue","VITAL SIGNS: CAUSES AND EFFECTS; From Dried Bat Skin, a Toxic Clue",Drs Paul Alan Cox and Sandra Anne Banack of California State University (Fullerton) and neurologist Dr Oliver Sacks publish findings in journal Neurology that link historically high incidence of Amyotrophic Lateral Sclerosis-Parkinsonian Dementia ...,"Clues to the cause of disease are sometimes found in odd places, but rarely as odd as in the dried skin of a 50-year-old museum specimen of a flying fox from Guam.","[{'name': 'glocations', 'value': 'Guam', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'California State University', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'NEUROLOGY', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Cox, Paul', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'BANACK, SANDRA ANNE', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Sacks, Oliver', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Amyotrophic Lateral Sclerosis', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'PARKINSONIAN DEMENTIA COMPLEX', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'CHAMORRO (TRIBE)', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Bats', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Food Contamination and Poisoning', 'rank': 12, 'major': 'N'}]"
1,dementia,2003,The New York Times,Hormone Use Found to Raise Dementia Risk,Hormone Use Found to Raise Dementia Risk,Large study reported in AMA Journal finds that hormone treatment doubles risk of Alzheimer's disease and other forms of dementia in women who began treatment at age 65 or older; latest bad news about hormone therapy comes from four-year experiment...,"Hormone therapy doubled the risk of Alzheimer's disease and other types of dementia in women who began the treatment at age 65 or older, a large study has found.","[{'name': 'organizations', 'value': 'AMERICAN MEDICAL ASSN', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Wyeth', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'SHUMAKER, SALLY A', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Containers and Packaging', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': ""Women's Health Initiative"", 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Labeling and Labels', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Menopause', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Hormones', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'Estrogen', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'PROGESTIN', 'rank': 17, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 18, 'major': 'N'}]"
2,dementia,2003,The New York Times,Racial Differences Are Found in Use of Feeding Tubes,Racial Differences Are Found in Use of Feeding Tubes,"Big new study finds senile nursing home residents are more likely to be put on feeding tubes instead of being hand fed if they are black or Asian and live in big urban nursing home run for profit; study, which appears in American Medical Associati...","Senile residents of nursing homes are more likely to be put on feeding tubes instead of being hand fed if they are black or Asian and live in a big urban nursing home run for profit, a new study finds.","[{'name': 'organizations', 'value': 'Journal of the American Medical Assn', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Mitchell, Susan L', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Urban Areas', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Asian-Americans', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 11, 'major': 'N'}]"
3,dementia,2003,The New York Times,Relief From an Herbal Compound,VITAL SIGNS: REMEDIES; Relief From an Herbal Compound,Beijing University and Academy of Traditional Chinese Medicine present findings at American Heart Association conference that shows herbal compound gastrodine may relieve mild dementia in stroke victims; neurology Professor Dr Edgar J Kenton III o...,"A Chinese herbal compound, gastrodine, used for centuries to treat dizziness and headaches, may help alleviate mild dementia in stroke victims, data from a preliminary study suggest.","[{'name': 'glocations', 'value': 'China', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'ACADEMY OF TRADITIONAL CHINESE MEDICINE', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'AMERICAN HEART ASSN', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Beijing University', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Thomas Jefferson University', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'KENTON, EDGAR J III', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Dietary Supplements and Herbal Remedies', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Alternative and Complementary Medicine', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Stroke', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'GASTRODINE', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 14, 'major': 'N'}]"
4,dementia,2003,The New York Times,Corrections,Corrections,Correction of brief article Aug 12 on possibilityof connection between bats and form of dementia regarding affiliation of researcher cited in article,"A brief article in Science Times on Tuesday about the possibility of a connection between bats and a form of dementia misstated the affiliation of a researcher, Dr. Paul A. Cox. He is director of the National Tropical Botanical Garden in Hawaii. (His co-author, Dr. Sandra Anne Banack, is at California State University, Fullerton.)","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Bats', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Correction Stories', 'rank': 5, 'major': 'N'}]"
