,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
1,Alzheimer,2001,The New York Times,Hints of an Alzheimer's Aid In Anti-Inflammatory Drugs,Hints of an Alzheimer's Aid In Anti-Inflammatory Drugs,"Dutch study finds that middle-aged and elderly people taking anti-inflammatory drugs, such as ibuprofen or naproxen, for at least two years are apparently protected from Alzheimer's disease; group's likelihood of getting Alzheimer's was one-sixth ...","Middle-age and elderly people who took anti-inflammatory drugs like ibuprofen or naproxen for at least two years were apparently protected from Alzheimer's disease, according to a new study by scientists in the Netherlands. Their likelihood of getting Alzheimer's dementia was one-sixth that of people who did not take the drugs.","[{'name': 'glocations', 'value': 'Netherlands', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ARTHRITIS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'NAPROXEN (DRUG)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Ibuprofen (Drug)', 'rank': 7, 'major': 'N'}]"
7,Alzheimer,2001,The New York Times,"DIAGNOSIS; Forgetful, Fearing Alzheimer's and Hoping for a Cure","DIAGNOSIS; Forgetful, Fearing Alzheimer's and Hoping for a Cure","Alzheimer's disease is most common form of dementia and afflicts as many as four million Americans, most of them age 75 or older; researchers and clinicians say early diagnosis can make it easier for patients and their families to deal with the di...",KEN clutches hope in his hand as the doctor's questions start. It is a wrinkled newspaper article about an Alzheimer's vaccine. He pulls it from his wallet with a look of anticipation flashing briefly on his face -- before he forgets to ask the doctor about it.,"[{'name': 'organizations', 'value': 'Mayo Clinic', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Cutter, John A', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Surveys and Series', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 5, 'major': 'N'}]"
9,Alzheimer,2001,The New York Times,Some Rhythmic Clues to Alzheimer's,VITAL SIGNS: DIAGNOSIS; Some Rhythmic Clues to Alzheimer's,Researchers find that it may be easier to make a diagnois of Alzheimer's disease by studying circadian rhythm of patient (S),"It is not always easy for doctors to know whether a patient is suffering from Alzheimer's disease or some other form of dementia, a problem that can make choosing appropriate treatments more difficult.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biological Clocks', 'rank': 2, 'major': 'N'}]"
41,Alzheimer,2001,The New York Times,The Doctor's World; Reagan Is Facing a Challenging Rehabilitation,The Doctor's World; Reagan Is Facing a Challenging Rehabilitation,Former Pres Ronald Reagan faces particularly challenging rehabilitation from hip replacement surgery because he suffers from Alzheimer's disease; is in stable condition; photo (M),"For any elderly person suffering a broken hip, the surgery to repair it and the postoperative period pose significant dangers. But for Alzheimer's patients like former President Ronald Reagan, their families and their medical teams, the combination of dementia, the healing of broken bones and the rehabilitation process can present an extraordinary challenge.","[{'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 1, 'major': 'N'}]"
3,Alzheimer,2002,The New York Times,"More Than Death, Fearing a Muddled Mind","More Than Death, Fearing a Muddled Mind","As more people live longer and have greater expectations for their old age complexion of their worries has changed, with many saying what they fear more than death or dread diseases is losing their minds; dementia, particularly Alzheimer's disease...",It happens when she forgets. It could be a phone number. It could be an appointment. She might be about to introduce someone -- someone she knows very well -- and the name will totally elude her: ''And this is . . . uh . . . uh. . . .'',"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 2, 'major': 'N'}]"
122,Alzheimer,2002,The New York Times,Main Street as Memory Lane,Main Street as Memory Lane,Caregivers are increasingly turning to architects and environmental psychologists to ease symptoms of Alzheimer's disease and other forms of dementia; senior care centers are relying on settings laden with nostalgic cues to help residents with sho...,"AT first, the tall, wiry man was agitated, pacing back and forth. He insisted he wanted to go home, back to where he had lived for 43 years and raised three children. The Village, a new health-care facility for people with disabling memory loss, seemed to make the 75-year-old man, who arrived on Nov. 15, uneasy and unhappy.","[{'name': 'organizations', 'value': 'Village', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement Communities and Assisted Living', 'rank': 4, 'major': 'N'}]"
137,Alzheimer,2002,The New York Times,"Paid Notice: Deaths  SCHATMAN, BENJAMIN H., M.D.","Paid Notice: Deaths  SCHATMAN, BENJAMIN H., M.D.",,"SCHATMAN-Benjamin H., M.D. On Jan. 31, 2002 of Palm Beach Gardens, FL. Formerly of Short Hills, NJ. Died of complications of Pics Dementia. Beloved husband of Beth, loving father of Jill and (Bill) Manny, Michael and (Roz) Schatman, Karen & (Fred) Benton, adored grandfather of Peter Manny, Hannah Benton and Joshua Schatman. Dr. Schatman was formerly Chief of Colon and Rectal Surgery at St. Barnabas Medical Center in Livingston, NJ. Funeral services will be held at Menorah Chapels, 2950 Vauxhall Rd, Millburn, NJ, Sunday, Feb. 3 at 1 PM. Contributions can be made to Alzheimer's Alliance at Alpert Jewish Family and Childrens Services, 4605 Community Drive, West Palm Beach, Florida, or the Hospice of Palm Beach.","[{'name': 'persons', 'value': 'SCHATMAN, BENJAMIN H., M.D.', 'rank': 1, 'major': 'N'}]"
195,Alzheimer,2002,The New York Times,Metro Briefing | New Jersey: Newark: Two Plead Not Guilty To Corruption,Metro Briefing | New Jersey: Newark: Two Plead Not Guilty To Corruption,"Former Asbury Park, NJ, council member James Condos and developer Philip Konvitz plead not guilty to corruption charges; they are accused in bribery and extortion scheme involving former city manager Terrance D Weldon, who pleaded guilty to charge...","A former Asbury Park council member and a developer pleaded not guilty yesterday to corruption charges involving development in that city, an impoverished seaside community. The council member, James Condos, 47, and the developer, Philip Konvitz, 92, have been accused of a bribery and extortion scheme involving a former city manager, Terrance D. Weldon, who pleaded guilty last month to charges of extorting cash from developers. Prosecutors said they had recorded hundreds of conversations involving the defendants. A lawyer for Mr. Konvitz says his client suffers from dementia and Alzheimer's disease and is incompetent to stand trial. Prosecutors say they will hire and expert to decide whether he is fit for trial. Andrew Jacobs (NYT)","[{'name': 'glocations', 'value': 'Asbury Park (NJ)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Condos, James', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Weldon, Terrance D', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'KONVITZ, PHILIP', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'City Councils', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Extortion and Blackmail', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Bribery', 'rank': 8, 'major': 'N'}]"
5,Alzheimer,2003,The New York Times,Exercise and Setting Ease Alzheimer's Effects,Exercise and Setting Ease Alzheimer's Effects,"Linda Teri, University of Washington psychosocial and community health professor, publishes findings in Journal of American Medical Assn that show Alzheimer's patients who are given regular exercise routine and encouraged to participate daily have...","For many, a diagnosis of Alzheimer's disease can mean life in a dreary nursing home and a treatment centered on powerful antipsychotics to combat the onset of memory loss, dementia and other signs of a mind that is slowly unraveling.","[{'name': 'organizations', 'value': 'University of Washington', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'GERONTOLOGIST, THE', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Journal of the American Medical Assn', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'TERI, LINDA', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'ZEISEL, JOHN', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'LIFE STYLES', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Exercise', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 10, 'major': 'N'}]"
10,Alzheimer,2003,The New York Times,Checkmating Alzheimer's,Checkmating Alzheimer's,Editorial on study that found participation in mentally demanding leisure activities late in life seems to provide protection against Alzheimer's disease and other forms of dementia,"Can regular games of bridge or chess or playing a musical instrument ward off the onset of Alzheimer's disease and other forms of dementia? That is the provocative implication of a study published in the prestigious New England Journal of Medicine last week. If the findings hold up in more rigorous follow-up inquiries, the day may yet come when doctors will routinely recommend regular mental activity to ward off dementia just as they recommend regular physical exercise to ward off obesity and heart disease.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Editorials', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}]"
23,Alzheimer,2003,The New York Times,Hormone Use Found to Raise Dementia Risk,Hormone Use Found to Raise Dementia Risk,Large study reported in AMA Journal finds that hormone treatment doubles risk of Alzheimer's disease and other forms of dementia in women who began treatment at age 65 or older; latest bad news about hormone therapy comes from four-year experiment...,"Hormone therapy doubled the risk of Alzheimer's disease and other types of dementia in women who began the treatment at age 65 or older, a large study has found.","[{'name': 'organizations', 'value': 'AMERICAN MEDICAL ASSN', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Wyeth', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'SHUMAKER, SALLY A', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Containers and Packaging', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': ""Women's Health Initiative"", 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Labeling and Labels', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Menopause', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Hormones', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'Estrogen', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'PROGESTIN', 'rank': 17, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 18, 'major': 'N'}]"
138,Alzheimer,2003,The New York Times,GUILTY PLEA IN ASBURY PARK,BRIEFS: GOVERNMENT; GUILTY PLEA IN ASBURY PARK,"Former councilman James Condos pleads guilty to federal mail fraud charges in connection with extensive bribery and corruption investigation in Asbury Park and Ocean Township, NJ; says he accepted $25,000 liquor license and nearly $15,000 in cash ...","James Condos, a former Asbury Park councilman, pleaded guilty last Monday to two federal counts of mail fraud in connection with an extensive bribery and corruption investigation in Asbury Park and Ocean Township. Mr. Condos said he had accepted a $25,000 liquor license and nearly $15,000 in cash from a developer in exchange for voting the way the developer wanted on several issues. Sentencing was set for Oct. 31. Two other men have pleaded guilty in the investigation, and yet two others are awaiting trial. The developer, Philip Konvitz, 93, has been judged unfit for trial because of Alzheimer's disease and dementia. Karen DeMasters","[{'name': 'glocations', 'value': 'Asbury Park (NJ)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'OCEAN TOWNSHIP (NJ)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Condos, James', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'KONVITZ, PHILIP', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MAIL FRAUDS', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Bribery', 'rank': 7, 'major': 'N'}]"
1,Alzheimer,2004,The New York Times,Alzheimer's Steals More Than Memory,Alzheimer's Steals More Than Memory,"More than four million Americans have Alzheimer's disease and experts expect number to increase as population ages; Dr Constantine Lyketsos, Johns Hopkins University psychiatrist and Alzheimer's expert who recently testified before Senate hearing ...","It happened without warning, early one day last summer as they prepared to go out. Gloria Rapport's husband raised his arm to her, fist poised.","[{'name': 'organizations', 'value': 'Johns Hopkins University', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'LYKETSOS, CONSTANTINE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'VIOLENCE', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 10, 'major': 'N'}]"
7,Alzheimer,2004,The New York Times,Change Urged for Nursing-Home Voters,Change Urged for Nursing-Home Voters,Panel of experts in law and medicine recommends that election officials supervise voting in nursing homes and other long-term-care facilities and give brief mental tests to residents with dementia to determine competence to vote; also call for vot...,"Election officials should supervise voting in nursing homes and other long-term-care facilities and give brief mental tests to residents with dementia to determine whether they are competent to vote, a panel of experts in law and medicine is recommending.","[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'AMA JOURNAL', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'KARLAWISH, JASON H', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Voting Requirements and Voters', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Absentee Voting', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2004', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'VOTING REQUIREMENTS', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 17, 'major': 'N'}]"
20,Alzheimer,2004,The New York Times,Dealing With Dementia,Dealing With Dementia,Felicia Ackerman letter on Nov 2 article about psychiatric changes in Alzheimer's patients suggest it is unethical to medicate patient to please caregiver (S),To the Editor:,"[{'name': 'persons', 'value': 'ACKERMAN, FELICIA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 5, 'major': 'N'}]"
32,Alzheimer,2004,The New York Times,Reagan and Alzheimer's,Reagan and Alzheimer's,Dr Bruce Leff letter on June 15 article about former President Ronald Reagan and Alzheimer's disease holds that he showed signs of dementia while in office (S),To the Editor:,"[{'name': 'persons', 'value': 'LEFF, BRUCE', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Presidents and Presidency (US)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 6, 'major': 'N'}]"
139,Alzheimer,2005,The New York Times,"Paid Notice: Deaths   SILBERSTEIN, WILLIAM","Paid Notice: Deaths   SILBERSTEIN, WILLIAM","SILBERSTEIN--William. The William and Sylvia Silberstein Institute for Aging and Dementia of the New York University School of Medicine mourns the loss of its founder, friend and major benefactor, Mr. William Silberstein. Mr. Silberstein was a hum...","SILBERSTEIN--William. The William and Sylvia Silberstein Institute for Aging and Dementia of the New York University School of Medicine mourns the loss of its founder, friend and major benefactor, Mr. William Silberstein. Mr. Silberstein was a humanitarian who contributed to the alleviation of the burden of persons with Alzheimer's disease and their caregivers. He contributed with his personal time, his wisdom and his considerable organizational skills, as well as his resources. As a result of his contributions, there are today improved treatments for and an increased knowledge of this prevalent and devastating condition. Because of his vision, his legacy will include continued progress in the treatment and prevention of brain aging related conditions.","[{'name': 'persons', 'value': 'SILBERSTEIN, WILLIAM', 'rank': 1, 'major': 'N'}]"
