abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name,query_consulta
Elan’s shares soared Thursday after Johnson & Johnson said it would pay $1 billion to the Irish drug maker to gain access to Alzheimer’s disease treatments.,https://dealbook.nytimes.com/2009/07/02/jj-takes-1-billion-elan-stake/,Elan’s shares soared Thursday after Johnson & Johnson said it would pay $1 billion to the Irish drug maker to gain access to Alzheimer’s disease treatments.,"Elan‘s shares soared Thursday after Johnson & Johnson, the American health care giant, said it would pay $1 billion to the Irish drug maker to gain access to Alzheimer’s disease treatments.",,,The New York Times,[],[],2009-07-02T14:07:15+0000,article,Business,Business Day,News,nyt://article/306e27ae-1016-528f-a819-5dcbb129aad9,193,nyt://article/306e27ae-1016-528f-a819-5dcbb129aad9,Johnson & Johnson to Take Stake in Elan,DealBook,,,,,,By Dealbook,"[{'firstname': 'Dealbook', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
Elan's shares soared Thursday after Johnson &#038; Johnson said it would pay $1 billion to the Irish drug maker to gain access to Alzheimer's disease treatments.,https://dealbook.blogs.nytimes.com/2009/07/02/blogs/02dealbook-jj-takes83323.html,Elan's shares soared Thursday after Johnson &#038; Johnson said it would pay $1 billion to the Irish drug maker to gain access to Alzheimer's disease treatments.,"Elan's shares soared Thursday after Johnson &#38; Johnson, the American health care giant, said it would pay $1 billion to the Irish drug maker to gain access to Alzheimer's disease treatments.",,,The New York Times,[],[],2009-07-02T14:07:15+0000,article,None,Blogs,Web Log,nyt://article/050574a8-0824-5fbd-8c2d-b91bb5d1ca64,197,nyt://article/050574a8-0824-5fbd-8c2d-b91bb5d1ca64,Johnson & Johnson to Take Stake in Elan,DealBook,,Johnson &amp; Johnson to Take Stake in Elan,,,,By DEALBOOK,"[{'firstname': 'Dealbook', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"With a family history of Alzheimer’s disease, even minor memory lapses can be terrifying.",https://newoldage.blogs.nytimes.com/2009/03/17/knowing-about-forgetting/,"With a family history of Alzheimer’s disease, even minor memory lapses can be terrifying.","This morning I couldn’t remember the street number of my house. My own house! Don’t panic, I thought, don’t struggle to remember it. Just go on with other things, and it’ll float to the surface. But it didn’t, so I opened the front door and read the street numbers aloud, trying to fix them in my brain.",,,The New York Times,[],[],2009-03-17T11:00:35+0000,article,Science,Health,News,nyt://article/fa40f0ff-1851-575b-ba72-ae041fd14914,812,nyt://article/fa40f0ff-1851-575b-ba72-ae041fd14914,Knowing About Forgetting,The New Old Age,,,,,,By Sara Davidson,"[{'firstname': 'Sara', 'middlename': None, 'lastname': 'Davidson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
A 21-year study finds that moderate coffee drinkers are much less likely to develop Alzheimer’s disease and other forms of dementia.,https://www.nytimes.com/2009/01/24/health/research/24coffee.html,A 21-year study finds that moderate coffee drinkers are much less likely to develop Alzheimer’s disease and other forms of dementia.,"Drinking coffee may do more than just keep you awake. A new study suggests an intriguing potential link to mental health later in life, as well. ",,,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coffee', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]",2009-01-23T22:06:02+0000,article,Science,Health,News,nyt://article/89356c22-fbee-5234-889c-729d66bbc37d,393,nyt://article/89356c22-fbee-5234-889c-729d66bbc37d,Coffee Linked to Lower Dementia Risk,,,Coffee Linked to Lower Dementia Risk,,,,By Nicholas Bakalar,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Bakalar', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Research,Alzheimer
Readers share their tales of coping with Alzheimer's disease in their families.,https://happydays.blogs.nytimes.com/2009/07/09/blogs/09happydays-forgetti1421.html,Readers share their tales of coping with Alzheimer's disease in their families.,"Many readers who commented on Elizabeth Kadetsky's post, ""Living in the Moment,"" described their experiences of watching and caring for loved ones suffering from Alzheimer's Disease and dementia. Excerpts from some are below.",,,The New York Times,"[{'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/22/opinion/happy75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/05/22/opinion/happy75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",[],2009-07-09T23:53:47+0000,article,None,Blogs,Web Log,nyt://article/49dc12c2-4b38-54af-a4ae-bc374d6f9be6,1065,nyt://article/49dc12c2-4b38-54af-a4ae-bc374d6f9be6,Forgetting Past and Future,Happy Days,,Forgetting Past and Future,,,,By THE EDITORS,[],THE EDITORS,,Alzheimer
"Having played roles in the fictional lives of Alvy Singer and the Corleone clan, Diane Keaton, below, is about to shine a spotlight on her own family. Ms. Keaton, of “Annie Hall” and “The Godfather” fame, will write a memoir for Random House about herself and her mother’s 15-year battle with Alzheimer’s disease, the publisher said in a news release. Ms. Keaton’s mother, Dorothy Keaton Hall, kept some 90 notebooks during her life, chronicling the upbringing of her children and her frustrating marriage. Ms. Keaton read those journals back to her mother during her final years, and began writing her memoir soon after her mother’s death in 2008. The book, as yet untitled, is planned for publication in 2012. Financial terms of the deal were not announced. ",https://www.nytimes.com/2009/02/11/arts/11arts-007.html,,"Having played roles in the fictional lives of Alvy Singer and the Corleone clan, Diane Keaton, below, is about to shine a spotlight on her own family. Ms. Keaton, of “Annie Hall” and “The Godfather” fame, will write a memoir for Random House about herself and her mother’s 15-year battle with Alzheimer’s disease, the publisher said in a news release. Ms. Keaton’s mother, Dorothy Keaton Hall, kept some 90 notebooks during her life, chronicling the upbringing of her children and her frustrating marriage. Ms. Keaton read those journals back to her mother during her final years, and began writing her memoir soon after her mother’s death in 2008. The book, as yet untitled, is planned for publication in 2012. Financial terms of the deal were not announced. ",C,2,The New York Times,[],"[{'name': 'persons', 'value': 'Keaton, Diane', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Random House', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2009-02-11T00:03:41+0000,article,Culture,Arts,News,nyt://article/5799ba43-b293-5514-974f-71b35435a99d,128,nyt://article/5799ba43-b293-5514-974f-71b35435a99d,Diane Keaton to Write Memoir,"Arts, Briefly",,Diane Keaton To Write Memoir,,,,By Dave Itzkoff,"[{'firstname': 'Dave', 'middlename': None, 'lastname': 'Itzkoff', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
Readers share their tales of coping with Alzheimer’s disease in their families.,https://opinionator.blogs.nytimes.com/2009/07/09/forgetting-past-and-future/,Readers share their tales of coping with Alzheimer’s disease in their families.,"Many readers who commented on Elizabeth Kadetsky’s post, “Living in the Moment,” described their experiences of watching and caring for loved ones suffering from Alzheimer’s Disease and dementia. Excerpts from some are below.",,,The New York Times,[],[],2009-07-09T23:53:47+0000,article,OpEd,Opinion,News,nyt://article/b5c5767d-338c-5e7a-b58c-66aca3c46334,1047,nyt://article/b5c5767d-338c-5e7a-b58c-66aca3c46334,Forgetting Past and Future,Opinionator,,,,,,By The Editors,[],The Editors,,Alzheimer
The actress will write a memoir for Random House about her mother’s 15-year battle with Alzheimer’s disease,https://artsbeat.blogs.nytimes.com/2009/02/10/blogs/10artsbeat-diane-ke1885.html,The actress will write a memoir for Random House about her mother’s 15-year battle with Alzheimer’s disease," Having famously played roles in the lives of Alvy Singer and the Corleone clan, Diane Keaton is about to shine a spotlight on her own family. The actress, of ""Annie Hall"" and ""The Godfather"" fame, will write a memoir for Random House about her mother's 15-year battle with Alzheimer's disease, the publisher said in a news release. Ms. Keaton's mother, Dorothy Keaton Hall, kept some 90 notebooks during her life, chronicling the upbringing of her children and her frustrating marriage; Ms. Keaton read those journals back to her mother during her final years, and began writing her memoir soon after her mother's death from Alzheimer's in 2008. The book, as yet untitled, is planned for publication in 2012. Financial terms of the deal were not announced.  VIDEO: A.O. Scott reviews ""Annie Hall"" in this Critics' Picks segment. ",,,The New York Times,[],[],2009-02-10T17:28:48+0000,article,None,Blogs,Web Log,nyt://article/b65a23b6-22a5-57c9-a957-f5531fefe0a4,137,nyt://article/b65a23b6-22a5-57c9-a957-f5531fefe0a4,Diane Keaton to Write Memoir About Her Mother,ArtsBeat,,Diane Keaton to Write Memoir About Her Mother,,,,By DAVE ITZKOFF,"[{'firstname': 'Dave', 'middlename': None, 'lastname': 'ITZKOFF', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Mr. O’Connor was a lawyer whose struggle with Alzheimer’s disease was a large factor in the decision by his wife, former Justice Sandra Day O’Connor, to retire.",https://www.nytimes.com/2009/11/12/us/12oconnor.html,"Mr. O’Connor was a lawyer whose struggle with Alzheimer’s disease was a large factor in the decision by his wife, former Justice Sandra Day O’Connor, to retire.","John J. O’Connor III, a lawyer whose struggle with Alzheimer’s disease was a large factor in the decision by his wife, former Justice Sandra Day O’Connor, to retire from the United States Supreme Court, died Wednesday in Phoenix. He was 79.",B,19,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/11/11/us/12oconnor_inline/popup.jpg', 'height': 397, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/11/11/us/12oconnor_inline/articleInline.jpg', 'height': 116, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/11/11/us/12oconnor_inline/sfSpan.jpg', 'height': 238, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/11/11/us/12oconnor_inline/thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/11/11/us/12oconnor_inline/thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': ""O'Connor, John J"", 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': ""O'Connor, Sandra Day"", 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 4, 'major': 'N'}]",2009-11-12T01:02:49+0000,article,National,U.S.,Obituary (Obit),nyt://article/a2b51070-7883-5887-99ee-bb70aa8dc3b6,451,nyt://article/a2b51070-7883-5887-99ee-bb70aa8dc3b6,"John J. O’Connor III, Husband of Former Justice, Is Dead at 79",,,"John J. O’Connor III, 79, Husband of Ex-Justice",,,,By Dennis Hevesi,"[{'firstname': 'Dennis', 'middlename': None, 'lastname': 'Hevesi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Trial begins this week for Anthony Marshall, Brooke Astor’s son, who is accused of taking advantage of his mother’s deteriorating mental state for financial gain.",https://www.nytimes.com/2009/03/30/nyregion/30astor.html,"Trial begins this week for Anthony Marshall, Brooke Astor’s son, who is accused of taking advantage of his mother’s deteriorating mental state for financial gain.","With Brooke Astor’s son scheduled to go on trial this week on charges that he took advantage of his ailing mother to gain access to her fortune, who would better serve as the focus of attention than Mrs. Astor, the unforgettable matriarch of New York society and philanthropy, herself?",A,23,The New York Times,[],"[{'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Marshall, Anthony D', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Forgery', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Suits and Litigation', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Astor, Brooke', 'rank': 6, 'major': 'N'}]",2009-03-30T00:30:41+0000,article,Metro,New York,News,nyt://article/261e96e3-3f2a-5317-baf2-34c791c55e6a,1175,nyt://article/261e96e3-3f2a-5317-baf2-34c791c55e6a,Trial Expected to Hinge on Astor’s Competence During Will Revisions,,,Trial Expected to Hinge On Astor’s Competence During Will Revisions,,,,By John Eligon,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Eligon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"A national Amber Alert-type system, called Silver Alert, would give special attention to missing-persons cases involving patients with Alzheimer’s and other forms of dementia.",https://cityroom.blogs.nytimes.com/2009/10/12/is-an-alert-system-needed-for-people-with-dementia/,"A national Amber Alert-type system, called Silver Alert, would give special attention to missing-persons cases involving patients with Alzheimer’s and other forms of dementia.","At least 300 people with Alzheimer’s disease and other forms of dementia wander off within, or to, New York City every year, according to the New York City chapter of the Alzheimer’s Association. ",,,The New York Times,[],[],2009-10-12T21:47:31+0000,article,Metro,New York,,nyt://article/234667f2-fb70-5e59-8b27-06346d7e6a9c,623,nyt://article/234667f2-fb70-5e59-8b27-06346d7e6a9c,Is an Alert System Needed for People With Dementia?,City Room,,,,,,By Jennifer 8. Lee,"[{'firstname': 'Jennifer', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"A national Amber Alert-type system, called Silver Alert, would give special attention to missing-persons cases involving patients with Alzheimer's and other forms of dementia.",https://cityroom.blogs.nytimes.com/2009/10/12/blogs/12cityroom-is-an-al91239.html,"A national Amber Alert-type system, called Silver Alert, would give special attention to missing-persons cases involving patients with Alzheimer's and other forms of dementia.","At least 300 people with Alzheimer's disease and other forms of dementia wander off within, or to, New York City every year, according to the New York City chapter of the Alzheimer's Association. ",,,The New York Times,[],[],2009-10-12T21:47:31+0000,article,None,Blogs,Web Log,nyt://article/5eb5dfff-be88-5061-b893-c1784422e597,621,nyt://article/5eb5dfff-be88-5061-b893-c1784422e597,Is an Alert System Needed for People With Dementia?,City Room,,Is an Alert System Needed for People With Dementia?,,,,By JENNIFER 8. LEE,"[{'firstname': 'Jennifer', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
This novel imagines life as faced by a man with Alzheimer’s.,https://www.nytimes.com/2009/02/15/books/review/Halpern-t.html,This novel imagines life as faced by a man with Alzheimer’s.,"No disease is more feared by more people than Alzheimer’s. It tops cancer and heart disease on the anxiety scale, even though both are more prevalent. This may be because Alzheimer’s is primarily a disease of old age, and we are an aging nation. With 10 million baby boomers expected to develop Alz­heimer’s in their lifetimes, with one new case every minute or so, the numbers are wickedly inclusive. But it cuts deeper. We all have an inkling of what it might be like to have this disease because we know what it’s like to forget a name or lose a word, and the mind, envisioning its own demise, is quick to parlay those lapses into something bigger: a permanent ellipse where words had been or a string of unremembered faces that eventually come to include the face we see in the mirror. ",BR,9,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/02/15/books/halpern-500.jpg', 'height': 500, 'width': 503, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/02/15/books/halpern-190.jpg', 'height': 189, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/02/15/books/halpern-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/02/15/books/halpern-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}]",2009-02-13T03:46:53+0000,article,BookReview,Books,Review,nyt://article/22126d61-0005-5600-a254-98ad2b00a1c8,985,nyt://article/22126d61-0005-5600-a254-98ad2b00a1c8,Permanent Ellipses,,,Permanent Ellipses,,,,By Sue Halpern,"[{'firstname': 'Sue', 'middlename': None, 'lastname': 'Halpern', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Book Review,Alzheimer
An assignment with Alzheimer's and dementia patients challenged James Estrin's photographic imagination. And his views of himself.,https://lens.blogs.nytimes.com/2009/06/12/blogs/12lens-behind3619.html,An assignment with Alzheimer's and dementia patients challenged James Estrin's photographic imagination. And his views of himself.,How do you photograph what's inside someone's head?,,,The New York Times,[],[],2009-06-12T17:59:30+0000,article,None,Blogs,Web Log,nyt://article/894831b9-0df0-5bc9-a2a5-1503eab8dc60,453,nyt://article/894831b9-0df0-5bc9-a2a5-1503eab8dc60,Behind the Scenes: Capturing Mental Twilight,Lens,,Behind the Scenes: Capturing Mental Twilight,,,,By JAMES ESTRIN,"[{'firstname': 'James', 'middlename': None, 'lastname': 'ESTRIN', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
An assignment with Alzheimer’s and dementia patients challenged James Estrin’s photographic imagination. And his views of himself.,https://lens.blogs.nytimes.com/2009/06/12/behind/,An assignment with Alzheimer’s and dementia patients challenged James Estrin’s photographic imagination. And his views of himself.,How do you photograph what’s inside someone’s head?,,,The New York Times,[],[],2009-06-12T17:59:30+0000,article,,Multimedia/Photos,News,nyt://article/9aa16ea0-dccd-5d19-9237-9db3508df464,454,nyt://article/9aa16ea0-dccd-5d19-9237-9db3508df464,Behind the Scenes: Capturing Mental Twilight,Lens,,,,,,By James Estrin,"[{'firstname': 'James', 'middlename': None, 'lastname': 'Estrin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
From The New Old Age blog: The question at the heart of a fraud trial involving Brooke Astor's estate is whether Alzheimer's disease made her incompetent to make financial decisions.,https://cityroom.blogs.nytimes.com/2009/05/11/blogs/11cityroom-astor-tr34505.html,From The New Old Age blog: The question at the heart of a fraud trial involving Brooke Astor's estate is whether Alzheimer's disease made her incompetent to make financial decisions.,"Before her death, Brooke Astor was losing ground cognitively, a procession of friends testified last week in a Manhattan courtroom. She no longer recognized people she had been close with for decades. She wandered. She was unable to draw a clock face accurately, according to the geriatrician who diagnosed her Alzheimer's disease. But was she competent to make significant changes to her will at age 101? That legal question lies at the heart of the fraud and conspiracy trial of her son, Anthony D. Marshall, 84, and the lawyer Francis X. Morrissey Jr., 66, who are accused of diverting tens of millions of dollars from her estate. Experts say questions of competence are not always simple to answer, even after a dementia diagnosis. ",,,The New York Times,[],[],2009-05-11T19:10:53+0000,article,None,Blogs,Web Log,nyt://article/12ba0487-85c4-5612-ab11-741cf9f06b3e,131,nyt://article/12ba0487-85c4-5612-ab11-741cf9f06b3e,Astor Trial Raises Question of Competence,City Room,,Astor Trial Raises Question of Competence,,,,By PAULA SPAN,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'SPAN', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
From The New Old Age blog: The question at the heart of a fraud trial involving Brooke Astor’s estate is whether Alzheimer’s disease made her incompetent to make financial decisions.,https://cityroom.blogs.nytimes.com/2009/05/11/astor-trial-raises-question-of-competence/,From The New Old Age blog: The question at the heart of a fraud trial involving Brooke Astor’s estate is whether Alzheimer’s disease made her incompetent to make financial decisions.,"Before her death, Brooke Astor was losing ground cognitively, a procession of friends testified last week in a Manhattan courtroom. She no longer recognized people she had been close with for decades. She wandered. She was unable to draw a clock face accurately, according to the geriatrician who diagnosed her Alzheimer’s disease. But was she competent to make significant changes to her will at age 101? That legal question lies at the heart of the fraud and conspiracy trial of her son, Anthony D. Marshall, 84, and the lawyer Francis X. Morrissey Jr., 66, who are accused of diverting tens of millions of dollars from her estate. Experts say questions of competence are not always simple to answer, even after a dementia diagnosis. ",,,The New York Times,[],[],2009-05-11T19:10:53+0000,article,Metro,New York,News,nyt://article/a6c58e67-cd83-516e-96fe-aa2db208faeb,131,nyt://article/a6c58e67-cd83-516e-96fe-aa2db208faeb,Astor Trial Raises Question of Competence,City Room,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Manhattan socialite Brooke Astor's son, Anthony Marshall, is charged with scheming to defraud his mother of millions of dollars. Allegations of financial abuse of the elderly are increasingly common, experts say, and notoriously hard to prove.",https://newoldage.blogs.nytimes.com/2009/05/04/blogs/04newoldage-the-rich721.html,"Manhattan socialite Brooke Astor's son, Anthony Marshall, is charged with scheming to defraud his mother of millions of dollars. Allegations of financial abuse of the elderly are increasingly common, experts say, and notoriously hard to prove.","The name of the alleged victim carries potent overtones: Astor. The objects, the settings, the amounts of money involved are all extraordinary. Most suspected victims of elder abuse don't alternate between sprawling, antique-filled Park Avenue apartments and verdant Westchester County estates. And if an adult child is accused of stealing from a frail parent, the purloined object is unlikely to be a Childe Hassam painting that can promptly be sold for $10 million. ",,,The New York Times,[],[],2009-05-04T14:55:25+0000,article,None,Blogs,Web Log,nyt://article/1ba7a5aa-2579-5f1a-a66c-7c7406716b55,765,nyt://article/1ba7a5aa-2579-5f1a-a66c-7c7406716b55,Rich Aren’t So Different,The New Old Age,,The Rich Aren't So Different,,,,By PAULA SPAN,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'SPAN', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
A Mediterranean-style diet appears to be good for the brain as well as the heart.,https://well.blogs.nytimes.com/2009/02/10/blogs/10well-mediterr885.html,A Mediterranean-style diet appears to be good for the brain as well as the heart.,"Eating a Mediterranean diet appears to lower risk for mental decline, and may help prevent Alzheimer's in people with existing memory problems, new research suggests.  The finding, published today in The Archives of Neurology, tracked the eating habits of 1,393 people with no cognitive problems and 482 patients with mild cognitive impairment, a preliminary state of mental decline that can sometimes signal the onset of Alzheimer's disease or other forms of dementia. The patients were then grouped based on whether they were low, moderate or consistent followers of a Mediterranean diet. People were considered to be strong adherents to a Mediterranean-style diet if they regularly ate large amounts of fish, fruits, vegetables, legumes and monounsaturated fats like olive oil, while at the same time consuming moderate amounts of alcohol and only small quantities of meat and dairy products.  After nearly five years of follow up, about 275 people in the healthy group developed mild cognitive impairment. People who closely adhered to a Mediterranean diet had a 28 percent lower risk of developing mild cognitive impairment, compared to those whose eating habits were the least like a Mediterranean diet. Moderate followers of a Mediterranean diet showed a trend toward a 17 percent lower risk than the lowest-scoring group, although that finding wasn't statistically significant.  A Mediterranean diet also appeared to slow decline in those already diagnosed with mild cognitive impairment. Among the 482 men and women with mild cognitive impairment at the beginning of the study, 106 developed Alzheimer's disease about four years later. But among those who strictly adhered to the Mediterranean diet, risk of Alzheimer's was 48 percent lower, while risk was 45 percent lower among those who ate a moderate version of the diet.  It's not clear from the study how long the participants had been following a Mediterranean eating plan. However, the researchers said that older people tend to be fairly set in their ways and stick to eating patterns that have been established years earlier, so it's likely the habits were established at least in middle age. The average age of study participants was 77.  Because the study was observational and not a controlled clinical trial, the association of better brain aging with the consumption of a Mediterranean diet isn't definitive and could be explained by other factors. However, researchers note that a Mediterranean diet has already been shown to be good for the heart, and there is no risk in improving eating habits in the hope of improving brain health as well.  ""We know it's a healthy diet for other reasons,'' said lead author Dr. Nikolaos Scarmeas, assistant professor of neurology at Columbia University Medical Center. ""It makes sense for people to eat in a healthy way as soon as they can and for the longest they possibly can.'' ",,,The New York Times,[],[],2009-02-10T17:04:13+0000,article,None,Blogs,Web Log,nyt://article/7b4c9a85-8c83-50c7-a343-f315049a6dd3,464,nyt://article/7b4c9a85-8c83-50c7-a343-f315049a6dd3,Is a Mediterranean Diet Good for the Brain?,Well,,Mediterranean Diet May Prevent Mental Decline,,,,By TARA PARKER-POPE,"[{'firstname': 'Tara', 'middlename': None, 'lastname': 'PARKER-POPE', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Manhattan socialite Brooke Astor’s son, Anthony Marshall, is charged with scheming to defraud his mother of millions of dollars. Allegations of financial abuse of the elderly are increasingly common, experts say, and notoriously hard to prove.",https://newoldage.blogs.nytimes.com/2009/05/04/the-rich-arent-so-different/,"Manhattan socialite Brooke Astor’s son, Anthony Marshall, is charged with scheming to defraud his mother of millions of dollars. Allegations of financial abuse of the elderly are increasingly common, experts say, and notoriously hard to prove.","The name of the alleged victim carries potent overtones: Astor. The objects, the settings, the amounts of money involved are all extraordinary. Most suspected victims of elder abuse don’t alternate between sprawling, antique-filled Park Avenue apartments and verdant Westchester County estates. And if an adult child is accused of stealing from a frail parent, the purloined object is unlikely to be a Childe Hassam painting that can promptly be sold for $10 million. ",,,The New York Times,[],[],2009-05-04T14:55:25+0000,article,Science,Health,News,nyt://article/eb07be12-9b08-590d-8b82-d8dac3b134c7,778,nyt://article/eb07be12-9b08-590d-8b82-d8dac3b134c7,The Rich Aren’t So Different,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
A Mediterranean-style diet appears to be good for the brain as well as the heart.,https://well.blogs.nytimes.com/2009/02/10/mediterranean-diet-may-prevent-mental-decline/,A Mediterranean-style diet appears to be good for the brain as well as the heart.,"Eating a Mediterranean diet appears to lower risk for mental decline, and may help prevent Alzheimer’s in people with existing memory problems, new research suggests.",,,The New York Times,[],[],2009-02-10T17:04:13+0000,article,Science,Health,News,nyt://article/b02e9bf2-45ac-5e48-b14f-f71290ad6c9e,458,nyt://article/b02e9bf2-45ac-5e48-b14f-f71290ad6c9e,Mediterranean Diet May Prevent Mental Decline,Well,,,,,,By Tara Parker-Pope,"[{'firstname': 'Tara', 'middlename': None, 'lastname': 'Parker-Pope', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
