abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name,query_consulta
"Anthony Tommasini reviews National Symphony Orchestra's performance of all-American music, under direction of Leonard Slatkin, at Carnegie Hall (S)",https://www.nytimes.com/1997/03/25/arts/classical-music-279927.html,"Anthony Tommasini reviews National Symphony Orchestra's performance of all-American music, under direction of Leonard Slatkin, at Carnegie Hall (S)",An All-American Program,C,15,The New York Times,[],"[{'name': 'organizations', 'value': 'National Symphony Orchestra', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Slatkin, Leonard', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 4, 'major': 'N'}]",1997-03-25T05:00:00+0000,article,Cultural Desk,Arts,Review,nyt://article/0124f724-c3f4-5b2b-b7ab-a7f034c7dee3,272,nyt://article/0124f724-c3f4-5b2b-b7ab-a7f034c7dee3,CLASSICAL MUSIC,In Performance,,CLASSICAL MUSIC,,,,By Anthony Tommasini,"[{'firstname': 'Anthony', 'middlename': None, 'lastname': 'Tommasini', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
Federal Judge Jack B Weinstein rejects latest effort to cancel or at least postpone murder and racketeering trial of suspected Mafia boss Vincent Gigante on grounds that he is mentally unfit to stand trial (S),https://www.nytimes.com/1997/06/04/nyregion/latest-ruling-gigante-is-fit-to-stand-trial.html,Federal Judge Jack B Weinstein rejects latest effort to cancel or at least postpone murder and racketeering trial of suspected Mafia boss Vincent Gigante on grounds that he is mentally unfit to stand trial (S),"A Federal judge yesterday rejected the latest effort to cancel or at least postpone the murder and racketeering trial of Vincent Gigante, the suspected Mafia boss, on grounds that he is mentally unfit to stand trial.",B,3,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Gigante, Vincent', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Weinstein, Jack B', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Crime', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Racketeering and Racketeers', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 7, 'major': 'N'}]",1997-06-04T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/f62f9079-5787-5f90-95b7-d303735be65c,269,nyt://article/f62f9079-5787-5f90-95b7-d303735be65c,Latest Ruling: Gigante Is Fit To Stand Trial,,,Latest Ruling: Gigante Is Fit To Stand Trial,,,,By Joseph P. Fried,"[{'firstname': 'Joseph', 'middlename': 'P.', 'lastname': 'Fried', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Federal Judge Jack B Weinstein upholds murder-conspiracy and racketeering conviction of Vincent Gigante, rejecting renewed defense arguments that man who prosecutors called boss of nation's most powerful Mafia family had been mentally incompetent to stand trial (S)",https://www.nytimes.com/1997/09/25/nyregion/metro-news-briefs-new-york-state-gigante-verdict-upheld-next-issue-is-sentencing.html,"Federal Judge Jack B Weinstein upholds murder-conspiracy and racketeering conviction of Vincent Gigante, rejecting renewed defense arguments that man who prosecutors called boss of nation's most powerful Mafia family had been mentally incompetent ...","A Federal judge yesterday upheld the murder-conspiracy and racketeering conviction of Vincent Gigante, rejecting renewed defense arguments that the man who prosecutors called the boss of the nation's most powerful Mafia family had been mentally incompetent to stand trial.",B,4,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Gigante, Vincent', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Weinstein, Jack B', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Crime', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Racketeering and Racketeers', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 8, 'major': 'N'}]",1997-09-25T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/b27a5971-3332-598c-9187-cd63d12d6d4a,277,nyt://article/b27a5971-3332-598c-9187-cd63d12d6d4a,Gigante Verdict Upheld; Next Issue Is Sentencing,METRO NEWS BRIEFS: NEW YORK STATE,,METRO NEWS BRIEFS: NEW YORK STATE; Gigante Verdict Upheld; Next Issue Is Sentencing,,,,,[],,,dementia
"An independent committee of veterinarians recommended Wednesday an extremely limited but symbolic lifting of the global ban on British beef exports that was imposed 18 months ago amid fears that ""mad cow"" disease could spread to humans..The S",https://www.nytimes.com/1997/09/18//IHT-veterinarians-advice-may-benefit-exports-from-northern-ireland-eu-told.html,"An independent committee of veterinarians recommended Wednesday an extremely limited but symbolic lifting of the global ban on British beef exports that was imposed 18 months ago amid fears that ""mad cow"" disease could spread to humans..The S","An independent committee of veterinarians recommended Wednesday an extremely limited but symbolic lifting of the global ban on British beef exports that was imposed 18 months ago amid fears that ""mad cow"" disease could spread to humans.",,,International Herald Tribune,[],[],1997-09-18T05:00:00+0000,article,IHT News,,,nyt://article/30709e40-fd44-5c54-957c-adb753c79105,2095,nyt://article/30709e40-fd44-5c54-957c-adb753c79105,Veterinarians' Advice May Benefit Exports From Northern Ireland : EU Told to Relax Ban on British Beef,,,Veterinarians' Advice May Benefit Exports From Northern Ireland : EU Told to Relax Ban on British Beef,,,,"By Barry James, International Herald Tribune","[{'firstname': 'Barry', 'middlename': None, 'lastname': 'James', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'International', 'middlename': 'Herald', 'lastname': 'Tribune', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,,dementia
Holly Brubach article on fashion fads that return to afflict new generations; cites platform shoes and bell-bottom pants; drawing (M),https://www.nytimes.com/1997/07/13/magazine/running-a-fever.html,Holly Brubach article on fashion fads that return to afflict new generations; cites platform shoes and bell-bottom pants; drawing (M),"Of this century's many pandemics, at least two have been traced to the perusal of fashion magazines. Platform shoes, which swept Europe and America in the 1940's, and bell-bottom pants, which first appeared in 1965, are believed to be caused by viruses that mutate and periodically come back. No generation, it seems, is exempt, although those who have contracted the diseases and survived (neither is known to be fatal) are evidently immune to subsequent outbreaks. ''Ugh, platform shoes,'' mothers could be heard telling their daughters in the 70's. ''I wore those in the 40's. I never have to wear them again.'' Now many of those who, as young women, succumbed to platforms in the 70's can be heard saying the same.",6,45,The New York Times,[],"[{'name': 'subject', 'value': 'Shoes and Boots', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'APPAREL', 'rank': 2, 'major': 'N'}]",1997-07-13T05:00:00+0000,article,Magazine Desk,Magazine,News,nyt://article/0b34b309-4bf8-5c2d-ba00-a2dd32fd1ae4,374,nyt://article/0b34b309-4bf8-5c2d-ba00-a2dd32fd1ae4,Running a Fever,STYLE,,Running a Fever,,,,By Holly Brubach,"[{'firstname': 'Holly', 'middlename': None, 'lastname': 'Brubach', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
Dozens of devices are developed to find Alzheimer's patients who wander off or to prevent them from wandering; other systems are being devised that harness satellite and Internet technologies; most widely used system for retrieving wanders is Safe Return program of Alzheimer's Assn; drawing (M),https://www.nytimes.com/1997/05/29/garden/technology-helps-find-wanderers.html,Dozens of devices are developed to find Alzheimer's patients who wander off or to prevent them from wandering; other systems are being devised that harness satellite and Internet technologies; most widely used system for retrieving wanders is Safe...,"NIGHT was falling over the mountains around King, N.C., when Greg Pratt, chief of the Stokes County Mountain Rescue Team, learned that an elderly man suffering from dementia had wandered away from his home. The March temperature was headed toward freezing. ''It used to be, it would take us hours to find a wanderer in these woods, bloodhounds and all,'' Mr. Pratt said. ''This time it took 12 minutes.''",C,4,The New York Times,[],"[{'name': 'organizations', 'value': ""ALZHEIMER'S ASSOCIATION"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'COMPUTERS AND INFORMATION SYSTEMS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'INTERNET AND WORLD WIDE WEB', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Missing Persons', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Identification Devices', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Satellites', 'rank': 7, 'major': 'N'}]",1997-05-29T05:00:00+0000,article,Home Desk,Home & Garden,News,nyt://article/0a1677d9-0103-51f9-9559-bafa1cf6e595,1482,nyt://article/0a1677d9-0103-51f9-9559-bafa1cf6e595,Technology Helps Find Wanderers,SENIOR CLASS,,Technology Helps Find Wanderers,,,,By Robert W. Stock,"[{'firstname': 'Robert', 'middlename': 'W.', 'lastname': 'Stock', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Excerpts from interview with Dr Michael McCloud, director of geriatrics for Yale-New Haven Hospital and medical director for Dorothy Adler Geriatric Assessment Center; photo (L)",https://www.nytimes.com/1997/03/09/nyregion/practical-geriatrics-for-an-aging-nation.html,"Excerpts from interview with Dr Michael McCloud, director of geriatrics for Yale-New Haven Hospital and medical director for Dorothy Adler Geriatric Assessment Center; photo (L)","PAST civilizations venerated their elderly, considering them to possess magical powers and wisdom,'' says Dr. Michael McCloud, director of geriatrics for Yale-New Haven Hospital and medical director for the Dorothy Adler Geriatric Assessment Center. ''And I believe they were right. Yet, older people today are regarded as being dependent and unable to contribute.''",CN,13,The New York Times,[],"[{'name': 'organizations', 'value': 'ADLER, DOROTHY, GERIATRIC ASSESSMENT CENTER', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Yale-New Haven Hospital', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'McCloud, Michael', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}]",1997-03-09T05:00:00+0000,article,Connecticut Weekly Desk,New York,Interview,nyt://article/d6ab777c-f438-5747-84d0-0af34218ab35,1468,nyt://article/d6ab777c-f438-5747-84d0-0af34218ab35,Practical Geriatrics for an Aging Nation,Connecticut Q&A: Dr. Michael McCloud,,Practical Geriatrics for an Aging Nation,,,,By Gitta Morris,"[{'firstname': 'Gitta', 'middlename': None, 'lastname': 'Morris', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
Article on Long Island Alzheimer's Foundation and its Early Stage Alzheimer's Support Group; photo (M),https://www.nytimes.com/1997/02/23/nyregion/in-support-group-early-alzheimer-s-sufferers.html,Article on Long Island Alzheimer's Foundation and its Early Stage Alzheimer's Support Group; photo (M),"EVERY Tuesday, a small group gathers in the New Hyde Park office of the Long Island Alzheimer's Foundation. On a recent morning, several men and one woman, who used their first names only, sat on couches facing the group's facilitator, Susan Wallach.",LI,13,The New York Times,[],"[{'name': 'organizations', 'value': ""Long Island Alzheimer's Foundation"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}]",1997-02-23T05:00:00+0000,article,Long Island Weekly Desk,New York,News,nyt://article/66c1254c-cbb5-57fd-843e-f2629d6811de,1094,nyt://article/66c1254c-cbb5-57fd-843e-f2629d6811de,"In Support Group, Early Alzheimer's Sufferers",,,"In Support Group, Early Alzheimer's Sufferers",,,,By Linda Saslow,"[{'firstname': 'Linda', 'middlename': None, 'lastname': 'Saslow', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
Researchers studying 30 boxers find preliminary evidence that gene already known to predispose people to Alzheimer's disease may be factor in why some 20 percent of professional boxers ultimately develop brain afflictions; see gene possibly linked to failure to recover from traumatic head injuries (M),https://www.nytimes.com/1997/07/09/us/research-hints-at-a-gene-link-to-brain-afflictions-of-boxers.html,Researchers studying 30 boxers find preliminary evidence that gene already known to predispose people to Alzheimer's disease may be factor in why some 20 percent of professional boxers ultimately develop brain afflictions; see gene possibly linked...,"Jose Torres, a 61-year-old former light-heavyweight champion, will never forget the first time he was ''shaken up,'' the boxers' term for a kind of out-of-body sensation that can result from a particularly solid blow to the head. He was 18 years old and fighting in Panama when the punch came.",A,18,The New York Times,[],"[{'name': 'subject', 'value': 'Boxing', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}]",1997-07-09T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/19eb8e4d-c72a-540a-ac5e-547922c45240,1202,nyt://article/19eb8e4d-c72a-540a-ac5e-547922c45240,Research Hints at a Gene Link to Brain Afflictions of Boxers,,,Research Hints at a Gene Link to Brain Afflictions of Boxers,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Federal prosecutors introduce evidence to show that Vincent Gigante, reputed Mafia boss, was in complete control of his senses and not the mentally ill man his lawyers and relatives insist he has been; FBI agent Charles Beaudoin reports on his efforts to spy on Gigante's actions at Upper East Side town house in mid-1980's (M)",https://www.nytimes.com/1997/06/27/nyregion/an-fbi-agent-testifies-about-spying-on-gigante.html,"Federal prosecutors introduce evidence to show that Vincent Gigante, reputed Mafia boss, was in complete control of his senses and not the mentally ill man his lawyers and relatives insist he has been; FBI agent Charles Beaudoin reports on his eff...","Far from the image of the disheveled figure who ambled through Greenwich Village in his nightclothes, Federal prosecutors introduced evidence yesterday to show that Vincent Gigante, the reputed Mafia boss, was in complete command of his senses and not the mentally ill man his lawyers and relatives insist he has long been.",B,3,The New York Times,[],"[{'name': 'organizations', 'value': 'Federal Bureau of Investigation', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Beaudoin, Charles', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Gigante, Vincent', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Crime', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 5, 'major': 'N'}]",1997-06-27T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/a735124e-d7af-5fbb-9eec-456126663582,612,nyt://article/a735124e-d7af-5fbb-9eec-456126663582,An F.B.I. Agent Testifies About Spying on Gigante,,,An F.B.I. Agent Testifies About Spying on Gigante,,,,By Joseph P. Fried,"[{'firstname': 'Joseph', 'middlename': 'P.', 'lastname': 'Fried', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"For Christmas, Anthony Capuano wanted his mother to see that he could walk, for the first time in years.    He is 58 years old, and mildly retarded. He can play checkers, and he can copy his name if he is helped. He can speak, though he cannot always be understood. This is how his life has always been. Except that, until four years ago, his twice-widowed mother, Alice Barnum, was always with him, protecting him, caring for him.  ",https://www.nytimes.com/1997/12/26/nyregion/a-christmas-day-of-firsts-the-patient-where-joy-was-a-few-steps-and-a-few-words.html,,"For Christmas, Anthony Capuano wanted his mother to see that he could walk, for the first time in years.",B,4,The New York Times,[],[],1997-12-26T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/391f9608-411c-5c71-843e-29e1536881de,558,nyt://article/391f9608-411c-5c71-843e-29e1536881de,A Christmas Day of Firsts: The Patient; Where Joy Was a Few Steps and a Few Words,,,A Christmas Day of Firsts: The Patient; Where Joy Was a Few Steps and a Few Words,,,,By David M. Halbfinger,"[{'firstname': 'David', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
Federal District Judge Jack B Weinstein revokes bail of reputed Mafia boss Vincent Gigante and sets strict schedule to bring him to trial in June after six years of delays; orders that Gigante not leave his room at Mount Sinai Medical Center (M),https://www.nytimes.com/1997/05/16/nyregion/judge-revokes-gigante-s-bail-confining-him-to-hospital.html,Federal District Judge Jack B Weinstein revokes bail of reputed Mafia boss Vincent Gigante and sets strict schedule to bring him to trial in June after six years of delays; orders that Gigante not leave his room at Mount Sinai Medical Center (M),"Moving to take swift control of a long and and tortuous case, a newly assigned judge revoked the bail of the reputed Mafia boss Vincent Gigante yesterday, and set out a strict schedule to bring him to trial next month after six years of delays.",B,3,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Mount Sinai Medical Center', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Gigante, Vincent', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Weinstein, Jack B', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Bail', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Crime', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 7, 'major': 'N'}]",1997-05-16T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/17305916-3b16-580a-be32-bc76caa00176,617,nyt://article/17305916-3b16-580a-be32-bc76caa00176,"Judge Revokes Gigante's Bail, Confining Him to Hospital",,,"Judge Revokes Gigante's Bail, Confining Him to Hospital",,,,By Joseph P. Fried,"[{'firstname': 'Joseph', 'middlename': 'P.', 'lastname': 'Fried', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Article on Judith B Resnick, chairwoman of 13th annual Rita Hayworth Gala to benefit Alzheimer's Assn slated for October 15 at Waldorf-Astoria Hotel, NYC; photo (M)",https://www.nytimes.com/1997/10/12/nyregion/volunteer-heads-gala-to-fight-alzheimer-s.html,"Article on Judith B Resnick, chairwoman of 13th annual Rita Hayworth Gala to benefit Alzheimer's Assn slated for October 15 at Waldorf-Astoria Hotel, NYC; photo (M)","FOR Judith B. Resnick of Harrison, saying no is harder than saying yes. Which is why with an already loaded schedule of volunteer work, she took on another commitment that in itself is a full-time job: being chairwoman of ''The Gilded Age,'' the 13th annual Rita Hayworth Gala to benefit the Alzheimer's Association.",WC,14,The New York Times,[],"[{'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Resnick, Judith B', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Philanthropy', 'rank': 4, 'major': 'N'}]",1997-10-12T05:00:00+0000,article,Westchester Weekly Desk,New York,News,nyt://article/a771e14f-baf1-5b33-8e39-cf2de9605722,773,nyt://article/a771e14f-baf1-5b33-8e39-cf2de9605722,Volunteer Heads Gala to Fight Alzheimer's,,,Volunteer Heads Gala to Fight Alzheimer's,,,,By Lynne Ames,"[{'firstname': 'Lynne', 'middlename': None, 'lastname': 'Ames', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Alzheimer's disease, disclosed almost three years ago by 86-year-old former Pres Ronald Reagan, has made him shadow of what he once was, despite outward image of vigorous good health, special report, Reagan's Twilight; raconteur of old, 'Great Communicator' of American politics, is mostly silent, speaking in clipped phrases, rarely more than sentence or two, and appearing to recognize few people other than wife; as disease has advanced to middle stages he has retreated ever further from public view, and interviews with people who know him well have cast new light on persistent questions about his mental state as President, rekindled by disclosure of ailment in November 1994; nearly 70 when he took office, Reagan became oldest President, and throughout his two terms, series of well-publicized memory lapses and casual executive style provoked uncertainty--even ridicule--about his mental competence; his four main White House doctors say they saw no evidence that he had crossed fuzzy line between mere forgetfulness and beginnings of Alzheimers, and that, beyond natural failings of age, they never found his memory, reasoning or judgment significantly impaired; photos (L)",https://www.nytimes.com/1997/10/05/us/reagan-s-twilight-a-special-report-a-president-fades-into-a-world-apart.html,"Alzheimer's disease, disclosed almost three years ago by 86-year-old former Pres Ronald Reagan, has made him shadow of what he once was, despite outward image of vigorous good health, special report, Reagan's Twilight; raconteur of old, 'Great Com...","In February of last year, George P. Shultz went to visit his old boss, Ronald Reagan, at the former President's home in the Bel Air neighborhood of Los Angeles. He drank tea with Mr. Reagan and his wife, Nancy, and talked a little politics. In all, he stayed perhaps an hour.",1,1,The New York Times,[],"[{'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidents and Presidency (US)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 5, 'major': 'N'}]",1997-10-05T05:00:00+0000,article,National Desk,U.S.,Biography; Special Report,nyt://article/b5593f71-b58e-5532-b538-ca27a4455161,3086,nyt://article/b5593f71-b58e-5532-b538-ca27a4455161,REAGAN'S TWILIGHT -- A special report.; A President Fades Into a World Apart,,,REAGAN'S TWILIGHT -- A special report.; A President Fades Into a World Apart,,,,By Lawrence K. Altman,"[{'firstname': 'Lawrence', 'middlename': 'K.', 'lastname': 'Altman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Trial of Vincent Gigante is set to begin, after seven years of court battles over whether he is mentally ill, on charges that he ordered murders and led rackets as a powerful Mafia boss (M)",https://www.nytimes.com/1997/06/22/nyregion/after-7-years-of-delays-gigante-trial-is-set-to-begin.html,"Trial of Vincent Gigante is set to begin, after seven years of court battles over whether he is mentally ill, on charges that he ordered murders and led rackets as a powerful Mafia boss (M)","After seven years of court battles over whether he is crazy or crazy like a fox, Vincent Gigante is to go on trial tomorrow on charges that he ordered murders and led rackets as a powerful Mafia boss.",1,21,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Gigante, Vincent', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Crime', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Racketeering and Racketeers', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 6, 'major': 'N'}]",1997-06-22T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/98aefa61-9c87-5b37-9ab7-ea02cde9a069,713,nyt://article/98aefa61-9c87-5b37-9ab7-ea02cde9a069,"After 7 Years Of Delays, Gigante Trial Is Set to Begin",,,"After 7 Years Of Delays, Gigante Trial Is Set to Begin",,,,By Joseph P. Fried,"[{'firstname': 'Joseph', 'middlename': 'P.', 'lastname': 'Fried', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Nobel Prize in Medicine is awarded to Dr Stanley B Prusiner, 55-year-old maverick scientist in San Francisco whose discoveries about infectious particles called prions have been criticized by other researchers as unproven; his photo; Nobel committee departs from recognition of well-accepted work, expressing confidence in Prusiner's discovery of 'new genre of disease-causing agents,' proteins which have been linked to mad cow disease and other lethal brain-wasting conditions; University of California scientist, first single winner since 1987, is praised for 'new biological principle of infection'; Prusiner's findings are that harmless forms of prions exist as proteins in brain, but can fold into aberrant shape to become rogue agents, smaller than viruses, which can ravage brain cells; diagram; critics insist that prion alone cannot cause disease without virus or other factor; Prusiner says only data, not awards, will vindicate his concept, and welcomes scientific skepticism (M)",https://www.nytimes.com/1997/10/07/us/us-scientist-wins-nobel-for-controversial-work.html,"Nobel Prize in Medicine is awarded to Dr Stanley B Prusiner, 55-year-old maverick scientist in San Francisco whose discoveries about infectious particles called prions have been criticized by other researchers as unproven; his photo; Nobel committ...","The Nobel Prize in Physiology or Medicine was awarded yesterday to Dr. Stanley B. Prusiner, a 55-year-old maverick scientist in San Francisco whose discoveries about infectious particles called prions have been criticized by other researchers as unproved.",A,1,The New York Times,[],"[{'name': 'organizations', 'value': 'University of California', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Prusiner, Stanley B', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'PRIONS (PROTEINS)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Mad Cow Disease (Bovine Spongiform Encephalopathy)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Proteins', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Nobel Prizes', 'rank': 10, 'major': 'N'}]",1997-10-07T05:00:00+0000,article,National Desk,U.S.,Biography,nyt://article/8345d0b6-6028-5901-97a9-8fbac777be5b,1497,nyt://article/8345d0b6-6028-5901-97a9-8fbac777be5b,U.S. Scientist Wins Nobel for Controversial Work,,,U.S. Scientist Wins Nobel for Controversial Work,,,,By Lawrence K. Altman,"[{'firstname': 'Lawrence', 'middlename': 'K.', 'lastname': 'Altman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Scientists discover what causes brain cells to die in people with Huntington's disease and six related disorders; say insoluble ball of protein forms in cell nucleus and kills it; new findings, by researchers in Britain, Germany and United States, are described in two articles in journal Cell and journal Neuron; researchers say they hope to learn how to dissolve balls of protein, thereby delaying or preventing onset of the disease (M)",https://www.nytimes.com/1997/08/08/us/scientists-find-cause-of-death-of-brain-cells.html,"Scientists discover what causes brain cells to die in people with Huntington's disease and six related disorders; say insoluble ball of protein forms in cell nucleus and kills it; new findings, by researchers in Britain, Germany and United States,...","In a major medical advance, scientists have discovered what causes brain cells to die in people with Huntington's disease and six related disorders.",A,1,The New York Times,[],"[{'name': 'organizations', 'value': 'NEURON', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'CELL', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Proteins', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""HUNTINGTON'S CHOREA SYNDROME"", 'rank': 6, 'major': 'N'}]",1997-08-08T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/a364e09f-a4fe-50c1-80b5-48faa0a05bd2,861,nyt://article/a364e09f-a4fe-50c1-80b5-48faa0a05bd2,Scientists Find Cause of Death Of Brain Cells,,,Scientists Find Cause of Death Of Brain Cells,,,,By Sandra Blakeslee,"[{'firstname': 'Sandra', 'middlename': None, 'lastname': 'Blakeslee', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
