abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta
"Many cases of so-called dementia are reversible, experts say.",https://newoldage.blogs.nytimes.com/2009/03/11/when-it-isnt-really-senility/,"Many cases of so-called dementia are reversible, experts say.","When Jane Simpson’s mother, then 91, started showing signs of memory loss in December 2007, Ms. Simpson thought age had finally caught up with her. “As this had been a gradual process, and considering her age, we were not unduly alarmed — just saddened that it seemed we were losing my mother mentally,” she wrote in an e-mail to this blog.",,,The New York Times,[],[],2009-03-11T15:12:03+0000,article,Science,Health,,News,nyt://article/b39380a2-62f0-5100-83f0-fb4ee022d4fc,687,nyt://article/b39380a2-62f0-5100-83f0-fb4ee022d4fc,When It Isn’t Really Senility,The New Old Age,,,,,,By Robin Marantz Henig,"[{'firstname': 'Robin', 'middlename': 'Marantz', 'lastname': 'Henig', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Anthony D. Marshall’s lawyers contended that Mrs. Astor’s behavior, which others called the symptoms of Alzheimer’s disease, were indications of a need for reassurance and typical absent-mindedness.",https://www.nytimes.com/2009/07/30/nyregion/30astor.html,"Anthony D. Marshall’s lawyers contended that Mrs. Astor’s behavior, which others called the symptoms of Alzheimer’s disease, were indications of a need for reassurance and typical absent-mindedness.","In a day heavy on hypothetical questions, lawyers for Anthony D. Marshall on Wednesday tried to play down any certainty that his mother, Brooke Astor, was hobbled by dementia or Alzheimer’s disease during the period in which she made three disputed changes to her will. ",,,The New York Times,[],"[{'name': 'persons', 'value': 'Astor, Brooke', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Marshall, Anthony D', 'rank': 3, 'major': 'N'}]",2009-07-30T00:00:55+0000,article,Metro,New York,,News,nyt://article/cb4d1efd-cea6-5f5b-b46e-6feaf0001f28,470,nyt://article/cb4d1efd-cea6-5f5b-b46e-6feaf0001f28,Defense in Astor Case Argues That She Was Simply Absent-Minded,,,Defense in Astor Case Argues That She Was Simply Absent-Minded,,,,By A. G. Sulzberger,"[{'firstname': 'A.', 'middlename': 'G.', 'lastname': 'Sulzberger', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Physicians are often unaware of approved uses of prescription drugs, a study shows.",https://www.nytimes.com/2009/08/25/health/research/25disp.html,"Physicians are often unaware of approved uses of prescription drugs, a study shows.","Physicians are allowed to use drugs in ways that are not specifically approved by the Food and Drug Administration, a practice called off-label prescribing. There is usually less scientific evidence to support nonapproved uses, and a new survey of physicians has found that many might not even know when they are prescribing off label.",D,6,The New York Times,[],"[{'name': 'subject', 'value': 'Doctors', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Labeling and Labels', 'rank': 5, 'major': 'N'}]",2009-08-24T18:06:35+0000,article,Science,Health,Research,News,nyt://article/5390b940-beae-502a-a75c-84a1a1ae49a6,224,nyt://article/5390b940-beae-502a-a75c-84a1a1ae49a6,Disparities: Study Finds Risk in Off-Label Prescribing,Vital Signs,,Disparities: Study Finds Risk in Off-Label Prescribing,,,,By Roni Caryn Rabin,"[{'firstname': 'Roni', 'middlename': 'Caryn', 'lastname': 'Rabin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"When seniors with dementia can remember little else, they still respond to music.",https://newoldage.blogs.nytimes.com/2009/04/23/the-songs-they-cant-forget/,"When seniors with dementia can remember little else, they still respond to music.","Tom was a wanderer. When his wife, Elsie, came to visit him at a care unit for patients with dementia, he would give her a perfunctory kiss, then wander off through the rooms and stare out the window. Elsie tried to walk with him and hold hands, but he would shake her off, leaving her heartsick.",,,The New York Times,[],[],2009-04-23T12:00:45+0000,article,Science,Health,,News,nyt://article/dadcc18a-cb86-5c15-9d16-d43205d0a2f4,893,nyt://article/dadcc18a-cb86-5c15-9d16-d43205d0a2f4,The Songs They Can’t Forget,The New Old Age,,,,,,By Sara Davidson,"[{'firstname': 'Sara', 'middlename': None, 'lastname': 'Davidson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
No one knows how often normal pressure hydrocephalus occurs because it is so often missed or misdiagnosed.,https://www.nytimes.com/2009/05/26/health/26brod.html,No one knows how often normal pressure hydrocephalus occurs because it is so often missed or misdiagnosed.,"Edward Ferguson, a civil engineer living in Vancouver, Wash., retired at age 65 from a job handling multimillion-dollar contracts. Five years later he could not balance a checkbook, walk without falling, drive a car, control his bladder or recognize his granddaughter. ",D,7,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/25/health/26brody-650.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/25/health/26brody-190.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/25/health/26brody-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/05/25/health/26brody-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hydrocephalus', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}]",2009-05-25T19:54:09+0000,article,Science,Health,,News,nyt://article/2684d2a5-a4f9-5293-9273-acca01df6f30,952,nyt://article/2684d2a5-a4f9-5293-9273-acca01df6f30,A Brain Disorder Easily Missed,Personal Health,,A Brain Disorder Easily Missed,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Jahvid Best’s severe concussion at the Cal football game Saturday highlights again the risks of players returning to the field after experiencing head injuries.,https://bayarea.blogs.nytimes.com/2009/11/09/jahvidbest/,Jahvid Best’s severe concussion at the Cal football game Saturday highlights again the risks of players returning to the field after experiencing head injuries.,"The results of this gut-wrenching fall were better than expected: Jahvid Best, the star running back for the University of California, Berkeley was released from the hospital Sunday after suffering a severe concussion. ",,,The New York Times,[],[],2009-11-09T19:06:49+0000,article,,U.S.,,,nyt://article/3c64398e-4cb7-57f7-a2c9-fe9acc974c86,701,nyt://article/3c64398e-4cb7-57f7-a2c9-fe9acc974c86,Should Jahvid Best Play Again?,Bay Area,,,,,,By Melanie Mason,"[{'firstname': 'Melanie', 'middlename': None, 'lastname': 'Mason', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
The players union says that Dr. Ira Casson is too biased to be the co-chairman of the league’s committee on concussions.,https://www.nytimes.com/2009/11/20/sports/football/20concussions.html,The players union says that Dr. Ira Casson is too biased to be the co-chairman of the league’s committee on concussions.,"The National Football League Players Association is calling for the removal of Dr. Ira Casson as co-chairman of the league’s committee on concussions, saying that he is too biased to lead the research and policy group.",B,11,The New York Times,[],"[{'name': 'subject', 'value': 'Concussions', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League Players Assn', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Casson, Ira', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Athletics and Sports', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Medicine', 'rank': 7, 'major': 'N'}]",2009-11-20T02:14:34+0000,article,Sports,Sports,Pro Football,News,nyt://article/dd4a7e48-1184-59a7-ad71-c29b20014cca,778,nyt://article/dd4a7e48-1184-59a7-ad71-c29b20014cca,Ouster of N.F.L.’s Voice on Concussions Sought,,,Ouster of N.F.L.’s Voice On Concussions Sought,,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Health news from around the Web.,https://www.nytimes.com/2009/02/03/health/03rounds.html,Health news from around the Web.,F.T.C.: Drug Maker Paid Competitors to Block Generics,,,The New York Times,[],"[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}]",2009-02-03T15:15:58+0000,article,Science,Health,,News,nyt://article/9a898a7c-9ef8-535d-9c40-c5d6f3f1dc9a,302,nyt://article/9a898a7c-9ef8-535d-9c40-c5d6f3f1dc9a,"New Recall, Conflicts of Interest and an Artificial Liver",Morning Rounds,,,,,,By Roni Caryn Rabin,"[{'firstname': 'Roni', 'middlename': 'Caryn', 'lastname': 'Rabin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
A new monitoring device can track a family member who wanders off.,https://gadgetwise.blogs.nytimes.com/2009/12/07/lojack-for-the-infirm/,A new monitoring device can track a family member who wanders off.,"The idea of using an electronic device to monitor the movements of people and pets is not new. Several products exist that use GPS technology to keep an eye on kids, animals and those with some form of dementia.",,,The New York Times,[],[],2009-12-07T22:06:36+0000,article,,Technology,Personal Tech,,nyt://article/78ae3c8b-e3a8-5560-8beb-36d949d3a905,361,nyt://article/78ae3c8b-e3a8-5560-8beb-36d949d3a905,LoJack for the Infirm,Gadgetwise,,,,,,By Eric A. Taub,"[{'firstname': 'Eric', 'middlename': 'A.', 'lastname': 'Taub', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
N.F.L. Commissioner Roger Goodell defended the care of retired players before a House panel on Wednesday.,https://www.nytimes.com/2009/10/29/sports/football/29injury.html,N.F.L. Commissioner Roger Goodell defended the care of retired players before a House panel on Wednesday.,"Roger Goodell, the commissioner of the National Football League, defended the league’s response to the issue of concussions and the care of retired players while facing tough questions from several members of the House Judiciary Committee on Wednesday in a hearing called to discuss the long-term effects of head injuries in football.",,,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/28/sports/football/29injury2/sfSpan.jpg', 'height': 255, 'width': 395, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/28/sports/football/29injury2/articleInline.jpg', 'height': 142, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/28/sports/football/29injury2/sfSpan.jpg', 'height': 255, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/28/sports/football/29injury2/thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/10/28/sports/football/29injury2/thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Concussions', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Goodell, Roger', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'House Committee on the Judiciary', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Medicine', 'rank': 6, 'major': 'N'}]",2009-10-28T16:31:28+0000,article,Sports,Sports,Pro Football,News,nyt://article/eaf6991e-8476-593d-96bb-8b0105dabc59,1355,nyt://article/eaf6991e-8476-593d-96bb-8b0105dabc59,Goodell Defends N.F.L.’s Handling of Head Injuries,,,Goodell Defends N.F.L.’s Handling of Head Injuries,,,,By Lynn Zinser,"[{'firstname': 'Lynn', 'middlename': None, 'lastname': 'Zinser', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Dr. Rees Pritchett’s notes from that day in 2004 also indicated she was alert and able to answer questions, giving ammunition to both sides in her son’s fraud trial.",https://www.nytimes.com/2009/06/26/nyregion/26astor.html,"Dr. Rees Pritchett’s notes from that day in 2004 also indicated she was alert and able to answer questions, giving ammunition to both sides in her son’s fraud trial.","On the day she signed an amendment to her will that would give her son control of $60 million of her estate, Brooke Astor also visited her doctor, who wrote that she was not thinking clearly, had a cough, suffered from chest discomfort and shortness of breath and told him, “I’m gaga.”",,,The New York Times,[],"[{'name': 'persons', 'value': 'Astor, Brooke', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Morrissey, Francis X Jr', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Marshall, Anthony D', 'rank': 5, 'major': 'N'}]",2009-06-26T01:25:14+0000,article,Metro,New York,,News,nyt://article/cc06c6a4-0661-5f67-b33c-16d3d780e102,553,nyt://article/cc06c6a4-0661-5f67-b33c-16d3d780e102,Doctor Noted Astor Said She Was ‘Gaga’ on Day Will Was Changed,,,Doctor Noted Astor Said She Was ‘Gaga’ on Day Will Was Changed,,,,By John Eligon,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Eligon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Monday &#124; Today's idea: Increasing reliance on global positioning systems could damage our own internal sense of direction and have other unforeseen effects on the brain, neurological research suggests. [<a href=""http://www.walrusmagazine.com/articles/2009.11-health-global-impositioning-systems/"">Walrus</a>].",https://ideas.blogs.nytimes.com/2009/10/19/blogs/19ideas-can-gps-14079.html,"Monday &#124; Today's idea: Increasing reliance on global positioning systems could damage our own internal sense of direction and have other unforeseen effects on the brain, neurological research suggests. [<a href=""http://www.walrusmagazine.com/...","Today's idea: Increasing reliance on global positioning systems could damage our own internal sense of direction and have other unforeseen effects on the brain, neurological research suggests. ",,,The New York Times,[],[],2009-10-19T10:32:36+0000,article,None,Blogs,,Web Log,nyt://article/62aeed71-9015-583d-ba8c-d172e811caf3,361,nyt://article/62aeed71-9015-583d-ba8c-d172e811caf3,Can GPS Help Your Brain Get Lost?,Idea of the Day,,Can GPS Help Your Brain Get Lost?,,,,By TOM KUNTZ,"[{'firstname': 'Tom', 'middlename': None, 'lastname': 'KUNTZ', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Monday | Today’s idea: Increasing reliance on global positioning systems could damage our own internal sense of direction and have other unforeseen effects on the brain, neurological research suggests. [Walrus]",https://ideas.blogs.nytimes.com/2009/10/19/can-gps-help-your-brain-get-lost/,"Monday | Today’s idea: Increasing reliance on global positioning systems could damage our own internal sense of direction and have other unforeseen effects on the brain, neurological research suggests. [Walrus]","Today’s idea: Increasing reliance on global positioning systems could damage our own internal sense of direction and have other unforeseen effects on the brain, neurological research suggests. ",,,The New York Times,[],[],2009-10-19T10:32:36+0000,article,,Week in Review,,,nyt://article/b4b8d567-1293-58a9-b585-79c2368b412d,358,nyt://article/b4b8d567-1293-58a9-b585-79c2368b412d,Can GPS Help Your Brain Get Lost?,Idea of the Day,,,,,,By Tom Kuntz,"[{'firstname': 'Tom', 'middlename': None, 'lastname': 'Kuntz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Adamas Pharmaceuticals closed a $40 million Series D round of funding this week, the company said. The round was led by Aeris Capital and DAG Ventures.",https://dealbook.blogs.nytimes.com/2009/08/21/blogs/21dealbook-adamas-c104303.html,"Adamas Pharmaceuticals closed a $40 million Series D round of funding this week, the company said. The round was led by Aeris Capital and DAG Ventures.","Adamas Pharmaceuticals closed a $40 million Series D round of funding earlier this week, the company said in a news release. ",,,The New York Times,[],[],2009-08-21T07:03:13+0000,article,None,Blogs,,Web Log,nyt://article/e4f98b7a-bdf0-58c0-b274-f999b3744303,98,nyt://article/e4f98b7a-bdf0-58c0-b274-f999b3744303,Adamas Pharma Closes $40 Million Round,DealBook,,Adamas Pharma Closes $40 Million Round,,,,By DEALBOOK,"[{'firstname': 'Dealbook', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Adamas Pharmaceuticals closed a $40 million Series D round of funding this week, the company said. The round was led by Aeris Capital and DAG Ventures.",https://dealbook.nytimes.com/2009/08/21/adamas-completes-40-million-round/,"Adamas Pharmaceuticals closed a $40 million Series D round of funding this week, the company said. The round was led by Aeris Capital and DAG Ventures.","Adamas Pharmaceuticals closed a $40 million Series D round of funding earlier this week, the company said in a news release. ",,,The New York Times,[],[],2009-08-21T07:03:13+0000,article,Business,Business Day,,News,nyt://article/230479ac-f04b-56a1-9124-9179169c8d79,97,nyt://article/230479ac-f04b-56a1-9124-9179169c8d79,Adamas Pharma Closes $40 Million Round,DealBook,,,,,,By Dealbook,"[{'firstname': 'Dealbook', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
An assignment with Alzheimer’s and dementia patients challenged James Estrin’s photographic imagination. And his views of himself.,https://lens.blogs.nytimes.com/2009/06/12/behind/,An assignment with Alzheimer’s and dementia patients challenged James Estrin’s photographic imagination. And his views of himself.,How do you photograph what’s inside someone’s head?,,,The New York Times,[],[],2009-06-12T17:59:30+0000,article,,Multimedia/Photos,,News,nyt://article/9aa16ea0-dccd-5d19-9237-9db3508df464,454,nyt://article/9aa16ea0-dccd-5d19-9237-9db3508df464,Behind the Scenes: Capturing Mental Twilight,Lens,,,,,,By James Estrin,"[{'firstname': 'James', 'middlename': None, 'lastname': 'Estrin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
A British survey finds that many family caregivers admit to instances of abuse while looking after a family member with dementia.,https://newoldage.blogs.nytimes.com/2009/02/04/elder-abuse-all-in-the-family/,A British survey finds that many family caregivers admit to instances of abuse while looking after a family member with dementia.,"After surveying 220 adults in the United Kingdom who were tending to relatives with dementia, British researchers recently concluded that elder abuse should be viewed as a “spectrum of behaviors rather than an all-or-nothing phenomenon.” Among other things, their findings expose an old myth — that abuse of elders happens at the hands of paid caregivers, rarely family members.",,,The New York Times,[],[],2009-02-04T16:58:46+0000,article,Science,Health,,News,nyt://article/a8cf5f77-6d49-5d48-8995-2c6df6d5288e,425,nyt://article/a8cf5f77-6d49-5d48-8995-2c6df6d5288e,Elder Abuse: All in the Family?,The New Old Age,,,,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"LONDON — Social-networking Web sites like Facebook and MySpace may increase the risk of health problems as serious as cancer, strokes and dementia by altering the way genes work, according to a report in the journal Biologist.",https://www.nytimes.com/2009/02/19/technology/19iht-social.4.20312545.html,,"LONDON — Social-networking Web sites like Facebook and MySpace may increase the risk of health problems as serious as cancer, strokes and dementia by altering the way genes work, according to a report in the journal Biologist.",,,International Herald Tribune,[],[],2009-11-09T05:00:00+0000,article,IHT News,Technology,,News,nyt://article/3b145e29-987f-549c-a8e5-9c4a5b2f1279,405,nyt://article/3b145e29-987f-549c-a8e5-9c4a5b2f1279,Social-networking Web sites may be harmful to Britons' health,,,Social-networking Web sites may be harmful to Britons' health,,,,,[],,dementia
An assignment with Alzheimer's and dementia patients challenged James Estrin's photographic imagination. And his views of himself.,https://lens.blogs.nytimes.com/2009/06/12/blogs/12lens-behind3619.html,An assignment with Alzheimer's and dementia patients challenged James Estrin's photographic imagination. And his views of himself.,How do you photograph what's inside someone's head?,,,The New York Times,[],[],2009-06-12T17:59:30+0000,article,None,Blogs,,Web Log,nyt://article/894831b9-0df0-5bc9-a2a5-1503eab8dc60,453,nyt://article/894831b9-0df0-5bc9-a2a5-1503eab8dc60,Behind the Scenes: Capturing Mental Twilight,Lens,,Behind the Scenes: Capturing Mental Twilight,,,,By JAMES ESTRIN,"[{'firstname': 'James', 'middlename': None, 'lastname': 'ESTRIN', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"The popular drugs known as atypical antipsychotics, prescribed for an array of conditions including schizophrenia, autism and dementia, double patients' risk of dying from sudden heart failure, a study has found.",https://www.nytimes.com/2009/01/15/health/15iht-drug.1.19384361.html,,"The popular drugs known as atypical antipsychotics, prescribed for an array of conditions including schizophrenia, autism and dementia, double patients' risk of dying from sudden heart failure, a study has found.",,,International Herald Tribune,[],[],2009-01-15T05:00:00+0000,article,IHT News,Health,,News,nyt://article/c83a8e7a-eace-5940-902c-ef96bba13afe,704,nyt://article/c83a8e7a-eace-5940-902c-ef96bba13afe,Study finds heart risks with newer antipsychotics,,,Study finds heart risks with newer antipsychotics,,,,By Benedict Carey and Roni Caryn Rabin,"[{'firstname': 'Benedict', 'middlename': None, 'lastname': 'Carey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Roni', 'middlename': 'Caryn', 'lastname': 'Rabin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,dementia
A Bronx woman helps her husband deal with the crippling effects of dementia.,https://www.nytimes.com/2009/01/21/nyregion/21neediest.html,A Bronx woman helps her husband deal with the crippling effects of dementia.,"She was not about to let her husband go. Not after more than 70 years together, raising five daughters. “Not when you love someone,” Delia Cruz said of her husband, Miguel.",A,29,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/01/21/nyregion/21needy650.jpg', 'height': 450, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/01/21/nyregion/21needy190.jpg', 'height': 102, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/01/21/nyregion/21needy75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/01/21/nyregion/21needy75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'New York Times Neediest Cases Fund', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'UJA-Federation of New York', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 5, 'major': 'N'}]",2009-01-21T00:22:26+0000,article,Metro,New York,,News,nyt://article/3bfd9dbb-779f-502f-9d86-1596e34e1c15,977,nyt://article/3bfd9dbb-779f-502f-9d86-1596e34e1c15,"The Mind Slips, but Love Is Undiminished",The Neediest Cases,,"The Mind Slips, but Love Is Undiminished",,,,By Eric Konigsberg,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Konigsberg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
From The New Old Age blog: The question at the heart of a fraud trial involving Brooke Astor's estate is whether Alzheimer's disease made her incompetent to make financial decisions.,https://cityroom.blogs.nytimes.com/2009/05/11/blogs/11cityroom-astor-tr34505.html,From The New Old Age blog: The question at the heart of a fraud trial involving Brooke Astor's estate is whether Alzheimer's disease made her incompetent to make financial decisions.,"Before her death, Brooke Astor was losing ground cognitively, a procession of friends testified last week in a Manhattan courtroom. She no longer recognized people she had been close with for decades. She wandered. She was unable to draw a clock face accurately, according to the geriatrician who diagnosed her Alzheimer's disease. But was she competent to make significant changes to her will at age 101? That legal question lies at the heart of the fraud and conspiracy trial of her son, Anthony D. Marshall, 84, and the lawyer Francis X. Morrissey Jr., 66, who are accused of diverting tens of millions of dollars from her estate. Experts say questions of competence are not always simple to answer, even after a dementia diagnosis. ",,,The New York Times,[],[],2009-05-11T19:10:53+0000,article,None,Blogs,,Web Log,nyt://article/12ba0487-85c4-5612-ab11-741cf9f06b3e,131,nyt://article/12ba0487-85c4-5612-ab11-741cf9f06b3e,Astor Trial Raises Question of Competence,City Room,,Astor Trial Raises Question of Competence,,,,By PAULA SPAN,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'SPAN', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
From The New Old Age blog: The question at the heart of a fraud trial involving Brooke Astor’s estate is whether Alzheimer’s disease made her incompetent to make financial decisions.,https://cityroom.blogs.nytimes.com/2009/05/11/astor-trial-raises-question-of-competence/,From The New Old Age blog: The question at the heart of a fraud trial involving Brooke Astor’s estate is whether Alzheimer’s disease made her incompetent to make financial decisions.,"Before her death, Brooke Astor was losing ground cognitively, a procession of friends testified last week in a Manhattan courtroom. She no longer recognized people she had been close with for decades. She wandered. She was unable to draw a clock face accurately, according to the geriatrician who diagnosed her Alzheimer’s disease. But was she competent to make significant changes to her will at age 101? That legal question lies at the heart of the fraud and conspiracy trial of her son, Anthony D. Marshall, 84, and the lawyer Francis X. Morrissey Jr., 66, who are accused of diverting tens of millions of dollars from her estate. Experts say questions of competence are not always simple to answer, even after a dementia diagnosis. ",,,The New York Times,[],[],2009-05-11T19:10:53+0000,article,Metro,New York,,News,nyt://article/a6c58e67-cd83-516e-96fe-aa2db208faeb,131,nyt://article/a6c58e67-cd83-516e-96fe-aa2db208faeb,Astor Trial Raises Question of Competence,City Room,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
