abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name,query_consulta
"ROSEN--Ansel. On May 22, 2003. Beloved wife of the late Nathan. Devoted mother of Lorie Brice and mother-inlaw of Harvey Brice. Grandmother of Michael and Judi, Christopher and Sarah. Great-grandmother of Andrew, Matthew, Julia, Lilly and Wilder. In lieu of flowers donations may be made to the Alzheimer's Association. >>AD#",https://www.nytimes.com/2003/05/23/classified/paid-notice-deaths-rosen-ansel.html,,"ROSEN--Ansel. On May 22, 2003. Beloved wife of the late Nathan. Devoted mother of Lorie Brice and mother-inlaw of Harvey Brice. Grandmother of Michael and Judi, Christopher and Sarah. Great-grandmother of Andrew, Matthew, Julia, Lilly and Wilder. In lieu of flowers donations may be made to the Alzheimer's Association. >>AD#",C,11,The New York Times,[],"[{'name': 'persons', 'value': 'ROSEN, , ANSEL', 'rank': 1, 'major': 'N'}]",2003-05-23T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/7c0dc5bb-7eda-5691-ab23-9afba85efc07,50,nyt://article/7c0dc5bb-7eda-5691-ab23-9afba85efc07,"Paid Notice: Deaths   ROSEN, , ANSEL",,,"Paid Notice: Deaths   ROSEN, , ANSEL",,,,,[],,,Alzheimer
"BARRY -- Suzanne, ''Sylvia Barry'', ''Sylvia Benjamin.'' Died in New York City on September 27, after a long illness. Survived by her niece Jo Stecher Pardoe and nephews Jamie and Joseph Stecher. Funeral services private. Donations may be made to the Alzheimer's Association.",https://www.nytimes.com/2003/09/29/classified/paid-notice-deaths-barry-suzanne-sylvia-barry-sylvia-benjamin.html,,"BARRY -- Suzanne, ''Sylvia Barry'', ''Sylvia Benjamin.'' Died in New York City on September 27, after a long illness. Survived by her niece Jo Stecher Pardoe and nephews Jamie and Joseph Stecher. Funeral services private. Donations may be made to the Alzheimer's Association.",B,8,The New York Times,[],"[{'name': 'persons', 'value': ""BARRY, SUZANNE, ''SYLVIA BARRY'', ''SYLVIA BENJAMIN.''"", 'rank': 1, 'major': 'N'}]",2003-09-29T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/d86639ab-9b93-5062-9989-076bcc310429,43,nyt://article/d86639ab-9b93-5062-9989-076bcc310429,"Paid Notice: Deaths   BARRY, SUZANNE, ''SYLVIA BARRY'', ''SYLVIA BENJAMIN.''",,,"Paid Notice: Deaths   BARRY, SUZANNE, ''SYLVIA BARRY'', ''SYLVIA BENJAMIN.''",,,,,[],,,Alzheimer
"LEVIN-Helen Gerson. Of Lauderhill, FL on February 3, 2003. Loving wife of Norman L. Levin. Services at 10 A.M. on February 6 at I.J. Morris, Dix Hills, New York. In lieu of flowers contributions may be made to the Alzheimer's Association, 8333 W. McNab Road, Tamarac, FL. 33321.",https://www.nytimes.com/2003/02/06/classified/paid-notice-deaths-levin-helen-gerson.html,,"LEVIN-Helen Gerson. Of Lauderhill, FL on February 3, 2003. Loving wife of Norman L. Levin. Services at 10 A.M. on February 6 at I.J. Morris, Dix Hills, New York. In lieu of flowers contributions may be made to the Alzheimer's Association, 8333 W. McNab Road, Tamarac, FL. 33321.",A,37,The New York Times,[],"[{'name': 'persons', 'value': 'LEVIN, HELEN GERSON', 'rank': 1, 'major': 'N'}]",2003-02-06T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/fd02fbff-b6c2-5bf3-acb5-7c5ded6a5c64,48,nyt://article/fd02fbff-b6c2-5bf3-acb5-7c5ded6a5c64,"Paid Notice: Deaths  LEVIN, HELEN GERSON",,,"Paid Notice: Deaths  LEVIN, HELEN GERSON",,,,,[],,,Alzheimer
"MEISNER-Renee, 63. Wife, mother, grandmother, sister, aunt and friend a/k/a ''The Governor,'' was taken from us today from complications from Alzheimer's Disease. A strong, caring, generous, brilliant woman who died today was taken from us years ago. We have and will continue to miss you. Love, your nephew & family",https://www.nytimes.com/2003/03/05/classified/paid-notice-deaths-meisner-renee.html,,"MEISNER-Renee, 63. Wife, mother, grandmother, sister, aunt and friend a/k/a ''The Governor,'' was taken from us today from complications from Alzheimer's Disease. A strong, caring, generous, brilliant woman who died today was taken from us years ago. We have and will continue to miss you. Love, your nephew & family",C,13,The New York Times,[],"[{'name': 'persons', 'value': 'MEISNER, RENEE', 'rank': 1, 'major': 'N'}]",2003-03-05T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/29b106a3-5d0b-5aeb-8bbd-b4a1ce2c32cf,50,nyt://article/29b106a3-5d0b-5aeb-8bbd-b4a1ce2c32cf,"Paid Notice: Deaths  MEISNER, RENEE",,,"Paid Notice: Deaths  MEISNER, RENEE",,,,,[],,,Alzheimer
"LEVIN-Helen Gerson. Of Lauderhill, FL on February 3, 2003. Loving wife of Norman L. Levin. Services at 10 A.M. on February 6 at I.J. Morris, Dix Hills, New York. In lieu of flowers contributions may be made to the Alzheimer's Association, 8333 W. McNab Road, Tamarac, FL. 33321.",https://www.nytimes.com/2003/02/05/classified/paid-notice-deaths-levin-helen-gerson.html,,"LEVIN-Helen Gerson. Of Lauderhill, FL on February 3, 2003. Loving wife of Norman L. Levin. Services at 10 A.M. on February 6 at I.J. Morris, Dix Hills, New York. In lieu of flowers contributions may be made to the Alzheimer's Association, 8333 W. McNab Road, Tamarac, FL. 33321.",B,8,The New York Times,[],"[{'name': 'persons', 'value': 'LEVIN, HELEN GERSON', 'rank': 1, 'major': 'N'}]",2003-02-05T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/678bf0fd-fd24-5b96-aa9a-fd55dd448045,48,nyt://article/678bf0fd-fd24-5b96-aa9a-fd55dd448045,"Paid Notice: Deaths  LEVIN, HELEN GERSON",,,"Paid Notice: Deaths  LEVIN, HELEN GERSON",,,,,[],,,Alzheimer
"GOLDBERG--Louis, 87, in Santa Barbara, CA, July 8, 2003. Beloved husband of Jean, loving father of Richard and Michael. Services at Beth David Cemetery, 300 Elmont Road, Elmont, Long Island, Sunday July 13th at 11:00 AM. Contributions in his memory may be made to the Alzheimer's Disease and Related Disorders Association Inc. >>AD#",https://www.nytimes.com/2003/07/11/classified/paid-notice-deaths-goldberg-louis.html,,"GOLDBERG--Louis, 87, in Santa Barbara, CA, July 8, 2003. Beloved husband of Jean, loving father of Richard and Michael. Services at Beth David Cemetery, 300 Elmont Road, Elmont, Long Island, Sunday July 13th at 11:00 AM. Contributions in his memory may be made to the Alzheimer's Disease and Related Disorders Association Inc. >>AD#",C,11,The New York Times,[],"[{'name': 'persons', 'value': 'GOLDBERG, , LOUIS', 'rank': 1, 'major': 'N'}]",2003-07-11T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/605d230c-e3d2-5bbe-8727-7aedfb746596,53,nyt://article/605d230c-e3d2-5bbe-8727-7aedfb746596,"Paid Notice: Deaths   GOLDBERG, , LOUIS",,,"Paid Notice: Deaths   GOLDBERG, , LOUIS",,,,,[],,,Alzheimer
"SEMBERA - Patricia Mae. March 30, 1949-January 18, 2003. She leaves behind her beloved son Thomas Brett Metzger of New York City, parents Thomas and Lila Sembera, sister Linda Sembera and brother Carl Wilkins. Tricia had a successful career for 20 years with Ford Models. Memorials can be made to Alzheimer's Assoc.",https://www.nytimes.com/2003/01/22/us/paid-notice-deaths-sembera-patricia-mae.html,,"SEMBERA - Patricia Mae. March 30, 1949-January 18, 2003. She leaves behind her beloved son Thomas Brett Metzger of New York City, parents Thomas and Lila Sembera, sister Linda Sembera and brother Carl Wilkins. Tricia had a successful career for 20 years with Ford Models. Memorials can be made to Alzheimer's Assoc.",A,19,The New York Times,[],"[{'name': 'persons', 'value': 'SEMBERA, PATRICIA MAE', 'rank': 1, 'major': 'N'}]",2003-01-22T05:00:00+0000,article,National Desk,U.S.,Paid Death Notice,nyt://article/359eabe9-1819-5e0c-b3c3-3613106a6711,52,nyt://article/359eabe9-1819-5e0c-b3c3-3613106a6711,"Paid Notice: Deaths  SEMBERA, PATRICIA MAE",,,"Paid Notice: Deaths  SEMBERA, PATRICIA MAE",,,,,[],,,Alzheimer
"NICKERSON - Marie - Louise Steiner, 82. Widow of Judge Eugene Nickerson, mother of Marie-Louise, Lawrie, Stephanie, Susan, grandmother of Elizabeth, Sayre, Giacomo, Josephine, Aurelia, sister of Mrs. O.J. Van Dyk. In her memory, donations may be sent to Cobble Hill Health Center, Alzheimer's Programs, 380 Henry St, Brooklyn NY 11201.",https://www.nytimes.com/2003/03/04/classified/paid-notice-deaths-nickerson-marie-louise-steiner.html,,"NICKERSON - Marie - Louise Steiner, 82. Widow of Judge Eugene Nickerson, mother of Marie-Louise, Lawrie, Stephanie, Susan, grandmother of Elizabeth, Sayre, Giacomo, Josephine, Aurelia, sister of Mrs. O.J. Van Dyk. In her memory, donations may be sent to Cobble Hill Health Center, Alzheimer's Programs, 380 Henry St, Brooklyn NY 11201.",A,23,The New York Times,[],"[{'name': 'persons', 'value': 'NICKERSON, MARIE, LOUISE STEINER', 'rank': 1, 'major': 'N'}]",2003-03-04T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/75bec363-bbe9-59e2-9458-4175e6a400b4,51,nyt://article/75bec363-bbe9-59e2-9458-4175e6a400b4,"Paid Notice: Deaths  NICKERSON, MARIE, LOUISE STEINER",,,"Paid Notice: Deaths  NICKERSON, MARIE, LOUISE STEINER",,,,,[],,,Alzheimer
"GUTNER -- Leonard Beryl, M.D., 86, died on November 26 from complications due to Alzheimer's Disease. Dr. Gutner received his undergraduate degree from Dartmouth College, a Master's degree from Columbia University and his medical degree from New York University. He is survived by his most beloved and devoted wife, Gloria (Friedman) Gutner. Loving father to his five children, Roger Gutner, Rodney Gutner, Merri Rubin, Nancy Clark and James Gutner. Adoring grandfather of Rebecca, Michael & Samuel Gutner; Tristan & Cassidy Gutner; Spencer & Carly Rubin and Ian Clark. He was predeceased by his brother, Monroe Gutner. Dr. Gutner is also survived by his loving brother-inlaw, Evan Friedman and sisters-in-law, Susan Friedman and Lillian Gutner. A memorial service will be held Friday at Congregation Emanu-el of Westchester, Rye, New York at 1:30PM; 914-967-4382. In lieu of flowers, donations may be made to the Alzheimer's Association.     GUTNER -- Leonard. The Board of Governors and members of Beach Point Club note with deep sorrow the passing of our fellow member, Leonard Gutner, and extend sincere condolences to his family. Alex C. Solowey, President",https://www.nytimes.com/2003/11/27/classified/paid-notice-deaths-gutner-leonard-beryl.html,,"GUTNER -- Leonard Beryl, M.D., 86, died on November 26 from complications due to Alzheimer's Disease. Dr. Gutner received his undergraduate degree from Dartmouth College, a Master's degree from Columbia University and his medical degree from New York University. He is survived by his most beloved and devoted wife, Gloria (Friedman) Gutner. Loving father to his five children, Roger Gutner, Rodney Gutner, Merri Rubin, Nancy Clark and James Gutner. Adoring grandfather of Rebecca, Michael & Samuel Gutner; Tristan & Cassidy Gutner; Spencer & Carly Rubin and Ian Clark. He was predeceased by his brother, Monroe Gutner. Dr. Gutner is also survived by his loving brother-inlaw, Evan Friedman and sisters-in-law, Susan Friedman and Lillian Gutner. A memorial service will be held Friday at Congregation Emanu-el of Westchester, Rye, New York at 1:30PM; 914-967-4382. In lieu of flowers, donations may be made to the Alzheimer's Association.",B,11,The New York Times,[],"[{'name': 'persons', 'value': 'GUTNER, LEONARD BERYL', 'rank': 1, 'major': 'N'}]",2003-11-27T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/dc2dfa3a-514b-5ce4-b0ed-a2921aebff7d,179,nyt://article/dc2dfa3a-514b-5ce4-b0ed-a2921aebff7d,"Paid Notice: Deaths   GUTNER, LEONARD BERYL",,,"Paid Notice: Deaths   GUTNER, LEONARD BERYL",,,,,[],,,Alzheimer
"SPRINGER--Nathan, 74, on August 12th, 2003. Born August 8th, 1929 in Brooklyn to Morris and Yetta. Served as cadre in the US Army at Chaffee, AK. A dedicated truant officer, he counseled and guided the troubled children of NYC. Nathan is survived by his sister, Estelle Warren, his children, Mark, Gary, Mathew, granddaughter, Jamie Nadine, and exwife, Sharon. Family requests donations to be made to the Alzheimer's Association.",https://www.nytimes.com/2003/08/22/classified/paid-notice-deaths-springer-nathan.html,,"SPRINGER--Nathan, 74, on August 12th, 2003. Born August 8th, 1929 in Brooklyn to Morris and Yetta. Served as cadre in the US Army at Chaffee, AK. A dedicated truant officer, he counseled and guided the troubled children of NYC. Nathan is survived by his sister, Estelle Warren, his children, Mark, Gary, Mathew, granddaughter, Jamie Nadine, and exwife, Sharon. Family requests donations to be made to the Alzheimer's Association.",A,21,The New York Times,[],"[{'name': 'persons', 'value': 'SPRINGER, NATHAN', 'rank': 1, 'major': 'N'}]",2003-08-22T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/5f5d9977-43a6-53e1-83ac-2d1cabd2842e,68,nyt://article/5f5d9977-43a6-53e1-83ac-2d1cabd2842e,"Paid Notice: Deaths   SPRINGER, NATHAN",,,"Paid Notice: Deaths   SPRINGER, NATHAN",,,,,[],,,Alzheimer
"POLLENS--Pauline Levine, 91, died on December 16, 2003, devoted wife of the late Dr. Bertram Pollens, beloved mother of sons, Martin and Richard Pollens, and daughter Linda Sherman, loving grandmother of Jason Pollens, Daniel and Benjamin Sherman. Graveside services at Beth El Cemetery, Paramus, NJ, 11 AM, Friday, December 19th. Donations to Alzheimers Foundation would be appreciated.",https://www.nytimes.com/2003/12/18/classified/paid-notice-deaths-pollens-pauline-levine.html,,"POLLENS--Pauline Levine, 91, died on December 16, 2003, devoted wife of the late Dr. Bertram Pollens, beloved mother of sons, Martin and Richard Pollens, and daughter Linda Sherman, loving grandmother of Jason Pollens, Daniel and Benjamin Sherman. Graveside services at Beth El Cemetery, Paramus, NJ, 11 AM, Friday, December 19th. Donations to Alzheimers Foundation would be appreciated.",B,9,The New York Times,[],"[{'name': 'persons', 'value': 'POLLENS, PAULINE LEVINE', 'rank': 1, 'major': 'N'}]",2003-12-18T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/786fddfc-6289-57c0-9871-6f88e8bb2ad2,57,nyt://article/786fddfc-6289-57c0-9871-6f88e8bb2ad2,"Paid Notice: Deaths   POLLENS, PAULINE LEVINE",,,"Paid Notice: Deaths   POLLENS, PAULINE LEVINE",,,,,[],,,Alzheimer
"BERK--Leon S. Of Hackensack, NJ, and Boynton Beach, FL, on September 15, 2003. Beloved husband of Frances (nee Epstein). Devoted father of Judith Dorr, Nancy Schneyer and Jane Berk. Doting grandfather of Jennifer, Amy, Brian, David and Rebecca. Services GuttermanMusicant, corner Park and Passaic Streets, Hackensack, on Wednesday at 12:30 PM. Contributions to Alzheimer's Assoc. would be appreciated.",https://www.nytimes.com/2003/09/16/classified/paid-notice-deaths-berk-leon-s.html,,"BERK--Leon S. Of Hackensack, NJ, and Boynton Beach, FL, on September 15, 2003. Beloved husband of Frances (nee Epstein). Devoted father of Judith Dorr, Nancy Schneyer and Jane Berk. Doting grandfather of Jennifer, Amy, Brian, David and Rebecca. Services GuttermanMusicant, corner Park and Passaic Streets, Hackensack, on Wednesday at 12:30 PM. Contributions to Alzheimer's Assoc. would be appreciated.",C,15,The New York Times,[],"[{'name': 'persons', 'value': 'BERK, LEON S.', 'rank': 1, 'major': 'N'}]",2003-09-16T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/94475ea8-ea23-5ed5-b2f8-f3dea028bf6e,58,nyt://article/94475ea8-ea23-5ed5-b2f8-f3dea028bf6e,"Paid Notice: Deaths   BERK, LEON S.",,,"Paid Notice: Deaths   BERK, LEON S.",,,,,[],,,Alzheimer
"BERNSTEIN--Inez. 88, on June 26, 2003. Greatly loved and cherished wife of the late Philip. Devoted and loving mother of Michael Bernstein and Elizabeth and James Fishman, adored grandmother of Deborah, Alicia, Diana, Danielle and Sarah. We will deeply miss you. Your love and caring will remain in our hearts forever. Please send contributions to the Alzheimer's Association. Services Monday, June 30, at 10 AM, at ''The Riverside,'' 76th and Amsterdam. >>AD#",https://www.nytimes.com/2003/06/29/classified/paid-notice-deaths-bernstein-inez.html,,"BERNSTEIN--Inez. 88, on June 26, 2003. Greatly loved and cherished wife of the late Philip. Devoted and loving mother of Michael Bernstein and Elizabeth and James Fishman, adored grandmother of Deborah, Alicia, Diana, Danielle and Sarah. We will deeply miss you. Your love and caring will remain in our hearts forever. Please send contributions to the Alzheimer's Association. Services Monday, June 30, at 10 AM, at ''The Riverside,'' 76th and Amsterdam. >>AD#",1,35,The New York Times,[],"[{'name': 'persons', 'value': 'BERNSTEIN, , INEZ', 'rank': 1, 'major': 'N'}]",2003-06-29T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/50b00022-6622-5c22-8788-0f896384a012,72,nyt://article/50b00022-6622-5c22-8788-0f896384a012,"Paid Notice: Deaths   BERNSTEIN, , INEZ",,,"Paid Notice: Deaths   BERNSTEIN, , INEZ",,,,,[],,,Alzheimer
"MASSEY--John Clifford. On behalf of staff, board and volunteers, our hearts go out to board member Kendall L. Massey, Tom and family on the sudden and tragic loss of their infant son, John Clifford. Though on this earth only three months, he was truly loved, and love never dies. Jed Levine, Acting Exec. Dir. Bill Kaye, Irvine Flinn, Co-Presidents Alzheimer's Association N.Y.C. Chapter",https://www.nytimes.com/2003/09/21/classified/paid-notice-deaths-massey-john-clifford.html,,"MASSEY--John Clifford. On behalf of staff, board and volunteers, our hearts go out to board member Kendall L. Massey, Tom and family on the sudden and tragic loss of their infant son, John Clifford. Though on this earth only three months, he was truly loved, and love never dies. Jed Levine, Acting Exec. Dir. Bill Kaye, Irvine Flinn, Co-Presidents Alzheimer's Association N.Y.C. Chapter",1,39,The New York Times,[],"[{'name': 'persons', 'value': 'MASSEY, JOHN CLIFFORD', 'rank': 1, 'major': 'N'}]",2003-09-21T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/1772561f-2166-5b5e-a7d5-8065ded5d966,63,nyt://article/1772561f-2166-5b5e-a7d5-8065ded5d966,"Paid Notice: Deaths   MASSEY, JOHN CLIFFORD",,,"Paid Notice: Deaths   MASSEY, JOHN CLIFFORD",,,,,[],,,Alzheimer
"MITTMAN--Joseph, on September 2, 2003. Beloved husband of Esta, devoted father of Larry and Harriet, fatherin-law of Ellyn, adored grandfather of Wesley, Jordan, Lanie and Howie. Donations may be made to the Alzheimer's Association.    MITTMAN -- Joseph. Larry, we mourn with you and your family, the loss of your wonderful father Joseph, and express our deepest sorrow and most complete friendship. Marty, Nancy, Matthew, Margaret, Brian Edelman",https://www.nytimes.com/2003/09/04/classified/paid-notice-deaths-mittman-joseph.html,,"MITTMAN--Joseph, on September 2, 2003. Beloved husband of Esta, devoted father of Larry and Harriet, fatherin-law of Ellyn, adored grandfather of Wesley, Jordan, Lanie and Howie. Donations may be made to the Alzheimer's Association.",B,11,The New York Times,[],"[{'name': 'persons', 'value': 'MITTMAN, JOSEPH', 'rank': 1, 'major': 'N'}]",2003-09-04T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/02190d58-d8dd-5dbd-ae4a-6ce112976793,66,nyt://article/02190d58-d8dd-5dbd-ae4a-6ce112976793,"Paid Notice: Deaths   MITTMAN, JOSEPH",,,"Paid Notice: Deaths   MITTMAN, JOSEPH",,,,,[],,,Alzheimer
"Former Westchester County (NY) prosecutor Grant McClellan pleads guilty in death of his mother Leatha Bledsoe, who died from infection as result of neglect; Bledsoe, who had Alzheimer's disease, was found with bedsores, pneumonia, lice and other ailments incurred while locked in bedroom of McClellan's home (M)",https://www.nytimes.com/2003/02/01/nyregion/ex-prosecutor-pleads-guilty-in-the-death-of-his-mother.html,"Former Westchester County (NY) prosecutor Grant McClellan pleads guilty in death of his mother Leatha Bledsoe, who died from infection as result of neglect; Bledsoe, who had Alzheimer's disease, was found with bedsores, pneumonia, lice and other a...","A former Westchester County prosecutor has pleaded guilty to manslaughter in the death of his mother, who had Alzheimer's disease and died of an infection after he neglected her, the authorities said today.",B,5,The New York Times,[],"[{'name': 'glocations', 'value': 'Peekskill (NY)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Westchester County (NY)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'MCCLELLAN, GRANT', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'BLEDSOE, LEATHA', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]",2003-02-01T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/0fe2bcc3-02ef-5173-badd-b2e5f7a43dc5,381,nyt://article/0fe2bcc3-02ef-5173-badd-b2e5f7a43dc5,Ex-Prosecutor Pleads Guilty In the Death Of His Mother,,,Ex-Prosecutor Pleads Guilty In the Death Of His Mother,,,,By Lydia Polgreen,"[{'firstname': 'Lydia', 'middlename': None, 'lastname': 'Polgreen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"SPERBER--Frances Wayne of New York, NY. Passed away June 1, 2003, at the age of 85. Wife of the late Seymour Sperber; step-mother of Jeffrey Sperber and Cindy Frost; step-mother-in-law of Janis Sperber and Dean Frost; step-grandmother of Marc, Marisa and Sara; sister of Kay Wagner. We will all miss her. Donations to Alzheimers Association would be appreciated: P.O. Box 64421, St. Paul, MN, 55164 >>AD#",https://www.nytimes.com/2003/06/03/classified/paid-notice-deaths-sperber-frances-wayne.html,,"SPERBER--Frances Wayne of New York, NY. Passed away June 1, 2003, at the age of 85. Wife of the late Seymour Sperber; step-mother of Jeffrey Sperber and Cindy Frost; step-mother-in-law of Janis Sperber and Dean Frost; step-grandmother of Marc, Marisa and Sara; sister of Kay Wagner. We will all miss her. Donations to Alzheimers Association would be appreciated: P.O. Box 64421, St. Paul, MN, 55164 >>AD#",B,9,The New York Times,[],"[{'name': 'persons', 'value': 'SPERBER, , FRANCES WAYNE', 'rank': 1, 'major': 'N'}]",2003-06-03T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/e0e8b838-eacc-5a7a-9ef8-b9303113023a,66,nyt://article/e0e8b838-eacc-5a7a-9ef8-b9303113023a,"Paid Notice: Deaths   SPERBER, , FRANCES WAYNE",,,"Paid Notice: Deaths   SPERBER, , FRANCES WAYNE",,,,,[],,,Alzheimer
"LERMAN-Arnold J., 78. Beloved father of Abby and Albert Hochhauser, Peter and Marty Lerman, Esther and Norman Freeman, and Lorraine Rose-Lerman and Brad Rose. Beloved grandfather of eight and great-grandfather. Dear friend of former wife, Barbara (Diamond) Ritter. Died April 1, surrounded by his family. Services were held at the Goldstein Funeral Home in Edison, New Jersey. Donations can be made to the Alzheimers Foundation, or the General Israel Orphans Home for Girls.",https://www.nytimes.com/2003/04/03/classified/paid-notice-deaths-lerman-arnold-j.html,,"LERMAN-Arnold J., 78. Beloved father of Abby and Albert Hochhauser, Peter and Marty Lerman, Esther and Norman Freeman, and Lorraine Rose-Lerman and Brad Rose. Beloved grandfather of eight and great-grandfather. Dear friend of former wife, Barbara (Diamond) Ritter. Died April 1, surrounded by his family. Services were held at the Goldstein Funeral Home in Edison, New Jersey. Donations can be made to the Alzheimers Foundation, or the General Israel Orphans Home for Girls.",D,9,The New York Times,[],"[{'name': 'persons', 'value': 'LERMAN, ARNOLD J.', 'rank': 1, 'major': 'N'}]",2003-04-03T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/54ea2231-1340-598b-99ac-84292737aed1,73,nyt://article/54ea2231-1340-598b-99ac-84292737aed1,"Paid Notice: Deaths  LERMAN, ARNOLD J.",,,"Paid Notice: Deaths  LERMAN, ARNOLD J.",,,,,[],,,Alzheimer
"SEITELMAN--Max. Beloved husband of Miriam and the late Margot (nee Bravman). Devoted father of Jeffrey (Judy), Paul (Ruth), and David (Lori); loving grandfather of Robert and Lily; Staci (Troy Marshall), Cori and Ari; Sara, Benjamin and Jessica. Brother of Leo and the late Albert. Uncle to Edward, Mark, Joan and Gail. Services ''Wien & Wien,'' 402 Park St, Hackensack, NJ, Tuesday 1:30 PM. In lieu of flowers, please donate to the Alzheimer's Association.",https://www.nytimes.com/2003/11/17/classified/paid-notice-deaths-seitelman-max.html,,"SEITELMAN--Max. Beloved husband of Miriam and the late Margot (nee Bravman). Devoted father of Jeffrey (Judy), Paul (Ruth), and David (Lori); loving grandfather of Robert and Lily; Staci (Troy Marshall), Cori and Ari; Sara, Benjamin and Jessica. Brother of Leo and the late Albert. Uncle to Edward, Mark, Joan and Gail. Services ''Wien & Wien,'' 402 Park St, Hackensack, NJ, Tuesday 1:30 PM. In lieu of flowers, please donate to the Alzheimer's Association.",B,11,The New York Times,[],"[{'name': 'persons', 'value': 'SEITELMAN, MAX', 'rank': 1, 'major': 'N'}]",2003-11-17T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/dd00dd5c-0dc3-5bae-8fd8-d351a3ab0341,73,nyt://article/dd00dd5c-0dc3-5bae-8fd8-d351a3ab0341,"Paid Notice: Deaths   SEITELMAN, MAX",,,"Paid Notice: Deaths   SEITELMAN, MAX",,,,,[],,,Alzheimer
Nicholas D Kristof Op-Ed column on enormous potential of genetic screening for mutations associated with various diseases the host of conundrums it raises,https://www.nytimes.com/2003/02/11/opinion/staying-alive-staying-human.html,Nicholas D Kristof Op-Ed column on enormous potential of genetic screening for mutations associated with various diseases the host of conundrums it raises,"I've just had my genome scanned, and unfortunately I have common mutations that give me a mildly increased risk for dangerous blood clots, schizophrenia and type 2 diabetes. Worst of all, my ApoE gene indicates I have three times the average risk for getting Alzheimer's.",A,29,The New York Times,[],"[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DNA (Deoxyribonucleic Acid)', 'rank': 2, 'major': 'N'}]",2003-02-11T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/28b9c6d0-8fe7-5936-a6ba-d534f46f861b,738,nyt://article/28b9c6d0-8fe7-5936-a6ba-d534f46f861b,"Staying Alive, Staying Human",,,"Staying Alive, Staying Human",,,,By Nicholas D. Kristof,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"ADAMS--Hamilton. 82, of Stamford, CT, died June 6 in Stamford. Husband of the late Barbara Hale Adams. Father of Jane Adams Sander, Susan B. Adams, Elizabeth S. Adams. Grandfather of two and great grandfather of two. A memorial service will be held in the Chapel of Christ Church, 254 East Putnam Ave., Greenwich, CT on Thursday, June 12, at 11:00 am. Memorial contributions may be made to the Alzheimer's Association, 607 Main Ave., Norwalk, CT. >>AD#",https://www.nytimes.com/2003/06/09/classified/paid-notice-deaths-adams-hamilton.html,,"ADAMS--Hamilton. 82, of Stamford, CT, died June 6 in Stamford. Husband of the late Barbara Hale Adams. Father of Jane Adams Sander, Susan B. Adams, Elizabeth S. Adams. Grandfather of two and great grandfather of two. A memorial service will be held in the Chapel of Christ Church, 254 East Putnam Ave., Greenwich, CT on Thursday, June 12, at 11:00 am. Memorial contributions may be made to the Alzheimer's Association, 607 Main Ave., Norwalk, CT. >>AD#",B,7,The New York Times,[],"[{'name': 'persons', 'value': 'ADAMS, , HAMILTON', 'rank': 1, 'major': 'N'}]",2003-06-09T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/ec2fbc9c-34e9-5e39-8842-64fd058dcb3f,76,nyt://article/ec2fbc9c-34e9-5e39-8842-64fd058dcb3f,"Paid Notice: Deaths   ADAMS, , HAMILTON",,,"Paid Notice: Deaths   ADAMS, , HAMILTON",,,,,[],,,Alzheimer
