abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,subsection_name,query_consulta
"Older patients are getting too many routine colonscopies, a new study finds.",https://newoldage.blogs.nytimes.com/2011/05/25/unnecessary-colon-screenings-for-elderly-patients/,"Older patients are getting too many routine colonscopies, a new study finds.","Forgive me for sounding like a broken record, to use a highly retro phrase, but the evidence on overtesting and overtreatment of older adults keeps piling higher.",The New York Times,[],"[{'name': 'subject', 'value': 'Colonoscopy', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 4, 'major': 'N'}]",2011-05-25T12:00:26+0000,article,,Health,News,nyt://article/8d2c427e-3321-542d-82a7-5098c6887d9c,877,nyt://article/8d2c427e-3321-542d-82a7-5098c6887d9c,Unnecessary Colon Screenings for Elderly Patients,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
"A decorative firepot maker stops sales after accidents, how to dispose of an old TV on the cheap, British Airways offers discounts on business-class tickets to London and other consumer-focused news from The New York Times.",https://bucks.blogs.nytimes.com/2011/06/14/tuesday-reading-decorative-firepot-maker-stops-sales-after-accidents/,"A decorative firepot maker stops sales after accidents, how to dispose of an old TV on the cheap, British Airways offers discounts on business-class tickets to London and other consumer-focused news from The New York Times.","A variety of consumer-focused articles appears daily in The New York Times and online in our blogs. Each weekday morning, we gather them together here so you can quickly scan the news that could hit you in your wallet. ",The New York Times,[],[],2011-06-14T13:38:37+0000,article,,Your Money,News,nyt://article/d0106060-a739-5bd2-ae30-43a0484cc4ad,155,nyt://article/d0106060-a739-5bd2-ae30-43a0484cc4ad,Tuesday Reading: Decorative Firepot Maker Stops Sales After Accidents,Bucks,,,,,,By Ann Carrns,"[{'firstname': 'Ann', 'middlename': None, 'lastname': 'Carrns', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
This word has appeared in 38 New York Times articles in the past year.,https://learning.blogs.nytimes.com/2011/03/09/word-of-the-day-unaccountable/,This word has appeared in 38 New York Times articles in the past year.,unaccountable •\ˌən-ə-ˈkau̇n-tə-bəl\• adjective,The New York Times,[],[],2011-03-09T05:08:56+0000,article,,Education,,nyt://article/2f662bb2-fb90-5f4e-9aff-5fe7fb1aff81,223,nyt://article/2f662bb2-fb90-5f4e-9aff-5fe7fb1aff81,Word of the Day | unaccountable,The Learning Network,,,,,,By The Learning Network,[],The Learning Network,,,,dementia
Series B of the Throughline Artists’ Summer Shorts 5 festival of new American plays is a New York affair.,https://www.nytimes.com/2011/08/22/theater/reviews/summer-shorts-festival-at-59e59-review.html,Series B of the Throughline Artists’ Summer Shorts 5 festival of new American plays is a New York affair.,An Upper West Sider is walking past Citarella when her head falls off. Two elegant couples celebrate New Year’s Eve at the Waldorf-Astoria with increasing venom. A gay man visits his dementia-isolated mother in Queens. ,The New York Times,"[{'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/22/arts/summer-2/summer-2-blog480.jpg', 'height': 416, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/22/arts/summer-2/summer-2-jumbo.jpg', 'height': 888, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/22/arts/summer-2/summer-2-popup.jpg', 'height': 563, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/22/arts/summer-2/summer-2-articleInline.jpg', 'height': 165, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/22/arts/summer-2/summer-2-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/08/22/arts/summer-2/summer-2-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Reddin, Keith', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Rivera, Jose', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Howe, Tina', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Scheffer, Will', 'rank': 5, 'major': 'N'}]",2011-08-21T22:10:07+0000,article,Culture,Theater,Review,nyt://article/7708ce0f-797f-5266-a9f1-52bf8447f9ae,535,nyt://article/7708ce0f-797f-5266-a9f1-52bf8447f9ae,It Takes a Headless Lady to Cause New Yorkers to Stop,Theater Review | Summer Shorts 5 ,,It Takes a Headless Lady to Cause New Yorkers to Stop,,,,By Anita Gates,"[{'firstname': 'Anita', 'middlename': None, 'lastname': 'Gates', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,3,Theater Reviews,dementia
A study showed that people who had diabetes or high blood pressure at the beginning of the study were more likely to have signs of brain deterioration and lower mental function 13 years later.,https://www.nytimes.com/2011/08/09/health/research/09risks.html,A study showed that people who had diabetes or high blood pressure at the beginning of the study were more likely to have signs of brain deterioration and lower mental function 13 years later.,"Cardiovascular risk factors in middle age are associated with brain deterioration and a decline in mental function later in life, a new report has found.",The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}]",2011-08-08T20:00:55+0000,article,Science,Health,News,nyt://article/ec1de053-3cea-5bff-a2bc-6ceaab590074,207,nyt://article/ec1de053-3cea-5bff-a2bc-6ceaab590074,Risks: Heart Risks May Hasten Mental Decline,Vital Signs,,Risks: Heart Risks May Hasten Mental Decline,,,,By Nicholas Bakalar,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Bakalar', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,6,Research,dementia
"For the millions of Americans who suffer from mild to severe winter blues, bright-light therapy is the treatment of choice, with response rates comparable with those of antidepressants",https://well.blogs.nytimes.com/2011/11/14/light-therapy-for-dark-days/,"For the millions of Americans who suffer from mild to severe winter blues, bright-light therapy is the treatment of choice, with response rates comparable with those of antidepressants","For the millions of Americans who suffer from mild to severe winter blues — a condition called seasonal affective disorder, or S.A.D. — bright-light therapy is the treatment of choice, with response rates comparable with those of antidepressants, reports today’s Consumer column.",The New York Times,[],[],2011-11-14T21:51:57+0000,article,,Health,News,nyt://article/970ba76b-0e9d-5e2e-a567-7d212c37f315,228,nyt://article/970ba76b-0e9d-5e2e-a567-7d212c37f315,Light Therapy for Dark Days,Well,,,,,,By Tara Parker-Pope,"[{'firstname': 'Tara', 'middlename': None, 'lastname': 'Parker-Pope', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
Findings of the Women’s Health Initiative.,https://www.nytimes.com/2011/04/10/weekinreview/10estrogen-sidebar.html,Findings of the Women’s Health Initiative.,1991 National Institutes of Health embarks on a study of menopause hormones after observational data suggest that women who use hormones have lower rates of heart disease.,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/10/weekinreview/POPE-jp/POPE-jp-articleLarge.jpg', 'height': 301, 'width': 600, 'legacy': {'xlarge': 'images/2011/04/10/weekinreview/POPE-jp/POPE-jp-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 301}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/10/weekinreview/POPE-jp/POPE-jp-blog480.jpg', 'height': 240, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/10/weekinreview/POPE-jp/POPE-jp-jumbo.jpg', 'height': 513, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/10/weekinreview/POPE-jp/POPE-jp-popup.jpg', 'height': 326, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/10/weekinreview/POPE-jp/POPE-jp-articleInline.jpg', 'height': 95, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/10/weekinreview/POPE-jp/POPE-jp-sfSpan.jpg', 'height': 198, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}]",[],2011-04-09T18:18:42+0000,article,WeekInReview,Week in Review,News,nyt://article/c5de19eb-11a6-5bf7-bb22-709dafc868fd,210,nyt://article/c5de19eb-11a6-5bf7-bb22-709dafc868fd,Landmarks From Two Decades of Study,,,,,,,By The New York Times,[],The New York Times,,,,dementia
"Fellow coaches were stunned by Pat Summitt’s diagnosis of dementia but hardly surprised that the Tennessee Lady Vols coach approached it in her signature way — head-on, open, and resolute.",https://www.nytimes.com/2011/08/25/sports/ncaabasketball/pat-summitt-faces-dementia-with-fierce-determination.html,"Fellow coaches were stunned by Pat Summitt’s diagnosis of dementia but hardly surprised that the Tennessee Lady Vols coach approached it in her signature way — head-on, open, and resolute.","When Pat Summitt became head coach of the Tennessee Lady Vols in 1974, she drove the team van and began to shift gears on the long uphill climb for women’s sports.",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/25/sports/SUMMITT/SUMMITT-jumbo.jpg', 'height': 1024, 'width': 748, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/25/sports/SUMMITT/SUMMITT-popup.jpg', 'height': 500, 'width': 365, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/25/sports/SUMMITT/SUMMITT-articleInline.jpg', 'height': 260, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/25/sports/SUMMITT/SUMMITT-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/08/25/sports/SUMMITT/SUMMITT-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Basketball (College)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Conradt, Jody', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Tennessee', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Basketball', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'College Athletics', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Title IX (Gender Discrimination Legislation)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Coaches and Managers', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Summitt, Pat', 'rank': 9, 'major': 'N'}]",2011-08-25T00:56:19+0000,article,Sports,Sports,News,nyt://article/6f6a82eb-1693-5370-8509-a6d98a9ed6d9,982,nyt://article/6f6a82eb-1693-5370-8509-a6d98a9ed6d9,A History of Fearlessness,On Basketball,,A History of Fearlessness,,,,By Jeré Longman,"[{'firstname': 'Jeré', 'middlename': None, 'lastname': 'Longman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,10,College Basketball,dementia
When is it OK for caregivers to fib?,https://newoldage.blogs.nytimes.com/2011/09/21/white-lies-and-worse/,When is it OK for caregivers to fib?,"My friend Roberta has been looking after her mother for years. She’s been concealing the truth from her for years, too. Roberta’s mother is pretty healthy at age 92, exuberantly odd but lucid — “wildly wrong about many things, but she’s not demented,” her daughter told me. But she’s prone to periods of severe anxiety, which then produce stomach pain and indigestion.",The New York Times,[],"[{'name': 'subject', 'value': 'Elder Care', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Lying', 'rank': 3, 'major': 'N'}]",2011-09-21T17:45:27+0000,article,,Health,News,nyt://article/79ef12e1-935d-5381-9403-6d3569a895ea,1079,nyt://article/79ef12e1-935d-5381-9403-6d3569a895ea,White Lies and Worse,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
Mr. Selame had a minimalist sensibility and defied convention to make a bank warm and approachable.,https://www.nytimes.com/2011/04/20/business/media/20selame.html,Mr. Selame had a minimalist sensibility and defied convention to make a bank warm and approachable.,"Joseph Selame, who created a wide array of familiar logos and brand identities for dozens of companies and nonprofit organizations, including Apple Bank, Goodwill Industries, Kodak and CVS Pharmacy, died on March 29 in Boca Raton, Fla. He was 86.",The New York Times,"[{'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/21/nyregion/21selame/21selame-blog480.jpg', 'height': 352, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/21/nyregion/21selame/21selame-jumbo.jpg', 'height': 751, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/21/nyregion/21selame/21selame-popup.jpg', 'height': 477, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/21/nyregion/21selame/21selame-articleInline.jpg', 'height': 139, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/21/nyregion/21selame/21selame-sfSpan.jpg', 'height': 290, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/21/nyregion/21selame/21selame-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/04/21/nyregion/21selame/21selame-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Logos', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Advertising and Marketing', 'rank': 3, 'major': 'N'}]",2011-04-20T14:27:18+0000,article,Business,Business Day,Obituary (Obit),nyt://article/5a63ab4b-e62a-57e8-a5a7-01df654e9c9b,613,nyt://article/5a63ab4b-e62a-57e8-a5a7-01df654e9c9b,"Joseph Selame, Designer of Corporate Logos, Dies at 86",,,"Joseph Selame, 86, Designer of Logos",,,,By Steven Heller,"[{'firstname': 'Steven', 'middlename': None, 'lastname': 'Heller', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,25,Media,dementia
"Dave Duerson, a former N.F.L. player who committed suicide, wanted his brain to go to research.",https://www.nytimes.com/2011/02/23/sports/football/23duerson.html,"Dave Duerson, a former N.F.L. player who committed suicide, wanted his brain to go to research.","SUNNY ISLES BEACH, Fla.  The words came up on Alicia Duerson’s cellphone as blithely as text messages typically do, but this one was different: her former husband, the former Chicago Bears star Dave Duerson, asked her to donate his brain for research.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/23/sports/23duerson1/23duerson1-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {'xlarge': 'images/2011/02/23/sports/23duerson1/23duerson1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 315}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/23/sports/23duerson1/23duerson1-jumbo.jpg', 'height': 668, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/23/sports/23duerson1/23duerson1-popup.jpg', 'height': 424, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/23/sports/23duerson1/23duerson1-articleInline.jpg', 'height': 124, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/23/sports/23duerson1/23duerson1-sfSpan.jpg', 'height': 258, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}]","[{'name': 'subject', 'value': 'Suicides and Suicide Attempts', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Duerson, Dave', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Chicago Bears', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 6, 'major': 'N'}]",2011-02-22T21:10:37+0000,article,Sports,Sports,News,nyt://article/3a815971-3ffc-54d0-8ba9-15f3707a6bb2,1550,nyt://article/3a815971-3ffc-54d0-8ba9-15f3707a6bb2,"A Suicide, a Last Request, a Family’s Questions",,,"A Suicide, a Last Request, a Family’s Questions",,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,Pro Football,dementia
"A government audit finds that nearly one in seven nursing home residents receives powerful antipsychotic drugs, though they are not approved for such use.",https://newoldage.blogs.nytimes.com/2011/05/10/antipsychotics-overused-in-nursing-homes-audit-finds/,"A government audit finds that nearly one in seven nursing home residents receives powerful antipsychotic drugs, though they are not approved for such use.","The Times reports today that that nearly one in seven elderly nursing home residents, almost all of them with dementia, are given powerful atypical antipsychotic drugs even though the medicines increase the risk of death and are not approved for such treatments, a government audit found.",The New York Times,[],"[{'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 4, 'major': 'N'}]",2011-05-10T15:57:29+0000,article,,Health,,nyt://article/b30ed3eb-0221-5b9d-a0f0-2dea71dd6552,242,nyt://article/b30ed3eb-0221-5b9d-a0f0-2dea71dd6552,"Antipsychotics Overused in Nursing Homes, Audit Finds",The New Old Age,,,,,,By The New York Times,[],The New York Times,,,,dementia
"For millions with a neurological condition called mild cognitive impairment, lapses in word-finding and name recall are often common.",https://www.nytimes.com/2011/09/06/health/06brody.html,"For millions with a neurological condition called mild cognitive impairment, lapses in word-finding and name recall are often common.",Who hasn’t struggled occasionally to come up with a desired word or the name of someone near and dear? I was still in my 40s when one day the first name of my stepmother of 30-odd years suddenly escaped me. I had to introduce her to a friend as “Mrs. Brody.” ,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/06/science/06BROD/06BROD-jumbo.jpg', 'height': 1024, 'width': 658, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/06/science/06BROD/06BROD-popup.jpg', 'height': 500, 'width': 321, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/06/science/06BROD/06BROD-articleInline.jpg', 'height': 296, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/06/science/06BROD/06BROD-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/09/06/science/06BROD/06BROD-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Elderly', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]",2011-09-05T18:31:57+0000,article,Science,Health,News,nyt://article/c63630ac-617a-52f7-a952-6f73d5bd3853,1081,nyt://article/c63630ac-617a-52f7-a952-6f73d5bd3853,When Lapses Are Not Just Signs of Aging,Personal Health,,When Lapses Are Not Just Signs of Aging,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,7,,dementia
"An early riser, the Rev. Al Sharpton recites poetry for inspiration, hops on the treadmill, does two radio shows and preaches church services around town.",https://www.nytimes.com/2011/03/06/nyregion/06routine.html,"An early riser, the Rev. Al Sharpton recites poetry for inspiration, hops on the treadmill, does two radio shows and preaches church services around town.","Unmistakable and formidable, if a physically reduced version of the man he once was, the Rev. Al Sharpton, 56, uses Sundays as his “half-down day.” It’s a workday, for sure — including two hourlong radio broadcasts — but it also offers chances for decompression, companionship, exercise, sending texts and posting on Twitter. A Brooklyn native, Mr. Sharpton lives in a two-bedroom apartment in the West 70s in Manhattan. —DAVID M. HALBFINGER ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/06/nyregion/06ROUTINE-SPAN/06ROUTINE-SPAN-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {'xlarge': 'images/2011/03/06/nyregion/06ROUTINE-SPAN/06ROUTINE-SPAN-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 315}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/06/nyregion/06ROUTINE-SPAN/06ROUTINE-SPAN-jumbo.jpg', 'height': 315, 'width': 600, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/06/nyregion/06ROUTINE-SPAN/06ROUTINE-SPAN-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/06/nyregion/06ROUTINE-SPAN/06ROUTINE-SPAN-sfSpan.jpg', 'height': 207, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/06/nyregion/06ROUTINE-SPAN/06ROUTINE-SPAN-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/03/06/nyregion/06ROUTINE-SPAN/06ROUTINE-SPAN-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Twitter', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Sharpton, Al', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 3, 'major': 'N'}]",2011-03-05T00:54:23+0000,article,Metro,New York,News,nyt://article/7bffb38d-0e60-5c34-a433-dc163932189c,713,nyt://article/7bffb38d-0e60-5c34-a433-dc163932189c,‘The Wake-Up Is a Victory’,Sunday Routine,,‘The Wake-Up Is a Victory’,,,,By David M. Halbfinger,"[{'firstname': 'David', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,MB,2,,dementia
"At 92, Mom still laughs readily, especially at herself, still dances a few steps whenever she hears jazz. She just can’t remember anything.",https://newoldage.blogs.nytimes.com/2011/01/11/the-agenda-for-today/,"At 92, Mom still laughs readily, especially at herself, still dances a few steps whenever she hears jazz. She just can’t remember anything.","I stagger from my bedroom at the usual hour, careful to catch the door with my foot so it won’t bang, and head for the coffee pot. The windows are still dark.",The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 3, 'major': 'N'}]",2011-01-11T13:00:55+0000,article,,Health,,nyt://article/6c62da4a-f117-59c0-a1f2-4fe0a4b5c0e5,1072,nyt://article/6c62da4a-f117-59c0-a1f2-4fe0a4b5c0e5,The Agenda for Today,The New Old Age,,,,,,By Celia Watson Seupel,"[{'firstname': 'Celia', 'middlename': 'Watson', 'lastname': 'Seupel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
