abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name,query_consulta
"  Philip E. Kraus, an educator and author who was an expert on gifted children, died on Sunday at his home in Manhattan. He was 87.   He had suffered from Alzheimer's disease for several years, said a daughter, Lucy Kraus.",https://www.nytimes.com/1995/04/14/obituaries/philip-e-kraus-87-teacher-and-author.html,,"Philip E. Kraus, an educator and author who was an expert on gifted children, died on Sunday at his home in Manhattan. He was 87.",D,21,The New York Times,[],"[{'name': 'persons', 'value': 'KRAUS, PHILIP E', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-04-14T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/c1289e08-3b64-5b4b-8497-a38b9ab8b1d1,208,nyt://article/c1289e08-3b64-5b4b-8497-a38b9ab8b1d1,"Philip E. Kraus, 87, Teacher and Author",,,"Philip E. Kraus, 87, Teacher and Author",,,,,[],,,Alzheimer
"  Shares in Athena Neuroscience Inc. fell sharply today after the company said that it had received a letter from the Food and Drug Administration stating that its drug Zanaflex, a potential treatment for spasticity resulting from spinal cord injury, was not approvable.   Zanaflex is one of several drugs that Athena has licensed from other manufacturers to produce sales while it develops its own drugs for the treatment of Alzheimer's disease and other neurological disorders. Zanaflex is Athena's name for tizanidine hydrochloride, which is marketed in more than 50 countries by Sandoz Pharma Ltd. and its affiliates under the brand names Sirdalud and Ternelin; it had 1994 sales of more than $100 million.",https://www.nytimes.com/1995/03/08/business/business-technology-athena-shares-plunge-on-rejection-of-drug.html,,"Shares in Athena Neuroscience Inc. fell sharply today after the company said that it had received a letter from the Food and Drug Administration stating that its drug Zanaflex, a potential treatment for spasticity resulting from spinal cord injury, was not approvable.",D,7,The New York Times,[],"[{'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Athena Neurosciences Inc', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Spine (Body Part)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'ZANAFLEX (DRUG)', 'rank': 5, 'major': 'N'}]",1995-03-08T05:00:00+0000,article,Business/Financial Desk,Business Day,News,nyt://article/f9badc99-cc7b-57e2-b737-429b3834da65,484,nyt://article/f9badc99-cc7b-57e2-b737-429b3834da65,Athena Shares Plunge On Rejection of Drug,BUSINESS TECHNOLOGY,,BUSINESS TECHNOLOGY; Athena Shares Plunge On Rejection of Drug,,,,By Lawrence M. Fisher,"[{'firstname': 'Lawrence', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"  Ross F. Anderson, a retired San Francisco retail-chain executive, died on Sunday at his home in Menlo Park, Calif. He was 75 and also had a home in Rutherford, Calif.   The cause was complications from Alzheimer's disease, his family said.",https://www.nytimes.com/1995/06/08/obituaries/ross-anderson-75-retailing-executive.html,,"Ross F. Anderson, a retired San Francisco retail-chain executive, died on Sunday at his home in Menlo Park, Calif. He was 75 and also had a home in Rutherford, Calif.",D,25,The New York Times,[],"[{'name': 'persons', 'value': 'ANDERSON, ROSS F', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-06-08T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/41499da2-44ed-5f10-90af-ce3b2a070cf7,222,nyt://article/41499da2-44ed-5f10-90af-ce3b2a070cf7,"Ross Anderson, 75, Retailing Executive",,,"Ross Anderson, 75, Retailing Executive",,,,,[],,,Alzheimer
"  Harlan Logan, who after careers as a teacher, magazine editor and public relations consultant became a State Representative when he retired to New Hampshire in 1961, died on Dec. 16 in Hanover, N.H. A longtime resident of Meriden, N.H., he was 90.   The cause was Alzheimer's disease, said his daughter Lois Evans of Manhattan.",https://www.nytimes.com/1995/01/05/obituaries/harlan-logan-90-editor-and-politician.html,,"Harlan Logan, who after careers as a teacher, magazine editor and public relations consultant became a State Representative when he retired to New Hampshire in 1961, died on Dec. 16 in Hanover, N.H. A longtime resident of Meriden, N.H., he was 90.",B,10,The New York Times,[],"[{'name': 'persons', 'value': 'LOGAN, HARLAN', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-01-05T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/530898ab-1c3d-50c8-b6fe-d5bcc4309449,230,nyt://article/530898ab-1c3d-50c8-b6fe-d5bcc4309449,"Harlan Logan, 90, Editor and Politician",,,"Harlan Logan, 90, Editor and Politician",,,,,[],,,Alzheimer
"  Jerry Lester, an ebullient comedian and former song-and-dance man who became the host of the first successful late-night network television talk and variety show, died on Thursday in a Miami nursing home. He was 85.   His wife, Alice, said the cause was complications of Alzheimer's disease.",https://www.nytimes.com/1995/03/25/obituaries/jerry-lester-early-tv-host-and-comedian-is-dead-at-85.html,,"Jerry Lester, an ebullient comedian and former song-and-dance man who became the host of the first successful late-night network television talk and variety show, died on Thursday in a Miami nursing home. He was 85.",1,10,The New York Times,[],"[{'name': 'persons', 'value': 'LESTER, JERRY', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 4, 'major': 'N'}]",1995-03-25T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/cd25addf-5904-59c9-8399-9367aee775af,536,nyt://article/cd25addf-5904-59c9-8399-9367aee775af,"Jerry Lester, Early TV Host And Comedian, Is Dead at 85",,,"Jerry Lester, Early TV Host And Comedian, Is Dead at 85",,,,By Ronald Sullivan,"[{'firstname': 'Ronald', 'middlename': None, 'lastname': 'Sullivan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"  Walter L. Welch, an authority on early recordings and phonographs and founding director of the Belfer Audio Laboratory and Archive at Syracuse University, died on Friday at the Hallmark Nursing Home in Minoa, N.Y. He was 94.   A lifelong resident of Syracuse, he had been admitted to the nursing home with Alzheimer's disease four years ago, the university said.",https://www.nytimes.com/1995/04/06/nyregion/walter-welch-94-recordings-expert-founded-audio-lab.html,,"Walter L. Welch, an authority on early recordings and phonographs and founding director of the Belfer Audio Laboratory and Archive at Syracuse University, died on Friday at the Hallmark Nursing Home in Minoa, N.Y. He was 94.",D,31,The New York Times,[],"[{'name': 'persons', 'value': 'WELCH, WALTER L', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-04-06T05:00:00+0000,article,Metropolitan Desk,New York,Biography,nyt://article/34f552a8-1fb8-5990-84c6-6350f658ac2a,265,nyt://article/34f552a8-1fb8-5990-84c6-6350f658ac2a,"Walter Welch, 94; Recordings Expert Founded Audio Lab",,,"Walter Welch, 94; Recordings Expert Founded Audio Lab",,,,By Wolfgang Saxon,"[{'firstname': 'Wolfgang', 'middlename': None, 'lastname': 'Saxon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"  Dr. Gily Epstein Bard-Staroben, a plant scientist at the City University of New York for some 30 years, died on Wednesday at a nursing home in Gaithersburg, Md. A longtime resident of Tuckahoe, N.Y., she was 70.   The cause was Alzheimer's disease, her family said.",https://www.nytimes.com/1995/02/25/obituaries/gily-bard-staroben-plant-scientist-70.html,,"Dr. Gily Epstein Bard-Staroben, a plant scientist at the City University of New York for some 30 years, died on Wednesday at a nursing home in Gaithersburg, Md. A longtime resident of Tuckahoe, N.Y., she was 70.",1,11,The New York Times,[],"[{'name': 'persons', 'value': 'BARD-STAROBEN, GILY', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-02-25T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/86b32275-d1b0-5cdd-8762-995e117a0d94,282,nyt://article/86b32275-d1b0-5cdd-8762-995e117a0d94,"Gily Bard-Staroben, Plant Scientist, 70",,,"Gily Bard-Staroben, Plant Scientist, 70",,,,,[],,,Alzheimer
"  Sidney Slon, a radio scriptwriter who wrote ""The Shadow"" and ""Dick Tracy"" shows in the 1940's, died on Saturday morning at a nursing home in Ramapo, N.Y. He was 84 years old and lived most of his life in Manhattan.    He died of heart failure after suffering from Alzheimer's disease for five years, his family said.",https://www.nytimes.com/1995/01/23/obituaries/sidney-slon-84-radio-scriptwriter.html,,"Sidney Slon, a radio scriptwriter who wrote ""The Shadow"" and ""Dick Tracy"" shows in the 1940's, died on Saturday morning at a nursing home in Ramapo, N.Y. He was 84 years old and lived most of his life in Manhattan.",B,8,The New York Times,[],"[{'name': 'persons', 'value': 'SLON, SIDNEY', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-01-23T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/61323ec5-c9ad-5cfe-979f-d875a72bb4fc,262,nyt://article/61323ec5-c9ad-5cfe-979f-d875a72bb4fc,"Sidney Slon, 84, Radio Scriptwriter",,,"Sidney Slon, 84, Radio Scriptwriter",,,,,[],,,Alzheimer
"  Several patients at a county-owned nursing home in Westchester have inflicted physical or sexual abuse on at least 10 other patients since December, the State Department of Health has charged.   In a report, health officials put the blame on administrators at the Ruth Taylor Geriatric and Rehabilitation Institute in Hawthorne, charging that they did not adequately supervise a locked 33-bed unit for patients suffering from Alzheimer's disease and other dementia. The report paints a chaotic picture of conditions there, with apparent slapping matches breaking out among patients and with several patients wandering out of the unit.",https://www.nytimes.com/1995/08/25/nyregion/patients-abuse-other-patients-at-nursing-home-report-says.html,,"Several patients at a county-owned nursing home in Westchester have inflicted physical or sexual abuse on at least 10 other patients since December, the State Department of Health has charged.",B,4,The New York Times,[],"[{'name': 'glocations', 'value': 'Westchester County (NY)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'TAYLOR, RUTH, GERIATRIC AND REHABILITATION INSTITUTE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sex Crimes', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Assaults', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 5, 'major': 'N'}]",1995-08-25T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/fe1eb748-15c5-5e68-963f-f4cf740d8885,449,nyt://article/fe1eb748-15c5-5e68-963f-f4cf740d8885,"Patients Abuse Other Patients At Nursing Home, Report Says",,,"Patients Abuse Other Patients At Nursing Home, Report Says",,,,By Ian Fisher,"[{'firstname': 'Ian', 'middlename': None, 'lastname': 'Fisher', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"  John Allen Buggs, an expert in community relations who was the staff director of the United States Civil Rights Commission for much of the 1970's, died on Tuesday at Cedars-Sinai Hospital in Los Angeles. He was 79.   He had Alzheimer's disease, his family said.",https://www.nytimes.com/1995/03/13/obituaries/john-allen-buggs-79-is-dead-worked-for-civil-rights-panel.html,,"John Allen Buggs, an expert in community relations who was the staff director of the United States Civil Rights Commission for much of the 1970's, died on Tuesday at Cedars-Sinai Hospital in Los Angeles. He was 79.",B,7,The New York Times,[],"[{'name': 'persons', 'value': 'BUGGS, JOHN ALLEN', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-03-13T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/f94813b3-26b2-596f-865a-8ac5ecdaa5f1,313,nyt://article/f94813b3-26b2-596f-865a-8ac5ecdaa5f1,"John Allen Buggs, 79, Is Dead; Worked for Civil Rights Panel",,,"John Allen Buggs, 79, Is Dead; Worked for Civil Rights Panel",,,,By Eric Pace,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Pace', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"  Douglas V. Steere, an author and philosophy professor at Haverford College from 1928 to 1964 who helped organize Quaker relief efforts in Finland, Norway and Poland after World War II, died on Feb. 6 at his residence in the Quadrangle, a retirement community in Haverford, Pa. He was 93.   The cause was Alzheimer's disease, said his wife, Dorothy Mac Eachron Steere.",https://www.nytimes.com/1995/02/16/obituaries/douglas-steere-93-author-professor-and-quaker-leader.html,,"Douglas V. Steere, an author and philosophy professor at Haverford College from 1928 to 1964 who helped organize Quaker relief efforts in Finland, Norway and Poland after World War II, died on Feb. 6 at his residence in the Quadrangle, a retirement community in Haverford, Pa. He was 93.",D,23,The New York Times,[],"[{'name': 'persons', 'value': 'STEERE, DOUGLAS V', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-02-16T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/cb064349-00eb-544b-9063-1701ab0240fe,282,nyt://article/cb064349-00eb-544b-9063-1701ab0240fe,"Douglas Steere, 93, Author, Professor And Quaker Leader",,,"Douglas Steere, 93, Author, Professor And Quaker Leader",,,,By J. Michael Elliott,"[{'firstname': 'J.', 'middlename': 'Michael', 'lastname': 'Elliott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"  I DON'T PAINT FOR A LIVING; I paint to live. That's how I live,"" Willem de Kooning often said to a visitor who periodically dropped in at his East Hampton studio during the 1970's and 80's. By the Easter he turned 83, in 1987, it was literally true.   On that Sunday morning, de Kooning's attention was focused only briefly on the business of his habitual courtly greeting or the startling purple coordinates in which his wife, Elaine de Kooning, had costumed herself.",https://www.nytimes.com/1995/09/24/arts/art-strokes-of-genius-or-flailings-in-the-dark.html,,"I DON'T PAINT FOR A LIVING; I paint to live. That's how I live,"" Willem de Kooning often said to a visitor who periodically dropped in at his East Hampton studio during the 1970's and 80's. By the Easter he turned 83, in 1987, it was literally true.",2,34,The New York Times,[],"[{'name': 'organizations', 'value': 'San Francisco Museum of Modern Art', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'de Kooning, Willem', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 4, 'major': 'N'}]",1995-09-24T05:00:00+0000,article,Arts and Leisure Desk,Arts,Biography,nyt://article/8db997db-c43f-526d-9058-367847a703d3,1917,nyt://article/8db997db-c43f-526d-9058-367847a703d3,"Strokes of Genius, or Flailings in the Dark?",ART,,"ART; Strokes of Genius, or Flailings in the Dark?",,,,By Amei Wallach,"[{'firstname': 'Amei', 'middlename': None, 'lastname': 'Wallach', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"  Donald Manfred Roehrs, a landscape architect who received more than 40 awards for his garden designs, died on Sunday at St. Joseph's Hospital in Paterson, N.J. He was 80 and had lived in Franklin Lakes, N.J., most of his life.   The cause was complications from Alzheimer's disease, his family said.",https://www.nytimes.com/1995/05/24/obituaries/donald-roehrs-architect-80-for-gardens.html,,"Donald Manfred Roehrs, a landscape architect who received more than 40 awards for his garden designs, died on Sunday at St. Joseph's Hospital in Paterson, N.J. He was 80 and had lived in Franklin Lakes, N.J., most of his life.",D,19,The New York Times,[],"[{'name': 'persons', 'value': 'ROEHRS, DONALD', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-05-24T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/4900bc26-7bdd-57cb-9b3f-7dd8ba6807df,312,nyt://article/4900bc26-7bdd-57cb-9b3f-7dd8ba6807df,"Donald Roehrs, Architect, 80, For Gardens",,,"Donald Roehrs, Architect, 80, For Gardens",,,,By J. Michael Elliott,"[{'firstname': 'J.', 'middlename': 'Michael', 'lastname': 'Elliott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"  Hector (Toe) Blake, the crusty Montreal Canadien who left his name on the Stanley Cup 11 times, including a record eight coaching championships, died yesterday at a Montreal nursing home. He was 82.   He had been suffering from Alzheimer's disease, the Canadiens said.",https://www.nytimes.com/1995/05/18/obituaries/hector-toe-blake-82-is-dead-coach-of-canadiens-title-teams.html,,"Hector (Toe) Blake, the crusty Montreal Canadien who left his name on the Stanley Cup 11 times, including a record eight coaching championships, died yesterday at a Montreal nursing home. He was 82.",B,15,The New York Times,[],"[{'name': 'persons', 'value': 'BLAKE, HECTOR', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-05-18T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/160a2d1e-fc50-5a6b-b3c2-9d4c043c6364,595,nyt://article/160a2d1e-fc50-5a6b-b3c2-9d4c043c6364,"Hector (Toe) Blake, 82, Is Dead; Coach of Canadiens Title Teams",,,"Hector (Toe) Blake, 82, Is Dead; Coach of Canadiens Title Teams",,,,By Robert Mcg. Thomas Jr,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Mcg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"  Charles B. McCoy, who as chairman and president of E. I. du Pont de Nemours & Company helped turn a family-run company into a modern corporation, died on Monday at Stonegates, a retirement home in Greenville, Del. He was 85.   The cause was Alzheimer's disease, from which he had suffered since 1989, said his son Robert, of Wilmington, Del.",https://www.nytimes.com/1995/01/18/obituaries/charles-b-mccoy-85-executive-and-ex-chairman-of-du-pont.html,,"Charles B. McCoy, who as chairman and president of E. I. du Pont de Nemours & Company helped turn a family-run company into a modern corporation, died on Monday at Stonegates, a retirement home in Greenville, Del. He was 85.",D,21,The New York Times,[],"[{'name': 'persons', 'value': 'MCCOY, CHARLES B', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-01-18T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/a07086c1-e91d-5bac-9e60-6e7b0ad8a958,354,nyt://article/a07086c1-e91d-5bac-9e60-6e7b0ad8a958,"Charles B. McCoy, 85, Executive And Ex-Chairman of Du Pont",,,"Charles B. McCoy, 85, Executive And Ex-Chairman of Du Pont",,,,By Leslie Eaton,"[{'firstname': 'Leslie', 'middlename': None, 'lastname': 'Eaton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"According to a recent survey of people considered at risk for developing Alzheimer's, 63 percent said they would take a genetic test for the disease, even though there is no treatment or cure for it. The study, which surveyed people who had a close relative with the disease, sparked renewed debate on the  ethics of testing for incurable genetic diseases. 

     But while doctors continue to ponder the use of such tests on adults, would-be parents are already using genetic screening for what they consider a clearly responsible purpose: insuring the birth of healthy children. These tests ultimately pose the most complex problems of all: What constitutes health? And who bears responsibility for decisions affecting unborn children?",https://www.nytimes.com/1995/12/29/opinion/who-deserves-to-be-born.html,"According to a recent survey of people considered at risk for developing Alzheimer's, 63 percent said they would take a genetic test for the disease, even though there is no treatment or cure for it. The study, which surveyed people who had a clos...","According to a recent survey of people considered at risk for developing Alzheimer's, 63 percent said they would take a genetic test for the disease, even though there is no treatment or cure for it. The study, which surveyed people who had a close relative with the disease, sparked renewed debate on the ethics of testing for incurable genetic diseases. ",A,35,The New York Times,[],"[{'name': 'persons', 'value': 'Lavine, Steven D', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reproduction (Biological)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Abortion', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 6, 'major': 'N'}]",1995-12-29T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/a3ed412a-e250-55d9-a8d1-657f6cbcdd2c,635,nyt://article/a3ed412a-e250-55d9-a8d1-657f6cbcdd2c,Who Deserves to Be Born?,,,Who Deserves to Be Born?,,,,By Steven D. Lavine,"[{'firstname': 'Steven', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
  The police say it is increasingly likely that the 1992 Buick Regal belonging to an elderly Teaneck couple who were last seen two weeks ago veered off the road in upstate New York and may be hidden by dense woods.,https://www.nytimes.com/1995/06/28/nyregion/new-jersey-daily-briefing-couple-feared-lost-in-woods.html,,The police say it is increasingly likely that the 1992 Buick Regal belonging to an elderly Teaneck couple who were last seen two weeks ago veered off the road in upstate New York and may be hidden by dense woods.,B,1,The New York Times,[],"[{'name': 'glocations', 'value': 'New York State', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'KIRVIN, EDWARD', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'KIRVIN, AUDREY', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Missing Persons', 'rank': 4, 'major': 'N'}]",1995-06-28T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/5ba44a17-06ad-5b47-ac4e-a5a670e6f875,103,nyt://article/5ba44a17-06ad-5b47-ac4e-a5a670e6f875,Couple Feared Lost in Woods,NEW JERSEY DAILY BRIEFING,,NEW JERSEY DAILY BRIEFING; Couple Feared Lost in Woods,,,,By Terry Pristin,"[{'firstname': 'Terry', 'middlename': None, 'lastname': 'Pristin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"They met last New Year's Eve. He was tall with an easy manner. She was petite with a girlish smile. He asked her to dance and held her close. ""I didn't push him away,"" she said. ""I've been around awhile. I've pushed a lot of men away.""         It was a modern romance, at once pure and complicated. First, there was his wife. He was still married, although separated. Then, there was his walker.   ",https://www.nytimes.com/1995/11/06/nyregion/a-kind-of-sexual-revolution-at-some-nursing-homes-intimacy-is-a-matter-of-policy.html,,"They met last New Year's Eve. He was tall with an easy manner. She was petite with a girlish smile. He asked her to dance and held her close. ""I didn't push him away,"" she said. ""I've been around awhile. I've pushed a lot of men away.""",B,1,The New York Times,[],"[{'name': 'organizations', 'value': 'Hebrew Home for the Aged', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Sex', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 4, 'major': 'N'}]",1995-11-06T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/723a1fa1-9871-54e5-9085-01fc6045219e,1376,nyt://article/723a1fa1-9871-54e5-9085-01fc6045219e,"A Kind of Sexual Revolution;At Some Nursing Homes, Intimacy Is a Matter of Policy",,,"A Kind of Sexual Revolution;At Some Nursing Homes, Intimacy Is a Matter of Policy",,,,By Matthew Purdy,"[{'firstname': 'Matthew', 'middlename': None, 'lastname': 'Purdy', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"  Beverly Reitz, an interior designer known for her innovative use of light, died on Sunday in Hightstown, N.J., where she had lived since 1990.    She was 94 and had been a resident of Manhattan for much of her life. She also had a home in Ridgefield, Conn.",https://www.nytimes.com/1995/03/18/obituaries/beverly-reitz-interior-designer-94.html,,"Beverly Reitz, an interior designer known for her innovative use of light, died on Sunday in Hightstown, N.J., where she had lived since 1990.",1,10,The New York Times,[],"[{'name': 'persons', 'value': 'REITZ, BEVERLY', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-03-18T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/3c823fa7-56ec-5161-a252-510c85150190,125,nyt://article/3c823fa7-56ec-5161-a252-510c85150190,"Beverly Reitz, Interior Designer, 94",,,"Beverly Reitz, Interior Designer, 94",,,,,[],,,Alzheimer
"WHILE Gov. George E. Pataki has floated a proposal to impose a moratorium on new construction of nursing homes in the state to help reduce health-care spending, it appears that as many as three new multi-million-dollar elder-care centers in Westchester are unaffected by the measure.

One center, on a historic site in Mount Vernon, opened last month, while two additional elder-care complexes will be built later this year in Greenburgh and Croton-on-Hudson.",https://www.nytimes.com/1995/05/21/nyregion/centers-for-the-aged-elude-moratorium.html,"WHILE Gov. George E. Pataki has floated a proposal to impose a moratorium on new construction of nursing homes in the state to help reduce health-care spending, it appears that as many as three new multi-million-dollar elder-care centers in Westch...","WHILE Gov. George E. Pataki has floated a proposal to impose a moratorium on new construction of nursing homes in the state to help reduce health-care spending, it appears that as many as three new multi-million-dollar elder-care centers in Westchester are unaffected by the measure.",13WC,19,The New York Times,[],"[{'name': 'glocations', 'value': 'New York State', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Westchester County (NY)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'WALTEMADE HEALTH CARE CENTER (MOUNT VERNON, NY)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'WARTBURG (MOUNT VERNON, NY)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'HEBREW HOSPITAL HOME (GREENBURGH, NY)', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'BETHEL METHODIST HOME (OSSINING, NY)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Jordan, John', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'PATAKI, GEORGE E (GOV)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 9, 'major': 'N'}]",1995-05-21T05:00:00+0000,article,Westchester Weekly Desk,New York,News,nyt://article/19f96437-e302-57a2-927f-04fa6c8d390c,1089,nyt://article/19f96437-e302-57a2-927f-04fa6c8d390c,Centers for the Aged Elude Moratorium,,,Centers for the Aged Elude Moratorium,,,,By John Jordan,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Jordan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Westchester,Alzheimer
