abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,type_of_material,query_consulta,subsection_name
"    FAULT LINES By Anne Rivers Siddons. HarperCollins, $24.   ",https://www.nytimes.com/1995/12/10/books/books-in-brief-fiction-099163.html,,"FAULT LINES By Anne Rivers Siddons. HarperCollins, $24.",The New York Times,[],"[{'name': 'persons', 'value': 'SIDDONS, ANNE RIVERS SARAH MARGARET FERGUSON', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Fault Lines (Book)', 'rank': 4, 'major': 'N'}]",1995-12-10T05:00:00+0000,article,Book Review Desk,Books,nyt://article/ec9dbdc9-4a09-5df7-9a56-9ed64fa226a0,314,nyt://article/ec9dbdc9-4a09-5df7-9a56-9ed64fa226a0,Books in Brief: FICTION,,,Books in Brief: FICTION,,,,By Sarah Ferguson,"[{'firstname': 'Sarah', 'middlename': None, 'lastname': 'Ferguson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,7,27,Review,dementia,
"Dr. Clark Thorp Randt, founding chairman of the department of neurology at New York University Medical Center and the first director of life sciences for NASA, died on Sunday at his home in Greenwich, Conn. He was 78.         He died after a long illness, his family said.   ",https://www.nytimes.com/1995/11/22/nyregion/clark-t-randt-neurologist-78-head-of-life-sciences-for-nasa.html,,"Dr. Clark Thorp Randt, founding chairman of the department of neurology at New York University Medical Center and the first director of life sciences for NASA, died on Sunday at his home in Greenwich, Conn. He was 78.",The New York Times,[],"[{'name': 'persons', 'value': 'RANDT, CLARK T', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1995-11-22T05:00:00+0000,article,Metropolitan Desk,New York,nyt://article/3dd5f2ac-e09b-5eb5-8af8-58cf8873d913,386,nyt://article/3dd5f2ac-e09b-5eb5-8af8-58cf8873d913,"Clark T. Randt, Neurologist, 78, Head of Life Sciences for NASA",,,"Clark T. Randt, Neurologist, 78, Head of Life Sciences for NASA",,,,By Wolfgang Saxon,"[{'firstname': 'Wolfgang', 'middlename': None, 'lastname': 'Saxon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,19,Obituary; Biography,dementia,
"WHILE Gov. George E. Pataki has floated a proposal to impose a moratorium on new construction of nursing homes in the state to help reduce health-care spending, it appears that as many as three new multi-million-dollar elder-care centers in Westchester are unaffected by the measure.

One center, on a historic site in Mount Vernon, opened last month, while two additional elder-care complexes will be built later this year in Greenburgh and Croton-on-Hudson.",https://www.nytimes.com/1995/05/21/nyregion/centers-for-the-aged-elude-moratorium.html,"WHILE Gov. George E. Pataki has floated a proposal to impose a moratorium on new construction of nursing homes in the state to help reduce health-care spending, it appears that as many as three new multi-million-dollar elder-care centers in Westch...","WHILE Gov. George E. Pataki has floated a proposal to impose a moratorium on new construction of nursing homes in the state to help reduce health-care spending, it appears that as many as three new multi-million-dollar elder-care centers in Westchester are unaffected by the measure.",The New York Times,[],"[{'name': 'glocations', 'value': 'New York State', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Westchester County (NY)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'WALTEMADE HEALTH CARE CENTER (MOUNT VERNON, NY)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'WARTBURG (MOUNT VERNON, NY)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'HEBREW HOSPITAL HOME (GREENBURGH, NY)', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'BETHEL METHODIST HOME (OSSINING, NY)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Jordan, John', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'PATAKI, GEORGE E (GOV)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 9, 'major': 'N'}]",1995-05-21T05:00:00+0000,article,Westchester Weekly Desk,New York,nyt://article/19f96437-e302-57a2-927f-04fa6c8d390c,1089,nyt://article/19f96437-e302-57a2-927f-04fa6c8d390c,Centers for the Aged Elude Moratorium,,,Centers for the Aged Elude Moratorium,,,,By John Jordan,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Jordan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,13WC,19,News,dementia,Westchester
"THE woman was asleep, her body elevated slightly in the portable hospital bed and her chapped lips parted in a silent half moon. Sunlight from an exquisite spring afternoon streamed into the room and a 1940's big band tune wafted from the radio, just loud enough to be heard. Sister Jeanne Giebelhouse, a nun from the Ursuline Order, gestured at the woman and spoke in a hushed but very precise voice. ""I don't want to tell you her name,"" Sister Jeanne said, ""but I'll tell you about her.""

The woman in the hospital bed was only 58, but she looked 20 years older. ""She was very brilliant,"" Sister Jeanne said. ""She had a Ph.D. in clinical psychology."" But now the woman suffers from severe dementia, her brain ravaged by the advanced stages of Alzheimer's disease. In recent years, she was shuttled between nursing homes and psychiatric hospitals. Today she is living her final days at the Marian Residence, a home for elderly and ill retired nuns here. ""Without our care,"" Sister Jeanne said, ""she would have no place else to go.""",https://www.nytimes.com/1995/05/14/nyregion/providing-sanctuary-for-retired-nuns.html,"THE woman was asleep, her body elevated slightly in the portable hospital bed and her chapped lips parted in a silent half moon. Sunlight from an exquisite spring afternoon streamed into the room and a 1940's big band tune wafted from the radio, j...","THE woman was asleep, her body elevated slightly in the portable hospital bed and her chapped lips parted in a silent half moon. Sunlight from an exquisite spring afternoon streamed into the room and a 1940's big band tune wafted from the radio, just loud enough to be heard. Sister Jeanne Giebelhouse, a nun from the Ursuline Order, gestured at the woman and spoke in a hushed but very precise voice. ""I don't want to tell you her name,"" Sister Jeanne said, ""but I'll tell you about her.""",The New York Times,[],"[{'name': 'organizations', 'value': 'MARIAN RESIDENCE (NEW ROCHELLE, NY)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Roman Catholic Church', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Goldstein, Gordon M', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ROMAN CATHOLIC RELIGIOUS ORDERS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Nuns', 'rank': 5, 'major': 'N'}]",1995-05-14T05:00:00+0000,article,Westchester Weekly Desk,New York,nyt://article/ced05ebf-aeec-5188-9e27-2d9d2bb6d942,1061,nyt://article/ced05ebf-aeec-5188-9e27-2d9d2bb6d942,Providing Sanctuary for Retired Nuns,,,Providing Sanctuary for Retired Nuns,,,,By Gordon M. Goldstein,"[{'firstname': 'Gordon', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,13WC,1,News,dementia,Westchester
"  A YOUNG woman, whose doctor declined to identify her, thought she was going crazy. Suddenly, this once perfectly healthy college freshman developed severe anxiety, panic attacks, insomnia and loss of appetite.   A doctor and a psychologist at her college's health service recommended rest for what they thought were problems in adjusting to being away from home. Forced to take a medical leave, she underwent an extensive examination that showed no abnormalities except one: evidence in her spinal fluid of infection by the spirochete Borrelia burgdorferi, which causes Lyme disease. Only then did she recall having had a circular rash characteristic of Lyme disease months earlier, followed by a brief bout of headaches and unusual fatigue. At the time, she did not take these symptoms seriously and did not seek medical attention.",https://www.nytimes.com/1995/02/15/us/personal-health-when-lyme-invades-the-brain-and-spinal-system.html,,"A YOUNG woman, whose doctor declined to identify her, thought she was going crazy. Suddenly, this once perfectly healthy college freshman developed severe anxiety, panic attacks, insomnia and loss of appetite.",The New York Times,[],"[{'name': 'subject', 'value': 'Lyme Disease', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Depression (Mental)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'BORRELIA BURGDORFERI (LYME DISEASE SPIROCHETE)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Insomnia', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'PERSONAL HEALTH (TIMES COLUMN)', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'HEALTH PAGE (NYT)', 'rank': 7, 'major': 'N'}]",1995-02-15T05:00:00+0000,article,National Desk;,U.S.,nyt://article/3b8555e8-697c-503b-924d-8a34953f4c09,1087,nyt://article/3b8555e8-697c-503b-924d-8a34953f4c09,Personal Health; When Lyme invades the brain and spinal system.,,,Personal Health; When Lyme invades the brain and spinal system.,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,8,News,dementia,
"Of my own identity and profession I have little to say, and indeed, they have no bearing on the particulars of the horrors I am to describe. I will confide that, owing to longtime misuse at the hands of my employers, mine has become a listless and passive nature, and after my day's exertions, I vouchsafe my wearied consciousness to the mesmeric masquerades of that electrical camera obscura, the television. This weakness, I must surmise, has been the motor of my destruction.

On the evening I now reckon to forebode the onset of my dementia, I had settled into the dim recesses of my chamber, a low-vaulted, fustian studio bestrewn with collectible curiosa and forgotten volumes of TV Guide. The sky to the west had surrendered the last feeble rays of what I personally believe to be a dying star, and the room's only illumination was the ghastly flickering pallor of the demonic jumping box -- so named, I presume, for its feverish, oscillating images of the mindlessly upbeat. I sat motionless, seized by the unnameable but palpable terror that has been noted in my medical reports since my school days, and turned my gaze to the aforementioned television -- as luminous in the gloaming as a gypsy's crystal -- hoping to see thereon escapist visions of the bygone musicals of leggy, lissome Annabel Lee (now, reason told me but passion denied, deceased) or the glitteringly bedizened game-show letter-turner whom the agents call Lenore. Even if interspersed with tintinnabulary processions of mundane household products, their angelic countenances would bring me surcease from diurnal sorrows.",https://www.nytimes.com/1995/04/09/magazine/endpaper-the-telltale-tube.html,"Of my own identity and profession I have little to say, and indeed, they have no bearing on the particulars of the horrors I am to describe. I will confide that, owing to longtime misuse at the hands of my employers, mine has become a listless and...","Of my own identity and profession I have little to say, and indeed, they have no bearing on the particulars of the horrors I am to describe. I will confide that, owing to longtime misuse at the hands of my employers, mine has become a listless and passive nature, and after my day's exertions, I vouchsafe my wearied consciousness to the mesmeric masquerades of that electrical camera obscura, the television. This weakness, I must surmise, has been the motor of my destruction.",The New York Times,[],"[{'name': 'glocations', 'value': 'Los Angeles (Calif)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': ""O'Donnell, Mark"", 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Simpson, O J', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Simpson, Nicole Brown', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Goldman, Ronald Lyle', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'SIMPSON MURDER CASE', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 8, 'major': 'N'}]",1995-04-09T05:00:00+0000,article,Magazine Desk,Magazine,nyt://article/7a3401c5-ebce-556f-833a-3a606cc75e52,932,nyt://article/7a3401c5-ebce-556f-833a-3a606cc75e52,"ENDPAPER;
The Tell-Tale Tube",,,"ENDPAPER;
The Tell-Tale Tube",,,,By Mark O'Donnell,"[{'firstname': 'Mark', 'middlename': None, 'lastname': ""O'Donnell"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,6,92,News,dementia,
"  Almost all the great players of the past have remained mentally alert to the end of their lives and some, like Oswald Jacoby, Waldemar Von Zedtwitz and B. Jay Becker, were able to win major titles at an advanced age. Charles Goren was the only conspicuous exception to this generalization.   This suggests a major advantage for bridge players. A recent study of a group of elderly nuns suggests that those who keep their minds active live longer than those who are less educated or have become stagnant. The doctor who conducted the study thinks that brain exercises help the elderly remain mentally active.",https://www.nytimes.com/1995/09/28/arts/bridge-333895.html,,"Almost all the great players of the past have remained mentally alert to the end of their lives and some, like Oswald Jacoby, Waldemar Von Zedtwitz and B. Jay Becker, were able to win major titles at an advanced age. Charles Goren was the only conspicuous exception to this generalization.",The New York Times,[],"[{'name': 'subject', 'value': 'Bridge (Card Game)', 'rank': 1, 'major': 'N'}]",1995-09-28T05:00:00+0000,article,Cultural Desk,Arts,nyt://article/21e71a39-8b59-56af-a455-17a013888ef4,434,nyt://article/21e71a39-8b59-56af-a455-17a013888ef4,Bridge,,,Bridge,,,,By Alan Truscott,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Truscott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,17,News,dementia,
"It started with Vincent (the Chin). For about a year now, I have been reading that Vincent (the Chin) Gigante, the reported boss of the Genovese crime family, walks around his neighborhood, Greenwich Village, wearing only his pajamas. (Mr. Gigante, it seems, may be feigning dementia in order to avoid standing trial in  Federal court.) Then I came across the book ""Duplex Planet,"" a collection of interviews of nursing-home residents, one of whom attests, ""If you are an old man, and you go into a bar in pajamas, people will buy you drinks.""         On linking these two incidents in my mind, I experienced a vague sense of reassurance -- after all, I have always imagined that my own sunset years will be spent in an emotional state best described as unglued. But then I started to  notice that wearing pajamas in public was not an activity exclusive to older folk: K. D. Lang has sported hers both onstage and off. Barry White's band members wore silk ones during the singer's tour this summer. Madonna promoted her album ""Bedtime Stories"" by wearing hers on MTV during a public pajama party  she gave at the club Webster Hall.  Sassy magazine is the veritable house organ  of the practice, recently exhorting, ""If your wardrobe's a bore, slack into some PJ's and snore no more!""   ",https://www.nytimes.com/1995/12/10/magazine/endpaper-pj-day.html,,"It started with Vincent (the Chin). For about a year now, I have been reading that Vincent (the Chin) Gigante, the reported boss of the Genovese crime family, walks around his neighborhood, Greenwich Village, wearing only his pajamas. (Mr. Gigante, it seems, may be feigning dementia in order to avoid standing trial in Federal court.) Then I came across the book ""Duplex Planet,"" a collection of interviews of nursing-home residents, one of whom attests, ""If you are an old man, and you go into a bar in pajamas, people will buy you drinks.""",The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'ALFROD, HENRY', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Pajamas', 'rank': 3, 'major': 'N'}]",1995-12-10T05:00:00+0000,article,Magazine Desk,Magazine,nyt://article/acbe368a-847f-5335-9d89-9075a35fd2d3,1073,nyt://article/acbe368a-847f-5335-9d89-9075a35fd2d3,ENDPAPER;PJ Day,ENDPAPER,,ENDPAPER;PJ Day,,,,By Henry Alford,"[{'firstname': 'Henry', 'middlename': None, 'lastname': 'Alford', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,6,116,News,dementia,
"THE BOOK OF COLOR 
By Julia Blackburn.
175 pp. New York:
Pantheon Books. $22.",https://www.nytimes.com/1995/10/01/books/dark-history.html,"THE BOOK OF COLOR 
By Julia Blackburn.
175 pp. New York:
Pantheon Books. $22.",THE BOOK OF COLOR By Julia Blackburn.175 pp. New York:Pantheon Books. $22.,The New York Times,[],"[{'name': 'persons', 'value': 'Saynor, James', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Blackburn, Julia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'BOOK OF COLOR, THE (BOOK)', 'rank': 5, 'major': 'N'}]",1995-10-01T05:00:00+0000,article,Book Review Desk,Books,nyt://article/d347ce4c-da75-5402-a521-4152c3088695,727,nyt://article/d347ce4c-da75-5402-a521-4152c3088695,Dark History,,,Dark History,,,,By James Saynor,"[{'firstname': 'James', 'middlename': None, 'lastname': 'Saynor', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,7,27,Review,dementia,Book Review
"  Any musical comedy don or diva, not to mention aspiring Sarah Bernhardts everywhere, can tell you that a staircase is a star's best friend. For the Dollys and the Mames who preen step by calculated step to the serenades of infatuated choruses, for the flamboyantly cruel Regina Giddens in ""The Little Foxes,"" for the flamboyantly crazy monarch of ""The Madness of George III,"" nothing quite becomes an entrance, an exit or a legend-in-the-making like a heady flight of stairs.   But staircases afford theatrical uses well beyond their status as platforms for aggrandizing and posturing. Linking public and private worlds and the visible with the unseen, they have symbolic and emotional resonance that the right combinations of actor, director and set designer can turn into intricate guides to themes and characters. Currently on view on Broadway stages are three very different sets of stairs that splendidly meet the dramatic purposes of three very different plays, which these days is enough to create a whole new Tony category.",https://www.nytimes.com/1995/07/07/theater/critic-s-notebook-you-want-to-be-a-star-insist-on-a-staircase.html,,"Any musical comedy don or diva, not to mention aspiring Sarah Bernhardts everywhere, can tell you that a staircase is a star's best friend. For the Dollys and the Mames who preen step by calculated step to the serenades of infatuated choruses, for the flamboyantly cruel Regina Giddens in ""The Little Foxes,"" for the flamboyantly crazy monarch of ""The Madness of George III,"" nothing quite becomes an entrance, an exit or a legend-in-the-making like a heady flight of stairs.",The New York Times,[],"[{'name': 'subject', 'value': 'STAIRS', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Sunset Boulevard (Play)', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'INDISCRETIONS (PLAY)', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'HEIRESS, THE (PLAY)', 'rank': 5, 'major': 'N'}]",1995-07-07T05:00:00+0000,article,Weekend Desk,Theater,nyt://article/ef8e0bfe-e21d-5a6a-b91d-a121efac18a7,566,nyt://article/ef8e0bfe-e21d-5a6a-b91d-a121efac18a7,You Want to Be a Star? Insist on a Staircase!,CRITIC'S NOTEBOOK,,CRITIC'S NOTEBOOK; You Want to Be a Star? Insist on a Staircase!,,,,By Ben Brantley,"[{'firstname': 'Ben', 'middlename': None, 'lastname': 'Brantley', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,2,News,dementia,
"WHO would want to know years or decades in advance that he or she had as much as a 90 percent chance of getting Alzheimer's disease, given that there is no cure, treatment or prevention?         The New York City chapter of the Alzheimer's Association asked members whether they would take a genetic test that could make such a prediction and, in survey results being released today, 63 percent of respondents said yes.   ",https://www.nytimes.com/1995/12/13/us/alzheimer-s-group-finds-many-members-want-test-for-risk.html,,"WHO would want to know years or decades in advance that he or she had as much as a 90 percent chance of getting Alzheimer's disease, given that there is no cure, treatment or prevention?",The New York Times,[],"[{'name': 'organizations', 'value': ""ALZHEIMER'S DISEASE AND RELATED DISORDERS ASSN"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 4, 'major': 'N'}]",1995-12-13T05:00:00+0000,article,National Desk,U.S.,nyt://article/66117148-69ef-57bb-afb3-9bd3abf36abd,727,nyt://article/66117148-69ef-57bb-afb3-9bd3abf36abd,Alzheimer's Group Finds Many Members Want Test for Risk,,,Alzheimer's Group Finds Many Members Want Test for Risk,,,,By Susan Gilbert,"[{'firstname': 'Susan', 'middlename': None, 'lastname': 'Gilbert', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,13,News,dementia,
"A MONARCH butterfly flutters around the purple, lacy buddleia; chirping birds perch on the branches of a sugar maple. A short distance away, an elderly woman  sits on a teak bench with her daughter who is gazing at dogwood, spirea and the  roses that border a white picket fence. 

     It is the Wander Garden, an 8,000-square-foot courtyard for Alzheimer's patients at the Greenwich Woods Health Care Center in Greenwich. Residents of the 60-bed Alzheimer's wing can open the door and step out into a courtyard of flowers and foliage and wander freely and safely along a walkway lined with foxwood.",https://www.nytimes.com/1995/10/08/nyregion/garden-paths-built-for-elderly-strollers.html,"A MONARCH butterfly flutters around the purple, lacy buddleia; chirping birds perch on the branches of a sugar maple. A short distance away, an elderly woman  sits on a teak bench with her daughter who is gazing at dogwood, spirea and the  roses t...","A MONARCH butterfly flutters around the purple, lacy buddleia; chirping birds perch on the branches of a sugar maple. A short distance away, an elderly woman sits on a teak bench with her daughter who is gazing at dogwood, spirea and the roses that border a white picket fence. ",The New York Times,[],"[{'name': 'glocations', 'value': 'Greenwich (Conn)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'GREENWICH WOODS HEALTH CARE CENTER', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Gardens and Gardening', 'rank': 4, 'major': 'N'}]",1995-10-08T05:00:00+0000,article,Connecticut Weekly Desk,New York,nyt://article/c9dd8ddb-9046-5a7d-b5d4-6a84af08711e,725,nyt://article/c9dd8ddb-9046-5a7d-b5d4-6a84af08711e,Garden Paths Built For Elderly Strollers,,,Garden Paths Built For Elderly Strollers,,,,By Rita Papazian,"[{'firstname': 'Rita', 'middlename': None, 'lastname': 'Papazian', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,13CN,4,News,dementia,Connecticut
"A MONARCH butterfly flutters around the purple, lacy buddleia; chirping birds perch on the branches of a sugar maple. A short distance away, an elderly woman sits on a teak bench with her daughter who is gazing at dogwood, spirea and the roses that border a white picket fence.

It is the Wander Garden, an 8,000-square-foot courtyard for Alzheimer's patients at the Greenwich Woods Health Care Center in Greenwich. Residents of the 60-bed Alzheimer's wing can open the door and step out into a courtyard of flowers and foliage and wander freely and safely along a walkway lined with foxwood.",https://www.nytimes.com/1995/10/08/nyregion/garden-paths-built-for-elderly-strollers.html,"A MONARCH butterfly flutters around the purple, lacy buddleia; chirping birds perch on the branches of a sugar maple. A short distance away, an elderly woman sits on a teak bench with her daughter who is gazing at dogwood, spirea and the roses tha...","A MONARCH butterfly flutters around the purple, lacy buddleia; chirping birds perch on the branches of a sugar maple. A short distance away, an elderly woman sits on a teak bench with her daughter who is gazing at dogwood, spirea and the roses that border a white picket fence.",The New York Times,[],"[{'name': 'glocations', 'value': 'Greenwich (Conn)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'GREENWICH WOODS HEALTH CARE CENTER', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Gardens and Gardening', 'rank': 4, 'major': 'N'}]",1995-10-08T05:00:00+0000,article,Connecticut Weekly Desk,New York,nyt://article/dea125e1-27cb-5a11-b038-ba1745b0d81b,691,nyt://article/dea125e1-27cb-5a11-b038-ba1745b0d81b,Garden Paths Built For Elderly Strollers,,,Garden Paths Built For Elderly Strollers,,,,By Rita Papazian,"[{'firstname': 'Rita', 'middlename': None, 'lastname': 'Papazian', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,13CN,4,News,dementia,Connecticut
"THE BOOK OF COLOR By Julia Blackburn. 175 pp. New York: Pantheon Books. $22.    IN Julia Blackburn's first novel, ""The Book of Color,"" the unnamed narrator retreats to her childhood home, an ancestral sanctuary that is, appropriately enough, a vicarage. As the family's holy ground, the place is filled with many crosses to bear -- so many, in fact, that she must undertake a kind of exorcism  of memory. Only by imagining her way into her grandfather's tormented childhood  on a tiny island in the Indian Ocean will she be able, as she explains it, to ""step away from the fear, shuffle it off like a skin that has grown too tight.""",https://www.nytimes.com/1995/10/01/books/dark-history.html,"THE BOOK OF COLOR By Julia Blackburn. 175 pp. New York: Pantheon Books. $22.    IN Julia Blackburn's first novel, ""The Book of Color,"" the unnamed narrator retreats to her childhood home, an ancestral sanctuary that is, appropriately enough, a vic...","THE BOOK OF COLOR By Julia Blackburn. 175 pp. New York: Pantheon Books. $22. IN Julia Blackburn's first novel, ""The Book of Color,"" the unnamed narrator retreats to her childhood home, an ancestral sanctuary that is, appropriately enough, a vicarage. As the family's holy ground, the place is filled with many crosses to bear -- so many, in fact, that she must undertake a kind of exorcism of memory. Only by imagining her way into her grandfather's tormented childhood on a tiny island in the Indian Ocean will she be able, as she explains it, to ""step away from the fear, shuffle it off like a skin that has grown too tight.""",The New York Times,[],"[{'name': 'persons', 'value': 'Saynor, James', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Blackburn, Julia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'BOOK OF COLOR, THE (BOOK)', 'rank': 5, 'major': 'N'}]",1995-10-01T05:00:00+0000,article,Book Review Desk,Books,nyt://article/9a7de3b3-c555-5f9e-8035-54b8e53595eb,785,nyt://article/9a7de3b3-c555-5f9e-8035-54b8e53595eb,Dark History,,,Dark History,,,,By James Saynor,"[{'firstname': 'James', 'middlename': None, 'lastname': 'Saynor', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,7,27,Review,dementia,Book Review
"  With Fox's ""X-Files"" making waves, get ready for a tidal burst of sci-fi series. Showtime is reaching back to the mid-1960's to offer an updated revival of ""The Outer Limits,"" an anthology that had a modest original run of about a year and a half. Showtime has already committed to 43 new weekly episodes. As the millennium approaches, extraterrestrials and the supernatural are obviously going to be with us for a while. Batten down the hatches, kiddies.   This new version of ""The Outer Limits"" retains the Control Voice that warns at the fuzzy outset of each program: ""There is nothing wrong with your television. Do not attempt to adjust the picture. We are now controlling the transmission. . . . We will control all that you see and hear. You are about to experience the awe and mystery which reaches from the deepest inner mind to 'The Outer Limits.' "" Oh, dear.",https://www.nytimes.com/1995/03/24/arts/tv-weekend-sci-fi-from-the-60-s-for-a-new-generation.html,,"With Fox's ""X-Files"" making waves, get ready for a tidal burst of sci-fi series. Showtime is reaching back to the mid-1960's to offer an updated revival of ""The Outer Limits,"" an anthology that had a modest original run of about a year and a half. Showtime has already committed to 43 new weekly episodes. As the millennium approaches, extraterrestrials and the supernatural are obviously going to be with us for a while. Batten down the hatches, kiddies.",The New York Times,[],"[{'name': 'persons', 'value': 'Bridges, Beau', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Bridges, Lloyd', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'OUTER LIMITS, THE (TV PROGRAM)', 'rank': 5, 'major': 'N'}]",1995-03-24T05:00:00+0000,article,Weekend Desk,Arts,nyt://article/05d863e6-4144-5795-a4be-d23d1114f7a4,668,nyt://article/05d863e6-4144-5795-a4be-d23d1114f7a4,Sci-Fi From the 60's For a New Generation,TV WEEKEND,,TV WEEKEND; Sci-Fi From the 60's For a New Generation,,,,By John J. O'Connor,"[{'firstname': 'John', 'middlename': 'J.', 'lastname': ""O'Connor"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,17,Review,dementia,
