,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
45,dementia,2015,The New York Times,Alzheimer’s Supplements Targeted by U.S. Senator,,Senator Claire McCaskill of Missouri this week raised concerns about dietary supplements that claim to protect against dementia and Alzheimer’s disease,A United States Senator this week raised concerns about dietary supplements that claim to protect against dementia and Alzheimer’s disease and urged 15 major companies and retailers to explain why they sell dubious supplements.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dietary Supplements and Herbal Remedies', 'rank': 3, 'major': 'N'}]"
46,dementia,2015,The New York Times,Jeb Bush Opens Up About Mother-in-Law’s Alzheimer’s,,"In New Hampshire, Mr. Bush said, “My mother-in-law has dementia and she’s 94 years old.” He added, “She’s a gift from God; she’s the most beautiful woman I’ve ever met.”","BEDFORD, N.H. — At an event in Portsmouth, N.H. on Wednesday, Jeb Bush raised his hand, acknowledging that he too had a loved one with Alzheimer’s disease.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, Jeb', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'New Hampshire', 'rank': 4, 'major': 'N'}]"
47,dementia,2015,The New York Times,Warning New York City to Prepare as Its Population Ages,A Warning to Prepare for a Grayer City,"An increase in Silver Alerts, for older adults who go missing, highlights the need for the city to create programs and services for its aging residents, officials say.","Alba Sanchez has an alarm in her house in the Bronx that goes off whenever someone opens the front door. For good measure, she has three dogs to bark, not at who is coming in but at who is going out.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Missing Persons', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Aging, Department for the (NYC)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 7, 'major': 'N'}]"
48,dementia,2015,The New York Times,Biogen Reports Its Alzheimer’s Drug Sharply Slowed Cognitive Decline,Alzheimer’s Drug Shows Promise in a Trial,"The drug, developed by Biogen Idec, could achieve sales of billions of dollars a year if the results from the small trial are replicated in larger trials.","An experimental drug for Alzheimer’s disease sharply slowed the decline in mental function in a small clinical trial, researchers reported Friday, reviving hopes for an approach to therapy that until now has experienced repeated failures.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Biogen Idec Inc', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Eli Lilly and Company', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Johnson & Johnson', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Pfizer Inc', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Roche Holding AG', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Nice (France)', 'rank': 11, 'major': 'N'}]"
49,dementia,2015,The New York Times,"Ieng Thirith, Khmer Rouge Minister in Cambodia, Dies at 83","Ieng Thirith, 83, Collaborator of Pol Pot in Khmer Rouge","Ms. Ieng Thirith, the most powerful woman in a brutal regime and Pol Pot’s sister-in-law, was found unfit for trial in 2012 because of dementia.","Ieng Thirith, the sister-in-law and close collaborator of the genocidal Cambodian leader Pol Pot, died on Saturday in Pailin, Cambodia. She was 83.","[{'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Cambodia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Human Rights and Human Rights Violations', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Khmer Rouge', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Pol Pot', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'War Crimes, Genocide and Crimes Against Humanity', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Ieng Sary', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Ieng Thirith', 'rank': 9, 'major': 'N'}]"
51,dementia,2015,The New York Times,"Fred McNeill, Who Played in Two Super Bowls, Dies at 63","Fred McNeill, 63; Played in Two Super Bowls ","The Vikings linebacker went on to become a lawyer and a spokesman for former players who suffer from early onset dementia and other cognitive problems, as he did.","Fred McNeill, a hard-hitting linebacker who appeared in two Super Bowls with the Minnesota Vikings before becoming a lawyer and a spokesman for former players who suffer from early onset dementia and other cognitive problems, as he did, died on Nov. 3 at his home in Los Angeles. He was 63.","[{'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Minnesota Vikings', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Super Bowl', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'McNeill, Fred (1952-2015)', 'rank': 6, 'major': 'N'}]"
54,dementia,2015,The New York Times,Dealing With a Menacing Landlord ,Dealing With a Menacing Landlord ,"Tenants feeling threatened, joining a co-op board and living near a backyard filled with garbage.",Dementia or an Agenda?,"[{'name': 'subject', 'value': 'Real Estate and Housing (Residential)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Landlords', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Cooperatives', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Renting and Leasing (Real Estate)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 6, 'major': 'N'}]"
59,dementia,2015,The New York Times,"Review: In ‘In the Courtyard,’ a Neurotic Retiree Bonds With the Janitor","Review: In ‘In the Courtyard,’ a Neurotic Retiree Bonds With the Janitor","Starring Catherine Deneuve, Pierre Salvadori’s film depicts an unlikely friendship between an anxious woman and a onetime musician who has hit bottom.","Depression, dementia, disillusion — they’re all there in “In the Courtyard,” a gently meandering study of two troubled souls who form a cross-generational bond.","[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Salvadori, Pierre', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Deneuve, Catherine', 'rank': 3, 'major': 'N'}]"
63,dementia,2015,The New York Times,"Mike Pyle, Captain of 9-0 Yale Team and Champion Bears in ’63, Dies at 76","Mike Pyle, 76, Captain of 9-0 Yale Team, Dies ",Pyle was among the many former N.F.L. players who brought suit against the league for disregarding cognitive dangers resulting from football collisions.,"Mike Pyle, the captain of Yale’s last unbeaten and untied football team and of the 1963 N.F.L. champion Chicago Bears, died at 76 on Wednesday in Highland Park, Ill., after a decade-long battle with dementia, which his family believes may have resulted from the battering he took as an offensive lineman.","[{'name': 'persons', 'value': 'Goldstein, Richard (Per)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Chicago Bears', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Yale University', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Pyle, Mike (1939-2015)', 'rank': 8, 'major': 'N'}]"
79,dementia,2015,The New York Times,The Trouble With Advance Directives,The Trouble With Advance Directives,"Even a patient’s seemingly specific instructions for care can be less than direct, or unavailable when needed.","The man had written an advance directive four years ago, before his advancing dementia had made communication difficult. He had been very specific.","[{'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Living Wills and Health Care Proxies', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 6, 'major': 'N'}]"
83,dementia,2015,The New York Times,Inside the List,Inside the List,"Louise Penny, whose novel “The Nature of the Beast” is No. 3 on the hardcover fiction list, once said: “I know that if I’m not in the top five on the Times best-seller list, I’m going to feel like a failure.”","The 11th Coming: “The Nature of the Beast,” Louise Penny’s 11th novel about the Québécois detective Armand Gamache, hits the hardcover fiction list at No. 3. Penny started the series in 2005 after two decades as a CBC radio host, and its popularity caught her by surprise. “It’s difficult to learn from success. I’ve learned more from my mistakes,” she told the author and critic Joel Yanofsky in 2013. “Fortunately, I’m capable of manufacturing my own problems.” In her 20s and early 30s those included a battle with alcoholism, and later a five-year bout of writer’s block that was, according to Yanofsky, “mainly spent watching Oprah, eating gummy bears and lying to everyone, including her husband, about how well her writing was going.” Things have improved since then. “Now I know that if I’m not in the top five on the Times best-seller list, I’m going to feel like a failure,” she said in the same interview. No worries here! But that doesn’t mean Penny’s life is challenge-free: In the past few years she’s had to care for her husband as he slides into dementia. “I find now that the writing is a safe harbor,” she told The Vancouver Sun last month. “It’s a place I go to that is mine.” You have to wonder if Penny had her husband’s condition in mind when she quoted Yeats’s “The Second Coming” in the new book — that’s the poem about things falling apart and the center not holding, which concludes, “And what rough beast, its hour come round at last, / Slouches towards Bethlehem to be born?” Maybe. But mostly, Penny told The Sun, “the beast is ourselves.”","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}]"
90,dementia,2015,The New York Times,Finding Liberation in Two Deaths,Finding Liberation in Two Deaths,"I loved my mother and my drinking, but both were limiting my potential.","The last time I wished my mother dead, I meant it. I was on the plane home to New York City after visiting her in Beaumont, Tex., where she was in what I now know were the final stages of Lewy body dementia.","[{'name': 'subject', 'value': 'Alcohol Abuse', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 2, 'major': 'N'}]"
91,dementia,2015,International New York Times,Coal in Poland Lowering Life Spans,Coal in Poland Lowering Life Spans,"Poland has the highest levels in Europe of the tiny pollution particles that are strongly linked to serious health problems like heart attacks, strokes, cancer and even dementia.","MYSLOWICE, Poland — The children Karolina Zolna knows huff and puff after a few minutes of exercise. Two years ago, her infant daughter spent four months in the hospital with pneumonia. The doctors did not identify a cause, but to Ms. Zolna, the reason for the baby’s illness was obvious.","[{'name': 'subject', 'value': 'Coal', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Hazardous and Toxic Substances', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Air Pollution', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Poland', 'rank': 4, 'major': 'N'}]"
135,dementia,2015,The New York Times,"On Holocaust Day in Israel, Strangers Answer the Call to a Funeral",Helping to Mourn a Holocaust Survivor,"A Facebook post drew 150 people to a Jerusalem hilltop for a funeral that family members feared might not have a minyan, the quorum of 10 required for the Jewish mourning prayer.","JERUSALEM — Most of the mourners had never met Nate Remer, who survived the Holocaust hiding in a Ukrainian forest, built a successful wholesale hardware business in Southern California and had severe dementia for 15 years before dying Tuesday at 82. They did not know his son, Gary, a professor at Tulane University, or his grandson, Moshe Alexander, who moved to Israel five years ago and works in high tech.","[{'name': 'subject', 'value': 'Holocaust and the Nazi Era', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Remer, Nate (d 2015)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Funerals and Memorials', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Jews and Judaism', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Jerusalem (Israel)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 8, 'major': 'N'}]"
139,dementia,2015,The New York Times,"‘Cy Twombly: Late Paintings 2003-2011,’ by Nela Pavlouskova",Twombly,"Cy Twombly’s last paintings celebrate his lifelong interest in flowers, Greek mythology, ships and the sea, and lines of enigmatic writing.","Painters in their old age present an interesting spectrum. André Derain and Giorgio de Chirico, who had been so shocking, drifted off after World War I in a conservative, neoclassical direction (De Chirico even faked his trademark earlier metaphysical paintings from time to time). Titian did some of his greatest work into his 80s; Jasper Johns continues to hold his own as a master. De Kooning painted despite dementia, with contested results.","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Pavlouskova, Nela', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Twombly, Cy', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 4, 'major': 'N'}]"
154,dementia,2015,The New York Times,"For an Aging Brain, Looking for Ways to Keep Memory Sharp",,"Herbal supplements, brain-training games and puzzles are being tossed out as ways to fight cognitive decline, without much evidence that they work.","With people worldwide living longer, marketers are seizing on every opportunity to sell remedies and devices that they claim can enhance memory and other cognitive functions and perhaps stave off dementia as people age.","[{'name': 'subject', 'value': 'Crossword Puzzles', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Exercise', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}]"
212,dementia,2015,The New York Times,"Sony Altered ‘Concussion’ Film to Prevent N.F.L. Protests, Emails Show",Studio Altered Movie to Deter N.F.L. Protests,"In dozens of emails unearthed by hackers, Sony Pictures executives and others discussed altering the script and marketing the movie more as a whistle-blower story than as a condemnation of the N.F.L.","When Sony Pictures Entertainment decided to make a movie focusing on the death and dementia professional football players have endured from repeated hits to the head — and the N.F.L.’s efforts toward a cover-up — it signed Will Smith to star as one of the first scientists to disclose the problem. It named the film bluntly, “Concussion.”","[{'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Sony Pictures Entertainment', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Chronic Traumatic Encephalopathy', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Landesman, Peter', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Omalu, Bennet I', 'rank': 9, 'major': 'N'}, {'name': 'creative_works', 'value': 'Concussion (Movie)', 'rank': 10, 'major': 'N'}]"
0,dementia,2016,The New York Times,"Therapy Cats for Dementia Patients, Batteries Included","Easing Dementia, Paw by Robotic Paw","For some nursing home residents, companion animals don’t have to be real to offer real benefits.","Lou Ann Wyckoff cradled the gray-and-white cat in her lap. She scratched the back of its head and the cat purred, eyes closed. When she stopped petting the cat, it opened its green eyes and meowed for more.","[{'name': 'subject', 'value': 'Therapy and Rehabilitation', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Robots and Robotics', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Service Dogs and Other Animals', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Hebrew Home at Riverdale', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 8, 'major': 'N'}]"
1,dementia,2016,The New York Times,‘Into Oblivion’ Uses Photography to Examine Lives of Dementia Patients,Memory Palace: Opening a Door on Dementia,Maja Daniels spent almost a year talking to hospital staff and patients before starting her project about dementia.,"Before she took a single picture, the photographer Maja Daniels, 31, spent almost a year talking to staff members and relatives of patients at the St. Thomas de Villeneuve hospital in Bain-de-Bretagne, France.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Photography', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Bob and Diane Fund', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Daniels, Maja (Photographer)', 'rank': 6, 'major': 'N'}]"
2,dementia,2016,The New York Times,Are Saunas Good for the Brain?,Mind: Saunas and Alzheimer’s,"Using a sauna may reduce the risk for Alzheimer’s disease, a new study suggests.","Using a sauna may be more than just relaxing and refreshing. It may also reduce the risk for Alzheimer’s disease and other forms of dementia, a new study suggests.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Saunas and Sweat Lodges', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Age and Ageing (Journal)', 'rank': 5, 'major': 'N'}]"
3,dementia,2016,The New York Times,U.S. Dementia Rates Are Dropping Even as Population Ages,Dementia Rates Are Dropping Even as Population Ages,"Despite fears that dementia rates were going to explode as the population grows older, a large study of Americans has found the opposite.","Despite fears that dementia rates were going to explode as the population grows older and fatter, and has more diabetes and high blood pressure, a large nationally representative survey has found the reverse. Dementia is actually on the wane. And when people do get dementia, they get it at older and older ages.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institute on Aging', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'JAMA Internal Medicine (Journal)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 7, 'major': 'N'}]"
4,dementia,2016,The New York Times,‘Into Oblivion’,,A photography project about dementia patients in a hospital ward.,A photography project about dementia patients in a hospital ward.,"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}]"
5,dementia,2016,The New York Times,"Did You Just Forget, or Is It Something More Serious?",,"Memory lapses that disrupt daily living or cause a person to withdraw from family are more serious than absent-mindedness or confusing names, experts said.",Have you called your daughter by your wife’s name or your son by his brother’s name? Have you misplaced your car keys or forgotten where you parked at the mall?,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}]"
6,dementia,2016,The New York Times,Prostate Cancer Treatment Can Raise Dementia Risk,Man: Prostate Cancer and Dementia,"Reducing testosterone levels with androgen deprivation therapy, or A.D.T., more than doubles the risk of dementia.","Reducing testosterone levels with androgen deprivation therapy, or A.D.T., is a common treatment for prostate cancer. But a new study has found that it more than doubles the risk of dementia.","[{'name': 'subject', 'value': 'Prostate Cancer', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Testosterone', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'JAMA Oncology (Journal)', 'rank': 6, 'major': 'N'}]"
7,dementia,2016,The New York Times,"Dealing With Ma’s Dementia, and That Trip Out West",The Dementia Diet,A salami sandwich was heavy with expectations.,"I don’t mean to be a downer, but have you readers of a certain age noticed how many conversations we’ve all been having about making an early exit?","[{'name': 'subject', 'value': 'Nursing Homes', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Wadler, Joyce', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Stroke', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 6, 'major': 'N'}]"
8,dementia,2016,The New York Times,The Falls Were Bad. The Diagnosis Was Worse.,,"My mother has a rare disease called P.S.P., and she can no longer walk or talk. But she’s still my mom.","“She was just standing there,” my dad told my sister, by way of explanation, “and she fell.” My mom managed a small smile, with her big swollen lip, like it was her fault, my sister told me. The three of them were living in a small apartment in Tokyo at the time. This was five years ago, in 2011, the year my mom started falling down.","[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Falls', 'rank': 3, 'major': 'N'}]"
9,dementia,2016,The New York Times,Should You Tell a Man’s Fiancée That He Faked His Degrees?,A Man I Know Faked His Academic Credentials. Should I Tell His Fiancée?,"The magazine’s Ethicist columnist on when to share information someone may not want to hear, whether you’re obliged to report a predatory professor and whether you can cast a vote for a relative with dementia.","A few years ago, I realized that a close friend was misrepresenting himself professionally as having multiple graduate degrees that he did not actually earn. When I confronted him in a compassionate way, he denied it, but could offer no evidence to the contrary. We have fallen out of touch, but he is now engaged to a woman I know. We have several mutual friends. I want nothing to do with this guy and have done my best to forget about his deception, but if I were his fiancée, I would certainly want to know. Thoughts? Name Withheld","[{'name': 'persons', 'value': 'Appiah, Kwame Anthony', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics (Personal)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Lying', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Sexual Harassment', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Voting and Voters', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drug Abuse and Traffic', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'ADULTERY', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Teachers and School Employees', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Friendship', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Ethicist, The (Times Column)', 'rank': 11, 'major': 'N'}]"
10,dementia,2016,The New York Times,Taller Than the Trees,,"Japanese men haven’t traditionally been caregivers. But for Masami Hayata, it’s a crucial part of raising his family.","Japanese men haven’t traditionally been caregivers. But for Masami Hayata, it’s a crucial part of raising his family.","[{'name': 'glocations', 'value': 'Japan', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Tokyo (Japan)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Parenting', 'rank': 6, 'major': 'N'}]"
11,dementia,2016,The New York Times,"Terry Jones of Monty Python Has Dementia, His Family Says",Monty Python Member Said to Have Dementia,"The actor, 74, is best known for his roles in the British comedy troupe and as a director or writer of works like “Life of Brian” and “Monty Python and the Holy Grail.”","Terry Jones, an original member of Monty Python, has a form of dementia that is affecting his ability to communicate, his family said in a statement.","[{'name': 'persons', 'value': 'Jones, Terry', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Monty Python', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'British Academy of Film and Television', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Frontotemporal Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Awards, Decorations and Honors', 'rank': 6, 'major': 'N'}]"
12,dementia,2016,The New York Times,The Decline of Tube Feeding for Dementia Patients,Families Balk at Feeding Tubes for Dementia Patients,"The families of patients with advanced dementia are increasingly rejecting that feeding method. For one thing, there’s no evidence that it extends life.",Dementia from Parkinson’s disease was taking its toll on Joan Jewell.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Food', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Mitchell, Susan L', 'rank': 9, 'major': 'N'}]"
13,dementia,2016,The New York Times,I’m Not From Here,,"Day after day, an elderly woman recalls the Spanish Basque country of her youth — while forgetting she is consigned to a retirement home in Chile.","Day after day, an elderly woman recalls the Spanish Basque country of her youth — while forgetting she is consigned to a retirement home in Chile.","[{'name': 'subject', 'value': 'Basques', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Spain', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Basque Region (Spain)', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Chile', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement Communities and Assisted Living', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}]"
14,dementia,2016,The New York Times,What Should I Do With My Dead Husband’s Journals?,What Should I Do With My Dead Husband’s Journals?,"The magazine’s Ethicist columnist on when private papers should remain private, whether prospective tenants should be told of a violent death in their apartment and whether a loved one with dementia must be told truths she can’t remember.","For 15 years I was happily married to a man who, sadly, died several years ago. It was a second marriage for both of us. He was survived by his former wife and two adult children, and I maintain a cordial relationship with all of them. I know that my husband loved his children, but also that he had difficulties with them. ","[{'name': 'subject', 'value': 'Ethics (Personal)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Appiah, Kwame Anthony', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Lying', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Ethicist, The (Times Column)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Diaries', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Renting and Leasing (Real Estate)', 'rank': 8, 'major': 'N'}]"
